scenario,algorithm,dataset_rel,dataset_name,dataset_median_ood_log_nmse,dataset_median_id_log_nmse,n_runs,n_metric_complete
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,II.6.15b_3_0,-0.5477124377558895,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,II.6.15b_3_0,-0.9574721705133318,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,II.6.15b_3_0,-0.974496762611882,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,BPG5,-4.6530725581796135,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,BPG5,5.4289688053397525,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,BPG5,0.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,BPG5,3.0074307888237284,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/matsci/MatSci21,MatSci21,-5.54660906431287,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/matsci/MatSci21,MatSci21,-4.594168327787326,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/matsci/MatSci21,MatSci21,-2.203333503969095,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/matsci/MatSci21,MatSci21,-1.3700030641224346,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,BPG3,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,BPG3,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,BPG3,-1.4735961647056557,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,BPG3,6.145117697609517,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,BPG9,-5.241913735914223,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,BPG9,10.8298133529697,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,BPG9,0.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,BPG9,0.8214188064811621,,3,3
current_core50_5seed,dso,sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,II.34.2_1_0,-12.0,-12.0,5,5
current_core50_5seed,dso,sim-datasets-data/srbench2025/firstprinciples/first_principles_hubble,first_principles_hubble,-1.0843408985124863,-0.988263103078407,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.27.18,feynman-ii.27.18,12.0,-0.003976289215884855,5,5
current_core50_5seed,dso,sim-datasets-data/korns/Korns-4,Korns-4,-2.779379637693619,-2.7978361531583094,5,5
current_core50_5seed,dso,sim-datasets-data/keijzer/Keijzer-11,Keijzer-11,-1.408006181756375,12.0,5,2
current_core50_5seed,dso,sim-datasets-data/keijzer/Keijzer-2,Keijzer-2,0.3621611134192667,-0.28276628754907973,5,5
current_core50_5seed,dso,sim-datasets-data/korns/Korns-2,Korns-2,-1.584427151073415,-1.910523058696682,5,5
current_core50_5seed,dso,sim-datasets-data/nguyen/Nguyen-12,Nguyen-12,-0.9754331975338442,-1.8166249174543303,5,5
current_core50_5seed,dso,sim-datasets-data/nguyen/Nguyen-6,Nguyen-6,-12.0,-12.0,5,5
current_core50_5seed,dso,sim-datasets-data/nguyen/Nguyen-9,Nguyen-9,-12.0,-12.0,5,5
current_core50_5seed,dso,sim-datasets-data/vladislavleva/Vladislavleva-4,Vladislavleva-4,-0.8554407860212309,-0.8899334752147603,5,4
current_core50_5seed,dso,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,feynman_I_27_6,-12.0,-12.0,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,feynman-i.43.31,-0.0023881901923708017,-0.012122829293474177,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,feynman-ii.34.11,-0.37212527403919493,-0.21162000757114832,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,III.21.20_3_0,-12.0,-12.0,5,5
current_core50_5seed,dso,sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,feynman_II_15_4,-12.0,-12.0,5,5
current_core50_5seed,dso,sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1,strogatz_shearflow1,-12.0,-12.0,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,feynman-i.18.16,-12.0,-12.0,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a,feynman-ii.34.2a,-0.23271729740807606,-0.017178111187172718,5,5
current_core50_5seed,dso,sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,first_principles_leavitt,-2.886128106556028,-3.856018146615725,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,feynman-i.39.22,-0.30364700617306295,-0.18375637955245022,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,feynman-i.11.19,-0.482948075381029,-0.5738756911345642,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,I.11.19_4_0,-1.1064643490576027,-1.6263256487537838,5,5
current_core50_5seed,dso,sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,strogatz_predprey2,-0.1681381441740636,-1.0554673766271399,5,5
current_core50_5seed,dso,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag2,strogatz_barmag2,-0.5814784218390066,-0.9031156522080437,5,5
current_core50_5seed,dso,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,strogatz_barmag1,-0.22596319560688163,-1.143772880764822,5,4
current_core50_5seed,dso,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11,feynman_I_12_11,-12.0,-12.0,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.4.23,feynman-ii.4.23,0.8442549127717569,-0.10933759053426192,5,4
current_core50_5seed,dso,sim-datasets-data/srbench1.0/strogatz/strogatz_vdp1,strogatz_vdp1,-2.0000000000000004,-1.999999999999988,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_easy/feynman-iii.7.38,feynman-iii.7.38,-1.4464911998299308e-16,-4.4537464042786404e-13,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,-0.7590888255543752,-1.701066306815156,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.13.12,feynman-i.13.12,0.0,0.0,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19,feynman-iii.10.19,-0.2543198136817589,-0.5100371421882355,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/chem_react/CRK11,CRK11,0.0,-2.1820672414811537,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.32.5,feynman-i.32.5,-0.14159003330893086,-0.1089274525406211,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/chem_react/CRK10,CRK10,-0.2491641115165994,-1.6625621610785166,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/chem_react/CRK34,CRK34,0.0,-2.3626305766341984,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/phys_osc/PO19,PO19,-0.6551751728762427,-1.3387025626588416,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/chem_react/CRK0,CRK0,-7.251274850264801e-11,-1.5099529631460469,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,feynman-i.29.16,-1.0201600841652827,-1.1686168149571041,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/phys_osc/PO41,PO41,-0.6095263256507433,-1.0798845217857216,5,5
current_core50_5seed,dso,sim-datasets-data/srbench1.0/feynman/feynman_test_15,feynman_test_15,-1.0120139384627982,-2.0298518407198705,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/chem_react/CRK33,CRK33,1.064446969501574,-1.6790178852959015,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,feynman-i.15.3t,-4.316494282746094,-7.811666254313442,5,5
current_core50_5seed,dso,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,feynman-bonus.20,-3.041404388594615e-08,-0.04229536786265858,5,4
current_core50_5seed,dso,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,II.6.15b_3_0,-0.46043354853444923,-0.8245910165435786,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,BPG5,0.0,-2.2346877363658084,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/matsci/MatSci21,MatSci21,-1.1535226085137193,-0.8111875112136293,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,BPG3,-1.4735961647056557,-2.9879047787479664,5,5
current_core50_5seed,dso,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,BPG9,-4.8216373327664354e-17,-0.7929202229781322,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,II.34.2_1_0,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench2025/firstprinciples/first_principles_hubble,first_principles_hubble,-1.0088961173534676,-0.9968839567451078,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.27.18,feynman-ii.27.18,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/korns/Korns-4,Korns-4,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/keijzer/Keijzer-11,Keijzer-11,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/keijzer/Keijzer-2,Keijzer-2,-10.493228684708615,-10.823109866741737,5,5
current_core50_5seed,imcts,sim-datasets-data/korns/Korns-2,Korns-2,-11.734957304342002,-11.177504869749605,5,5
current_core50_5seed,imcts,sim-datasets-data/nguyen/Nguyen-12,Nguyen-12,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/nguyen/Nguyen-6,Nguyen-6,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/nguyen/Nguyen-9,Nguyen-9,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/vladislavleva/Vladislavleva-4,Vladislavleva-4,-1.8331160201319743,-2.1291935579765218,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,feynman_I_27_6,-1.3172809364515992,-2.280317317103411,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,feynman-i.43.31,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,feynman-ii.34.11,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,III.21.20_3_0,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,feynman_II_15_4,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1,strogatz_shearflow1,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,feynman-i.18.16,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a,feynman-ii.34.2a,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,first_principles_leavitt,-3.335132468785882,-3.557411531078772,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,feynman-i.39.22,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,feynman-i.11.19,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,I.11.19_4_0,-1.1347482578039594,-1.6279609780599964,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,strogatz_predprey2,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag2,strogatz_barmag2,-12.0,-11.764759434790589,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,strogatz_barmag1,-11.03752190714198,-11.454241718103354,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11,feynman_I_12_11,-0.6003508336725991,-1.1306137134168721,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.4.23,feynman-ii.4.23,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench1.0/strogatz/strogatz_vdp1,strogatz_vdp1,-12.0,-11.909291135726182,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_easy/feynman-iii.7.38,feynman-iii.7.38,1.1711775826532695e-05,-0.009909149854733509,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,-0.9652570222920015,-2.161823933883232,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.13.12,feynman-i.13.12,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19,feynman-iii.10.19,12.0,12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/chem_react/CRK11,CRK11,12.0,9.470216682302281,5,3
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.32.5,feynman-i.32.5,-12.0,-12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/chem_react/CRK10,CRK10,12.0,7.137613284829857,5,4
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/chem_react/CRK34,CRK34,12.0,6.730226720006,5,2
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/phys_osc/PO19,PO19,-1.998572490243891,-3.5295973421680498,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/chem_react/CRK0,CRK0,10.272097184949386,6.7672066859176825,5,3
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,feynman-i.29.16,-0.9579614437716797,-1.1851260538959099,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/phys_osc/PO41,PO41,-1.9003078769492996,-3.137840306877194,5,5
current_core50_5seed,imcts,sim-datasets-data/srbench1.0/feynman/feynman_test_15,feynman_test_15,-1.304839303509216,-2.4866777481823577,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/chem_react/CRK33,CRK33,11.161157076809372,5.775255826862988,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,feynman-i.15.3t,12.0,12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,feynman-bonus.20,12.0,12.0,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,II.6.15b_3_0,-0.883535725975759,-0.659202767518443,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,BPG5,5.428960321463022,1.0529710539164037,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/matsci/MatSci21,MatSci21,-5.131609466654298,-5.499082090628463,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,BPG3,12.0,6.416382231627155,5,5
current_core50_5seed,imcts,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,BPG9,10.793476266313727,6.0643894920381465,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,II.34.2_1_0,0.03224587212445426,-0.9660877499964049,5,3
current_core50_5seed,pyoperon,sim-datasets-data/srbench2025/firstprinciples/first_principles_hubble,first_principles_hubble,-0.9809650020548982,-1.5275810273081472,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.27.18,feynman-ii.27.18,12.0,12.0,5,0
current_core50_5seed,pyoperon,sim-datasets-data/korns/Korns-4,Korns-4,-2.757245853000864,-2.782663530458191,5,4
current_core50_5seed,pyoperon,sim-datasets-data/keijzer/Keijzer-11,Keijzer-11,-1.787742280478911,-1.3315893110801094,5,5
current_core50_5seed,pyoperon,sim-datasets-data/keijzer/Keijzer-2,Keijzer-2,0.3412617206586984,-0.25714506825358163,5,5
current_core50_5seed,pyoperon,sim-datasets-data/korns/Korns-2,Korns-2,0.6446723763861244,0.6953887990484469,5,5
current_core50_5seed,pyoperon,sim-datasets-data/nguyen/Nguyen-12,Nguyen-12,-1.1585809323870122,-1.8019097401203252,5,5
current_core50_5seed,pyoperon,sim-datasets-data/nguyen/Nguyen-6,Nguyen-6,-1.2410387123143825,-3.1171548699970977,5,5
current_core50_5seed,pyoperon,sim-datasets-data/nguyen/Nguyen-9,Nguyen-9,-2.2489688274319426,-0.5388094892124549,5,5
current_core50_5seed,pyoperon,sim-datasets-data/vladislavleva/Vladislavleva-4,Vladislavleva-4,-0.9124762865711582,-0.9588348390473614,5,3
current_core50_5seed,pyoperon,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,feynman_I_27_6,-0.6280478642922278,-1.5685254429864528,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,feynman-i.43.31,12.0,12.0,5,0
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,feynman-ii.34.11,-1.4858913504099214e-06,-0.0009488954351607366,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,III.21.20_3_0,-0.16568376907985816,-0.6137248631584417,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,feynman_II_15_4,-0.2099944161569269,-0.6042988091448794,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1,strogatz_shearflow1,0.21020046656508143,-0.5382856161364795,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,feynman-i.18.16,0.09512999355262955,-0.0168139273317611,5,4
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a,feynman-ii.34.2a,0.4579210238340856,-0.23789175771941495,5,4
current_core50_5seed,pyoperon,sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,first_principles_leavitt,-3.404549998797467,-3.5845499909451988,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,feynman-i.39.22,-0.03627005689701354,-0.10491688845063893,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,feynman-i.11.19,-0.04630127194121277,-0.04746821281228132,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,I.11.19_4_0,-0.9099974754168582,-1.3430365785947362,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,strogatz_predprey2,-0.47939789897434404,-1.2735228519131114,5,4
current_core50_5seed,pyoperon,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag2,strogatz_barmag2,-0.10307192999383481,-0.3019315157368163,5,4
current_core50_5seed,pyoperon,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,strogatz_barmag1,-0.4763842562302959,-1.3345701953625368,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11,feynman_I_12_11,-0.12058254477801986,-0.4973756835233234,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.4.23,feynman-ii.4.23,-6.752962845941513,-7.258947755883,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srbench1.0/strogatz/strogatz_vdp1,strogatz_vdp1,-0.13453029711383643,-0.3719104855099018,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_easy/feynman-iii.7.38,feynman-iii.7.38,-6.507600297421935,-6.507600304930232,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,-0.5452575716550717,-1.2959466366440973,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.13.12,feynman-i.13.12,12.0,12.0,5,0
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19,feynman-iii.10.19,12.0,12.0,5,0
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/chem_react/CRK11,CRK11,0.56262849156193,-3.223243487192658,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.32.5,feynman-i.32.5,12.0,12.0,5,1
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/chem_react/CRK10,CRK10,1.2258729674670823,-3.1936935940341957,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/chem_react/CRK34,CRK34,0.9510720415857958,-3.3832881013864564,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/phys_osc/PO19,PO19,4.3802690051144175,-1.094387338632407,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/chem_react/CRK0,CRK0,0.44676758765958224,-2.7173480313852654,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,feynman-i.29.16,-1.2599202815536614,-0.9870603197856337,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/phys_osc/PO41,PO41,3.3064117605151675,-1.211580890176355,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srbench1.0/feynman/feynman_test_15,feynman_test_15,-0.8323407697258964,-1.6597042470177126,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/chem_react/CRK33,CRK33,0.9878986607215446,-3.291056704185891,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,feynman-i.15.3t,-4.359093261340434,-6.664311077008862,5,5
current_core50_5seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,feynman-bonus.20,12.0,12.0,5,0
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,II.6.15b_3_0,-0.7949557082249281,-0.9808563538649228,5,4
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,BPG5,2.810371875984935,-0.7478623442899952,5,4
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/matsci/MatSci21,MatSci21,-1.6288299935300103,-0.9937367894262856,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,BPG3,4.526067724279683,-4.320806421136595,5,5
current_core50_5seed,pyoperon,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,BPG9,1.4441826264358517,-0.9614328193837859,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,II.34.2_1_0,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench2025/firstprinciples/first_principles_hubble,first_principles_hubble,-0.9780750103172735,-1.1032731962437696,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.27.18,feynman-ii.27.18,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/korns/Korns-4,Korns-4,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/keijzer/Keijzer-11,Keijzer-11,0.49637618280027346,0.290890600038033,5,5
current_core50_5seed,udsr,sim-datasets-data/keijzer/Keijzer-2,Keijzer-2,-0.000150390891660885,-0.4181233934599763,5,5
current_core50_5seed,udsr,sim-datasets-data/korns/Korns-2,Korns-2,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/nguyen/Nguyen-12,Nguyen-12,-4.254424065819942,-7.10824512436105,5,5
current_core50_5seed,udsr,sim-datasets-data/nguyen/Nguyen-6,Nguyen-6,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/nguyen/Nguyen-9,Nguyen-9,-6.361646085052726,-5.572413906019137,5,5
current_core50_5seed,udsr,sim-datasets-data/vladislavleva/Vladislavleva-4,Vladislavleva-4,-11.047957375085376,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,feynman_I_27_6,-3.072789866742581,-4.632832458948525,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,feynman-i.43.31,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,feynman-ii.34.11,0.030115309528139175,-0.007039555317081128,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,III.21.20_3_0,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,feynman_II_15_4,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1,strogatz_shearflow1,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,feynman-i.18.16,-0.16775700338245722,-0.2522175768396349,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a,feynman-ii.34.2a,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,first_principles_leavitt,-3.0780012927819995,-3.5473724397806863,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,feynman-i.39.22,-0.21581033423878798,-0.22224821342152615,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,feynman-i.11.19,-0.18857887918574828,-0.16276765755640552,5,5
