algorithm,gid,dataset,n_runs,n_metric_complete,n_valid_output,median_train_log_nmse_penalized,median_train_log_nmse_valid_only,median_valid_log_nmse_penalized,median_valid_log_nmse_valid_only,median_id_test_log_nmse_penalized,median_id_test_log_nmse_valid_only,median_ood_test_log_nmse_penalized,median_ood_test_log_nmse_valid_only,median_seconds
e2esr,g0041,PO41,5,5,5,-1.3489707491113787,-1.3489707491113787,-1.284185632864371,-1.284185632864371,-1.3039700776462453,-1.3039700776462453,2.6324670927168206,2.6324670927168206,358.332
e2esr,g0042,feynman_test_15,5,5,5,-2.3628443405781323,-2.3628443405781323,-2.3502879412650763,-2.3502879412650763,-2.358709240968035,-2.358709240968035,-1.1914525490632664,-1.1914525490632664,545.42
e2esr,g0043,CRK33,5,5,5,5.412665050181337,5.412665050181337,5.322868725089149,5.322868725089149,5.235421875315864,5.235421875315864,10.80953697750111,10.80953697750111,3604.506
e2esr,g0044,feynman-i.15.3t,5,0,5,12.0,,12.0,,12.0,,12.0,,636.967
e2esr,g0045,feynman-bonus.20,5,0,5,12.0,,12.0,,12.0,,12.0,,640.202
e2esr,g0046,II.6.15b_3_0,5,5,5,-0.6280349098266191,-0.6280349098266191,-0.6294510713834841,-0.6294510713834841,-0.6308410729209001,-0.6308410729209001,-0.4638960853003492,-0.4638960853003492,519.788
e2esr,g0047,BPG5,5,5,5,-0.25836685443390506,-0.25836685443390506,-0.27227639790836794,-0.27227639790836794,-0.2553798293993937,-0.2553798293993937,0.7331737276279284,0.7331737276279284,588.877
e2esr,g0048,MatSci21,5,5,5,-3.0263418373299267,-3.0263418373299267,-3.083241161897549,-3.083241161897549,-3.030131132850559,-3.030131132850559,-3.2501515601012887,-3.2501515601012887,387.71
e2esr,g0049,BPG3,5,5,5,1.9727767188655915e-06,1.9727767188655915e-06,3.618531419894405e-07,3.618531419894405e-07,4.651769805121432e-06,4.651769805121432e-06,2.86472497857961,2.86472497857961,3604.191
e2esr,g0050,BPG9,5,5,5,-0.1839562046817469,-0.1839562046817469,-0.1401053392813249,-0.1401053392813249,-0.1678005083572991,-0.1678005083572991,0.3996926316602207,0.3996926316602207,534.243
gplearn,g0001,II.34.2_1_0,5,5,5,-4.266840633199183,-4.266840633199183,-4.301069726759396,-4.301069726759396,-4.282156335350007,-4.282156335350007,-2.638764289739883,-2.638764289739883,3603.726
gplearn,g0002,first_principles_hubble,5,5,5,-1.2074955681003186,-1.2074955681003186,-1.070538434868812,-1.070538434868812,-0.681377723028177,-0.681377723028177,-0.9648651365674802,-0.9648651365674802,3602.116
gplearn,g0003,feynman-ii.27.18,5,5,5,0.0,0.0,0.0,0.0,9.64327466553287e-17,9.64327466553287e-17,9.64327466553287e-17,9.64327466553287e-17,3602.947
gplearn,g0004,Korns-4,5,5,5,-2.771825791278899,-2.771825791278899,-2.84052750200897,-2.84052750200897,-2.8150888396238463,-2.8150888396238463,-2.791441464041606,-2.791441464041606,3602.582
gplearn,g0005,Keijzer-11,5,5,5,-2.005182923914184,-2.005182923914184,-1.8957229295254545,-1.8957229295254545,-1.060409196900722,-1.060409196900722,-1.4686987718912952,-1.4686987718912952,3602.261
gplearn,g0006,Keijzer-2,5,5,5,-0.6963222231100037,-0.6963222231100037,-0.5097356242401279,-0.5097356242401279,-0.40607045178916124,-0.40607045178916124,0.020086151955759485,0.020086151955759485,3601.823
gplearn,g0007,Korns-2,5,5,5,-3.5006323768395777,-3.5006323768395777,-2.181716663758438,-2.181716663758438,-1.9091104704958086,-1.9091104704958086,-1.157869606838828,-1.157869606838828,3602.084
gplearn,g0008,Nguyen-12,5,5,5,-1.9012421503327464,-1.9012421503327464,-2.1005063675644315,-2.1005063675644315,-1.8766519753266437,-1.8766519753266437,-1.3179571828182899,-1.3179571828182899,3602.064
gplearn,g0009,Nguyen-6,5,5,5,-4.747556884870033,-4.747556884870033,-1.9323396121512098,-1.9323396121512098,-4.482670767194201,-4.482670767194201,-1.4018558306156619,-1.4018558306156619,3601.981
gplearn,g0010,Nguyen-9,5,5,5,-2.98918403197252,-2.98918403197252,-2.4499425840788422,-2.4499425840788422,-1.1364269953551323,-1.1364269953551323,-2.90480275510726,-2.90480275510726,3601.932
gplearn,g0011,Vladislavleva-4,5,5,5,-0.9378563058541043,-0.9378563058541043,-0.9713724768925641,-0.9713724768925641,-0.8571669795562611,-0.8571669795562611,-0.8848538626002781,-0.8848538626002781,3602.53
gplearn,g0012,feynman_I_27_6,5,5,5,-2.397197602783776,-2.397197602783776,-2.393536241530786,-2.393536241530786,-2.390782161823525,-2.390782161823525,-1.1958301612470486,-1.1958301612470486,3603.765
gplearn,g0013,feynman-i.43.31,5,5,5,0.0,0.0,-7.479981035954329e-09,-7.479981035954329e-09,0.0,0.0,-4.3916229846102175e-10,-4.3916229846102175e-10,3602.426
gplearn,g0014,feynman-ii.34.11,5,5,5,-0.00015014817727758355,-0.00015014817727758355,-9.483126380232225e-06,-9.483126380232225e-06,-2.9695223882136704e-07,-2.9695223882136704e-07,0.005366763565912386,0.005366763565912386,3602.671
gplearn,g0015,III.21.20_3_0,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-0.0019018783686675538,-0.0019018783686675538,3604.05
gplearn,g0016,feynman_II_15_4,5,5,5,-3.8209220133320736,-3.8209220133320736,-3.8028587189089778,-3.8028587189089778,-3.812873876930372,-3.812873876930372,-3.242535270298577,-3.242535270298577,3603.323
gplearn,g0017,strogatz_shearflow1,5,5,5,-0.8599485897569427,-0.8599485897569427,-1.1032480359736463,-1.1032480359736463,-0.7689941270116045,-0.7689941270116045,0.5791086408660766,0.5791086408660766,3602.56
gplearn,g0018,feynman-i.18.16,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,3602.458
gplearn,g0019,feynman-ii.34.2a,5,5,5,-0.10305117605859015,-0.10305117605859015,-0.09401016248013566,-0.09401016248013566,-0.057715401046872436,-0.057715401046872436,-5.0170933104639565e-05,-5.0170933104639565e-05,3603.024
gplearn,g0020,first_principles_leavitt,5,5,5,-3.874462432907559,-3.874462432907559,-3.4854719823018017,-3.4854719823018017,-3.740955773817467,-3.740955773817467,-2.4198918228539954,-2.4198918228539954,3602.105
gplearn,g0021,feynman-i.39.22,5,5,5,-0.39497965214025954,-0.39497965214025954,-0.46813772243611296,-0.46813772243611296,-0.37602991556769577,-0.37602991556769577,-0.007877712121569356,-0.007877712121569356,3603.319
gplearn,g0022,feynman-i.11.19,5,5,5,-0.18749610171783063,-0.18749610171783063,-0.1918406266951907,-0.1918406266951907,-0.16295451967704425,-0.16295451967704425,-0.18857887918574912,-0.18857887918574912,3602.607
gplearn,g0023,I.11.19_4_0,5,5,5,-2.1188859278936714,-2.1188859278936714,-2.124964837949318,-2.124964837949318,-2.0818460677436255,-2.0818460677436255,-0.9357644126400056,-0.9357644126400056,3604.678
gplearn,g0024,strogatz_predprey2,5,5,5,-1.360085133890252,-1.360085133890252,-1.8580671674714455,-1.8580671674714455,-1.6387341990455375,-1.6387341990455375,-0.24291701093672283,-0.24291701093672283,3602.177
gplearn,g0025,strogatz_barmag2,5,5,5,-0.8043602075774827,-0.8043602075774827,-1.2540679491044344,-1.2540679491044344,-0.7699148064943763,-0.7699148064943763,-0.27797489631961364,-0.27797489631961364,3602.428
gplearn,g0026,strogatz_barmag1,5,5,5,-0.9142158589260637,-0.9142158589260637,-1.418550520450626,-1.418550520450626,-1.3195344046859276,-1.3195344046859276,-0.5425835580804232,-0.5425835580804232,3602.419
gplearn,g0027,feynman_I_12_11,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,3603.972
gplearn,g0028,feynman-ii.4.23,5,5,5,-0.7986860171107234,-0.7986860171107234,-0.8311587123686897,-0.8311587123686897,-0.7192203223141472,-0.7192203223141472,-0.2066623363663798,-0.2066623363663798,3602.738
gplearn,g0029,strogatz_vdp1,5,5,5,-0.3052813264270738,-0.3052813264270738,-0.28546377211635926,-0.28546377211635926,-0.19769530400620747,-0.19769530400620747,-0.08058147078523321,-0.08058147078523321,3602.074
gplearn,g0030,feynman-iii.7.38,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602.729
gplearn,g0031,II.11.27_1_0,5,5,5,-0.00980084546372583,-0.00980084546372583,-0.0336444037291409,-0.0336444037291409,-0.010063749239479494,-0.010063749239479494,-0.0015722820412561991,-0.0015722820412561991,3603.728
gplearn,g0032,feynman-i.13.12,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602.597
gplearn,g0033,feynman-iii.10.19,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602.606
gplearn,g0034,CRK11,5,5,5,0.0,0.0,-0.22147658922218436,-0.22147658922218436,-0.3780816384091294,-0.3780816384091294,0.09453966625924723,0.09453966625924723,3602.5
gplearn,g0035,feynman-i.32.5,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602.365
gplearn,g0036,CRK10,5,5,5,-0.9806300290969767,-0.9806300290969767,-0.9871312756532522,-0.9871312756532522,-0.9841487625569494,-0.9841487625569494,0.2457064753511815,0.2457064753511815,3602.603
gplearn,g0037,CRK34,5,5,5,-1.3994827027350265,-1.3994827027350265,-1.3117731521303027,-1.3117731521303027,-1.451514856848574,-1.451514856848574,1.565143456302606,1.565143456302606,3602.111
gplearn,g0038,PO19,5,5,5,-1.528381089942157,-1.528381089942157,-1.3953360945662676,-1.3953360945662676,-1.389083753438513,-1.389083753438513,-1.5930201466800074,-1.5930201466800074,3601.959
gplearn,g0039,CRK0,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602.302
gplearn,g0040,feynman-i.29.16,5,5,5,-1.3142336028769197,-1.3142336028769197,-1.1717217220473817,-1.1717217220473817,-1.1635705104765828,-1.1635705104765828,-1.0665310645645298,-1.0665310645645298,3602.206
gplearn,g0041,PO41,5,5,5,-1.9214838046169758,-1.9214838046169758,-1.8534806988780803,-1.8534806988780803,-1.866147070866581,-1.866147070866581,-1.4006957726857079,-1.4006957726857079,3602.328
gplearn,g0042,feynman_test_15,5,5,5,-2.1670121252066177,-2.1670121252066177,-2.1761984415935367,-2.1761984415935367,-2.171299009354836,-2.171299009354836,-1.0710570759012206,-1.0710570759012206,3603.995
gplearn,g0043,CRK33,5,5,5,-1.2913858134066678,-1.2913858134066678,-1.3142827082002302,-1.3142827082002302,-1.3715802393264274,-1.3715802393264274,0.24566974114365958,0.24566974114365958,3602.088
gplearn,g0044,feynman-i.15.3t,5,5,5,-7.7036490705739835,-7.7036490705739835,-7.7680939963825955,-7.7680939963825955,-7.726441298759244,-7.726441298759244,-4.306735036342282,-4.306735036342282,3602.575
gplearn,g0045,feynman-bonus.20,5,5,5,2.501353585532769e-10,2.501353585532769e-10,1.697650288460554e-11,1.697650288460554e-11,-6.559286000871215e-10,-6.559286000871215e-10,7.69092922023239e-07,7.69092922023239e-07,3602.605
gplearn,g0046,II.6.15b_3_0,5,5,5,-0.7151425630672027,-0.7151425630672027,-0.6178182065874833,-0.6178182065874833,-0.7306917761712078,-0.7306917761712078,-1.1266193927054222,-1.1266193927054222,3603.11
gplearn,g0047,BPG5,5,5,5,-2.801005353607573,-2.801005353607573,-2.879707022210607,-2.879707022210607,-2.7855623575363215,-2.7855623575363215,-0.00015906047616891827,-0.00015906047616891827,3601.904
gplearn,g0048,MatSci21,5,5,5,-2.905426875930215,-2.905426875930215,-2.793665928583389,-2.793665928583389,-2.942731385682348,-2.942731385682348,-2.1408943829698894,-2.1408943829698894,3602.108
gplearn,g0049,BPG3,5,5,5,-1.9617998812818513,-1.9617998812818513,-2.0182983209184817,-2.0182983209184817,-1.8465166575023801,-1.8465166575023801,-1.5186786714976173,-1.5186786714976173,3602.35
gplearn,g0050,BPG9,5,5,5,-0.500644559246246,-0.500644559246246,-0.4501407762107115,-0.4501407762107115,-0.2908896613861603,-0.2908896613861603,0.0,0.0,3602.026
imcts,g0001,II.34.2_1_0,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,1465.638
imcts,g0002,first_principles_hubble,5,5,5,-1.3665176244250006,-1.3665176244250006,-1.0872065142048497,-1.0872065142048497,-0.9968839567451078,-0.9968839567451078,-1.0088961173534676,-1.0088961173534676,3601.846
imcts,g0003,feynman-ii.27.18,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,29.327
imcts,g0004,Korns-4,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,76.522
imcts,g0005,Keijzer-11,5,5,5,-11.994873837213975,-11.994873837213975,-11.82376123921148,-11.82376123921148,-12.0,-12.0,-12.0,-12.0,1265.649
imcts,g0006,Keijzer-2,5,5,5,-10.762743755099214,-10.762743755099214,-11.148979916152983,-11.148979916152983,-10.823109866741737,-10.823109866741737,-10.493228684708615,-10.493228684708615,68.249
imcts,g0007,Korns-2,5,5,5,-12.0,-12.0,-11.211284586129562,-11.211284586129562,-11.177504869749605,-11.177504869749605,-11.734957304342002,-11.734957304342002,99.113
imcts,g0008,Nguyen-12,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,670.605
imcts,g0009,Nguyen-6,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,177.912
imcts,g0010,Nguyen-9,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,180.884
imcts,g0011,Vladislavleva-4,5,5,5,-2.083406222161297,-2.083406222161297,-2.1418204331514414,-2.1418204331514414,-2.1291935579765218,-2.1291935579765218,-1.8331160201319743,-1.8331160201319743,3602.242
imcts,g0012,feynman_I_27_6,5,5,5,-2.294321921345677,-2.294321921345677,-2.294484368005952,-2.294484368005952,-2.280317317103411,-2.280317317103411,-1.3172809364515992,-1.3172809364515992,3603.301
imcts,g0013,feynman-i.43.31,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,174.6
imcts,g0014,feynman-ii.34.11,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,222.002
imcts,g0015,III.21.20_3_0,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,2080.268
imcts,g0016,feynman_II_15_4,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,2253.97
imcts,g0017,strogatz_shearflow1,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,131.845
imcts,g0018,feynman-i.18.16,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,523.562
imcts,g0019,feynman-ii.34.2a,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,140.714
imcts,g0020,first_principles_leavitt,5,5,5,-4.316830006624826,-4.316830006624826,-3.4125810028325216,-3.4125810028325216,-3.557411531078772,-3.557411531078772,-3.335132468785882,-3.335132468785882,3602.281
imcts,g0021,feynman-i.39.22,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,156.98
imcts,g0022,feynman-i.11.19,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,335.721
imcts,g0023,I.11.19_4_0,5,5,5,-1.6344971382318407,-1.6344971382318407,-1.6287176112475121,-1.6287176112475121,-1.6279609780599964,-1.6279609780599964,-1.1347482578039594,-1.1347482578039594,3604.457
imcts,g0024,strogatz_predprey2,5,5,5,-12.0,-12.0,-11.97779197357294,-11.97779197357294,-12.0,-12.0,-12.0,-12.0,663.819
imcts,g0025,strogatz_barmag2,5,5,5,-12.0,-12.0,-12.0,-12.0,-11.764759434790589,-11.764759434790589,-12.0,-12.0,572.396
imcts,g0026,strogatz_barmag1,5,5,5,-11.524582669281248,-11.524582669281248,-11.643309357476406,-11.643309357476406,-11.454241718103354,-11.454241718103354,-11.03752190714198,-11.03752190714198,518.261
imcts,g0027,feynman_I_12_11,5,5,5,-1.1284300030899517,-1.1284300030899517,-1.1298481357384493,-1.1298481357384493,-1.1306137134168721,-1.1306137134168721,-0.6003508336725991,-0.6003508336725991,3603.388
imcts,g0028,feynman-ii.4.23,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,55.263
imcts,g0029,strogatz_vdp1,5,5,5,-11.74043165988901,-11.74043165988901,-11.628728274667303,-11.628728274667303,-11.909291135726182,-11.909291135726182,-12.0,-12.0,799.553
imcts,g0030,feynman-iii.7.38,5,5,5,-0.029526577081856655,-0.029526577081856655,-0.01744155755266174,-0.01744155755266174,-0.009909149854733509,-0.009909149854733509,1.1711775826532695e-05,1.1711775826532695e-05,3601.701
imcts,g0031,II.11.27_1_0,5,5,5,-2.187680229350976,-2.187680229350976,-2.0048403065520493,-2.0048403065520493,-2.161823933883232,-2.161823933883232,-0.9652570222920015,-0.9652570222920015,3603.681
imcts,g0032,feynman-i.13.12,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,1919.222
imcts,g0033,feynman-iii.10.19,5,5,5,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3602.08
imcts,g0034,CRK11,5,3,5,12.0,9.348859252349955,9.694781454187478,9.694781454187478,9.470216682302281,9.470216682302281,12.0,12.0,3601.876
imcts,g0035,feynman-i.32.5,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,937.799
imcts,g0036,CRK10,5,4,5,7.057545567647476,7.0308336059613,7.046545412608996,7.046545412608996,7.137613284829857,7.137613284829857,12.0,12.0,3601.694
imcts,g0037,CRK34,5,2,5,12.0,4.352616324635282,6.668884196275394,6.668884196275394,6.730226720006,6.730226720006,12.0,12.0,3601.853
imcts,g0038,PO19,5,5,5,-3.5663286537982035,-3.5663286537982035,-3.549903039002423,-3.549903039002423,-3.5295973421680498,-3.5295973421680498,-1.998572490243891,-1.998572490243891,3601.799
imcts,g0039,CRK0,5,3,5,12.0,12.0,6.891327524985738,6.891327524985738,6.7672066859176825,6.7672066859176825,10.272097184949386,10.272097184949386,3601.759
imcts,g0040,feynman-i.29.16,5,5,5,-1.3231074278426616,-1.3231074278426616,-1.2057116943542865,-1.2057116943542865,-1.1851260538959099,-1.1851260538959099,-0.9579614437716797,-0.9579614437716797,3601.839
imcts,g0041,PO41,5,5,5,-3.087417076108727,-3.087417076108727,-3.1380448520658684,-3.1380448520658684,-3.137840306877194,-3.137840306877194,-1.9003078769492996,-1.9003078769492996,3601.85
imcts,g0042,feynman_test_15,5,5,5,-2.4754242811813465,-2.4754242811813465,-2.490834099038995,-2.490834099038995,-2.4866777481823577,-2.4866777481823577,-1.304839303509216,-1.304839303509216,3603.723
imcts,g0043,CRK33,5,5,5,5.932016404329229,5.932016404329229,5.84237440923876,5.84237440923876,5.775255826862988,5.775255826862988,11.161157076809372,11.161157076809372,3601.905
imcts,g0044,feynman-i.15.3t,5,5,5,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3601.952
imcts,g0045,feynman-bonus.20,5,5,5,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3601.993
imcts,g0046,II.6.15b_3_0,5,5,5,-0.7340518677191934,-0.7340518677191934,-0.6046865798500808,-0.6046865798500808,-0.659202767518443,-0.659202767518443,-0.883535725975759,-0.883535725975759,3602.895
imcts,g0047,BPG5,5,5,5,1.118102692108074,1.118102692108074,1.0858814587870507,1.0858814587870507,1.0529710539164037,1.0529710539164037,5.428960321463022,5.428960321463022,3601.828
imcts,g0048,MatSci21,5,5,5,-5.470387559192391,-5.470387559192391,-5.447187702070224,-5.447187702070224,-5.499082090628463,-5.499082090628463,-5.131609466654298,-5.131609466654298,3601.803
imcts,g0049,BPG3,5,5,5,6.365162393310953,6.365162393310953,6.263858402623898,6.263858402623898,6.416382231627155,6.416382231627155,12.0,12.0,3601.835
imcts,g0050,BPG9,5,5,5,6.183130100447372,6.183130100447372,6.255549914054277,6.255549914054277,6.0643894920381465,6.0643894920381465,10.793476266313727,10.793476266313727,3601.728
llmsr,g0001,II.34.2_1_0,5,5,5,-1.8828125958827835,-1.8828125958827835,-1.8258500542687444,-1.8258500542687444,-1.8840895838805238,-1.8840895838805238,-1.0120480789088147,-1.0120480789088147,3611.336
llmsr,g0002,first_principles_hubble,5,5,5,-0.9308663712993702,-0.9308663712993702,-1.1650917513323504,-1.1650917513323504,-1.2625214655553767,-1.2625214655553767,-0.961730040740084,-0.961730040740084,3610.0
llmsr,g0003,feynman-ii.27.18,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3610.054
llmsr,g0004,Korns-4,5,5,5,-10.127000249176174,-10.127000249176174,-10.166495332280572,-10.166495332280572,-10.03784791583306,-10.03784791583306,-9.811155510766158,-9.811155510766158,3609.15
llmsr,g0005,Keijzer-11,5,5,5,-1.8520860676608042,-1.8520860676608042,0.6277645979429272,0.6277645979429272,0.6895736735296866,0.6895736735296866,0.7372841218494243,0.7372841218494243,3612.438
llmsr,g0006,Keijzer-2,5,5,5,-0.23946277855821277,-0.23946277855821277,0.07833145822048414,0.07833145822048414,-0.2374461130287019,-0.2374461130287019,0.9263416665535384,0.9263416665535384,3609.193
llmsr,g0007,Korns-2,5,5,5,-0.07053601952338039,-0.07053601952338039,0.8594461050998947,0.8594461050998947,0.0635875749356127,0.0635875749356127,0.0457517231908462,0.0457517231908462,3607.992
llmsr,g0008,Nguyen-12,5,5,5,-4.627971256805232,-4.627971256805232,-4.044269121394159,-4.044269121394159,-4.472332790963975,-4.472332790963975,-3.089908783605087,-3.089908783605087,3608.841
llmsr,g0009,Nguyen-6,5,5,5,-6.336008391903435,-6.336008391903435,-2.9195182995705955,-2.9195182995705955,-5.881991842796234,-5.881991842796234,-2.065611234441875,-2.065611234441875,3608.746
llmsr,g0010,Nguyen-9,5,5,5,-6.253185628184544,-6.253185628184544,-5.786917542323517,-5.786917542323517,-5.154754417938149,-5.154754417938149,-4.475372687998331,-4.475372687998331,3608.86
llmsr,g0011,Vladislavleva-4,5,4,5,-1.27622460735244,-1.27622460735244,-1.2746740983295697,-1.2746740983295697,-1.2371814787618534,-1.2371814787618534,-1.1173124625863815,-1.1173124625863815,3608.93
llmsr,g0012,feynman_I_27_6,5,5,5,-2.6254790469337466,-2.6254790469337466,-2.628405218956941,-2.628405218956941,-2.6227688025868185,-2.6227688025868185,-1.4282930938429552,-1.4282930938429552,3609.484
llmsr,g0013,feynman-i.43.31,5,5,5,-9.55767696322609e-06,-9.55767696322609e-06,-1.0217518015788463e-05,-1.0217518015788463e-05,-8.497588878203526e-06,-8.497588878203526e-06,-7.875472936047045e-07,-7.875472936047045e-07,3608.404
llmsr,g0014,feynman-ii.34.11,5,5,5,-0.0004070211700088939,-0.0004070211700088939,-0.0011590363505729112,-0.0011590363505729112,0.00018286245599713903,0.00018286245599713903,3.5161838323231943e-09,3.5161838323231943e-09,3609.888
llmsr,g0015,III.21.20_3_0,5,5,5,-1.0741201303017565,-1.0741201303017565,-0.9208107027465158,-0.9208107027465158,-1.032102682164376,-1.032102682164376,3.29941067295532,3.29941067295532,3612.553
llmsr,g0016,feynman_II_15_4,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,3610.068
llmsr,g0017,strogatz_shearflow1,5,5,5,-0.741729959499613,-0.741729959499613,-0.8319501676244817,-0.8319501676244817,-0.6220029224196343,-0.6220029224196343,0.09887348507917709,0.09887348507917709,3608.793
llmsr,g0018,feynman-i.18.16,5,5,5,-0.9455528069250029,-0.9455528069250029,-0.956735039760889,-0.956735039760889,-0.9189520562589936,-0.9189520562589936,-0.34428029978596375,-0.34428029978596375,3608.872
llmsr,g0019,feynman-ii.34.2a,5,5,5,-0.00033825711144906857,-0.00033825711144906857,0.0011988154276423078,0.0011988154276423078,0.002964434374992107,0.002964434374992107,0.00022311004844292024,0.00022311004844292024,3608.919
llmsr,g0020,first_principles_leavitt,5,4,5,-4.158923318146681,-4.158923318146681,-3.4047230521757648,-3.4047230521757648,-3.511581496624317,-3.511581496624317,-1.9538038303238772,-2.057909863395597,3609.365
llmsr,g0021,feynman-i.39.22,5,5,5,-0.0811765308515082,-0.0811765308515082,-0.09289208571364387,-0.09289208571364387,-0.06844238040636788,-0.06844238040636788,0.04870271099538913,0.04870271099538913,3607.94
llmsr,g0022,feynman-i.11.19,5,5,5,5.2214961150175005,5.2214961150175005,5.161210325431197,5.161210325431197,5.382663659678768,5.382663659678768,7.060527016429434,7.060527016429434,3608.918
llmsr,g0023,I.11.19_4_0,5,5,5,-1.4232716619584882,-1.4232716619584882,-1.4338675993701073,-1.4338675993701073,-1.4303778538308267,-1.4303778538308267,-0.7661787921540009,-0.7661787921540009,3613.059
llmsr,g0024,strogatz_predprey2,5,5,5,-2.438598434654682,-2.438598434654682,-2.512135783484994,-2.512135783484994,-2.5374758888700075,-2.5374758888700075,-0.9183366294677283,-0.9183366294677283,3608.537
llmsr,g0025,strogatz_barmag2,5,5,5,-11.629880225862777,-11.629880225862777,-12.0,-12.0,-11.538463325769756,-11.538463325769756,-11.278773322326005,-11.278773322326005,3608.608
llmsr,g0026,strogatz_barmag1,5,5,5,-11.092231282037753,-11.092231282037753,-11.361586617206033,-11.361586617206033,-11.201723129649226,-11.201723129649226,-11.191129486494754,-11.191129486494754,3609.17
llmsr,g0027,feynman_I_12_11,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,3612.588
llmsr,g0028,feynman-ii.4.23,5,5,5,-9.664152356259009e-11,-9.664152356259009e-11,-9.664147534621675e-11,-9.664147534621675e-11,-1.1901097959340724e-10,-1.1901097959340724e-10,-9.664137891347007e-11,-9.664137891347007e-11,3608.973
llmsr,g0029,strogatz_vdp1,5,5,5,-8.848315420155549,-8.848315420155549,-8.825367576184743,-8.825367576184743,-9.065068944918757,-9.065068944918757,-7.126279913798995,-7.126279913798995,3607.619
llmsr,g0030,feynman-iii.7.38,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.984
llmsr,g0031,II.11.27_1_0,5,5,5,-2.252718703159935,-2.252718703159935,-2.0306541741332387,-2.0306541741332387,-2.072699638747442,-2.072699638747442,-0.0160582273606158,-0.0160582273606158,3612.509
llmsr,g0032,feynman-i.13.12,5,5,5,3.078201214129999,3.078201214129999,3.014385904468524,3.014385904468524,3.7003823161087395,3.7003823161087395,3.919063083634878,3.919063083634878,3609.365
llmsr,g0033,feynman-iii.10.19,5,5,5,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3608.776
llmsr,g0034,CRK11,5,5,5,-5.19233067509087,-5.19233067509087,-4.883767370330848,-4.883767370330848,-5.033997132410102,-5.033997132410102,-1.4502017229405912,-1.4502017229405912,3607.787
llmsr,g0035,feynman-i.32.5,5,5,5,-7.466064327986363e-12,-7.466064327986363e-12,-1.9345421523329686e-11,-1.9345421523329686e-11,-7.34856102618484e-12,-7.34856102618484e-12,-2.342833579991843e-13,-2.342833579991843e-13,3608.28
llmsr,g0036,CRK10,5,5,5,-6.139081940918105,-6.139081940918105,-6.0813973169500875,-6.0813973169500875,-6.155551506051963,-6.155551506051963,-1.6227387516546437,-1.6227387516546437,3609.491
llmsr,g0037,CRK34,5,5,5,-5.878017645172523,-5.878017645172523,-5.852487512811278,-5.852487512811278,-5.835716881962416,-5.835716881962416,-2.178010471516283,-2.178010471516283,3608.88
