dataset_id,global_index,dataset_name,family,subgroup,srsd_variant,basename,selection_mode,candidate_advantage_side,algorithm,taxonomy,prompt_semantics_mode,llm_model_assignment,semantic_background_preview,train_nmse,valid_nmse_raw_observed_not_used_for_probe4,id_nmse,ood_nmse,finite_train,finite_id,finite_ood,finite_id_ood,finite_train_id_ood,log_train_nmse_clipped,log_id_nmse_clipped,log_ood_nmse_clipped,combined_log_id_ood_nmse,gap_log_ood_minus_id,delta_id_minus_train,delta_ood_minus_id,id_ood_explosion_gt_100,train_id_ood_explosion_gt_100,raw_result_status,outer_status,budget_exhausted,probe4_success,normalized_status_for_probe4,wall_time_seconds,expression_artifact_available,equation_present,artifact_valid,sympy_parse_ok,canonical_artifact_error,raw_equation_char_count,normalized_expression_char_count,raw_equation_token_count,normalized_expression_token_count,ast_node_count,tree_depth,expression_complexity_bucket,expected_n_features,used_variable_count,variable_coverage_ratio,uses_all_features,uses_no_features_constant,operator_count,operator_set,operator_category_count,parameter_count,expression_health_label,raw_equation_preview,normalized_expression_preview,source_result_path,uses_linear_ops,uses_product_power_ops,uses_trig_ops,uses_exp_log_ops,uses_root_abs_inv_ops,uses_constant_symbols,uses_complex_symbols
g0046,46,feynman-ii.15.4,srsd,srsd/srsd-feynman_easy,easy,feynman-ii.15.4,strict,pysr,qlattice,graph_hybrid,none_or_original_e1,,,1.0076383048130333,1.0160560765157256,1.0054858068193344,1.0000026091389969,1,1,1,1,1,0.0033046686044901834,0.0023759445861188948,1.1331331906029349e-06,0.0011885388596547489,-0.0023748114529282918,-0.00092872401837128856,-0.0023748114529282918,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0046,46,feynman-ii.15.4,srsd,srsd/srsd-feynman_easy,easy,feynman-ii.15.4,strict,pysr,ragsr,rag_hybrid,none_or_original_e1,,,,,,,0,0,0,0,0,,,,,,,,0,0,,,0,0,metric_missing_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_missing,,,,0,0,0,0,0,0,0
g0046,46,feynman-ii.15.4,srsd,srsd/srsd-feynman_easy,easy,feynman-ii.15.4,strict,pysr,udsr,rl_hybrid,none_or_original_e1,,,6.4379373659397e-14,6.437937367617315e-14,6.437937371765464e-14,6.437937384841779e-14,1,1,1,1,1,-12,-12,-12,-12,0,0,0,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,drsr,llm_assisted_rl,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,"Calculate the Position given Position, Velocity, Time There are 4 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""t, Time""; 1 variable with semantic role """,0.00029024212420171387,0.00033305983973655126,0.00021690638167705314,0.6426436804115385,1,1,1,1,1,-3.5372395561273482,-3.6637276702709243,-0.19202975883899176,-1.9278787145549581,3.4716979114319324,-0.12648811414357608,3.4716979114319324,0,0,ok,ok,1,1,success_budget_exhausted,3905.994,1,1,1,1,,16,16,9,9,8,3,simple,4,3,0.75,0,0,2,add;mul,2,0,metric_ok_artifact_ok,c1*x0 + c2*x1*x2,c1*x0 + c2*x1*x2,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0047_feynman-i.15.3x/result.json,1,1,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,dso,rl_policy,none_or_original_e1,,,0.0010762903520351,0.0013582737006429,0.0010965396997443,0.6498475917128856,1,1,1,1,1,-2.9680705527622999,-2.9599756402584414,-0.18718848618674291,-1.5735820632225921,2.7727871540716986,0.0080949125038585201,2.7727871540716986,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3609.798,1,1,1,1,,41,41,22,22,21,7,medium,4,3,0.75,0,0,2,add;mul,2,0,metric_ok_artifact_ok,x1 - x3*(x2*x3 + x2 - x3*(-x2 + x3) - x3),x0 - x2*(x1*x2 + x1 - x2*(-x1 + x2) - x2),/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-02/dso/feynman-i.15.3x/result.json,1,1,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,gplearn,classic_gp,none_or_original_e1,,,0.9940019326061994,1.0000767523758187,0.9982417630656532,0.9999446990628014,1,1,1,1,1,-0.0026127712169802899,-0.00076426467471509018,-2.401755597224259e-05,-0.0003941411153436664,0.00074024711874284756,0.0018485065422651997,0.00074024711874284756,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3603.697,1,1,1,1,,2855,1404,1549,623,409,20,very_complex,4,3,0.75,0,0,7,add;cos;imaginaryunit;mul;pow;sin;sinh,3,0,metric_ok_artifact_ok,"sub(add(sin(mul(X3, X0)), sub(sub(add(sin(X1), add(sin(mul(X3, sqrt(-0.392))), sub(sub(add(sin(mul(X3, cos(X1))), add(sin(mul(X3, div(cos(X1), sub(X0, div(-0.392, sqrt(-0.392)))...",x0 - 0.323309969834116*sqrt(2)*x0/(sqrt(-cos(x1))*sqrt(cos(x1)/(cos(x1/((x0 - 1.06662588361365)*sqrt(sqrt(x0 - cos(x1)) - 0.382037471633087)))*cos(x1/((x0 + 1.59719141249985*I*s...,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/anon-node-01/gplearn/feynman-i.15.3x/result.json,1,1,1,0,0,0,1
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,llmsr,llm_symbolic,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,"Calculate the Position given Position, Velocity, Time There are 4 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""t, Time""; 1 variable with semantic role """,0.2867247141066188,0.33277584345120104,0.2298271334834642,0.4892502743809208,1,1,1,1,1,-0.54253487162433944,-0.63859869964029825,-0.31046892210923271,-0.47453381087476548,0.32812977753106554,-0.096063828015958808,0.32812977753106554,0,0,ok,ok,0,1,success_completed,3626.2,1,1,1,1,,101,101,59,59,42,4,medium,4,3,0.75,0,0,3,add;mul;pow,2,0,metric_ok_artifact_ok,c0 + c1*x1 + c2*x2 + c3*x0**2 + c4*x0*x1 + c5*x0*x2 + c6*x1*x2 + c7*x0**3 + c8*x0**2*x1 + c9*x0**2*x2,c0 + c1*x1 + c2*x2 + c3*x0**2 + c4*x0*x1 + c5*x0*x2 + c6*x1*x2 + c7*x0**3 + c8*x0**2*x1 + c9*x0**2*x2,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0047_feynman-i.15.3x/result.json,1,1,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,pyoperon,evolutionary_gp,none_or_original_e1,,,3.266018280108531e+28,0.0010715909318324,0.0010874868640602,0.6428241739814458,1,1,1,1,1,12,-2.9635759802589567,-0.19190779956684509,-1.577741889912901,2.7716681806921115,-14.963575980258957,2.7716681806921115,0,1,ok,ok,0,1,success_completed,8.978,1,1,1,1,,111,50,55,16,11,5,simple,4,2,0.5,0,0,2,add;mul,2,0,metric_ok_artifact_ok,((-0.157) + (9.206 * ((0.728 + ((-2.031) * X3)) * ((((-0.693) * X2) * (0.222 * X3)) / (sqrt(1 + 0.066 ^ 2)))))),-1.41323160225161*x0*x1*(0.728 - 2.031*x1) - 0.157,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/anon-node-01/pyoperon/feynman-i.15.3x/result.json,1,1,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,pysr,evolutionary_gp,none_or_original_e1,,,4.852551224759853e-10,4.997089287346911e-10,5.703600193133578e-10,0.3526212042481135,1,1,1,1,1,-9.3140298713928455,-9.2438509249516692,-0.45269157572625152,-4.8482712503389607,8.791159349225417,0.070178946441176393,8.791159349225417,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3602.608,1,1,1,1,,96,76,40,31,22,8,medium,4,3,0.75,0,0,3,add;mul;pow,2,0,metric_ok_artifact_ok,((-4.6411037 / ((x1 * (x1 * -6.5477625e-17)) + 7.407117)) - 0.3734513) * (((x1 * x2) - x0) + x2),(-0.3734513 - 4.6411037/(7.407117 - 6.5477625e-17*x1**2))*(-x0 + x1*x2 + x2),/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-i.15.3x/result.json,1,1,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,tpsr,pretrained_neural,none_or_original_e1,,,0.9996106232312454,0.997773063805263,0.9979779882750344,0.999946722693362,1,1,1,1,1,-0.00016913711322014051,-0.00087903754640991411,-2.3138656671658251e-05,-0.00045108810154078618,0.00085589888973825585,-0.00070990043318977362,0.00085589888973825585,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3606.335,1,1,1,1,,13,10,5,3,3,2,simple,4,1,0.25,0,0,1,add,1,0,metric_ok_artifact_ok,(0.008 + x_0),x0 + 0.008,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/anon-node-01/tpsr/feynman-i.15.3x/result.json,1,0,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,e2esr,pretrained_neural,none_or_original_e1,,,,,,,0,0,0,0,0,,,,,,,,0,0,,,0,0,metric_missing_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_missing,,,,0,0,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,imcts,mcts,none_or_original_e1,,,0.0010162596348924167,0.0012889406012933271,0.0010341058081328061,0.6493852186039367,1,1,1,1,1,-2.9929953239456983,-2.9854350226180197,-0.18749760106850993,-1.5864663118432649,2.7979374215495096,0.007560301327678598,2.7979374215495096,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,qlattice,graph_hybrid,none_or_original_e1,,,,,,,0,0,0,0,0,,,,,,,,0,0,,,0,0,metric_missing_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_missing,,,,0,0,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,ragsr,rag_hybrid,none_or_original_e1,,,64921875212238.695,61399855040441.58,64154528484906.945,468792058397.9728,1,1,1,1,1,12,12,11.670980245878738,11.835490122939369,-0.32901975412126205,0,-0.32901975412126205,1,1,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,finite_but_exploded,,,,0,0,0,0,0,0,0
g0047,47,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,hard dummy,feynman-i.15.3x,strict,pysr,udsr,rl_hybrid,none_or_original_e1,,,0.0010842527519667059,0.0013655486592915695,0.0011056758361127678,0.6499053200331809,1,1,1,1,1,-2.964869466885045,-2.9563721815511013,-0.187149907945073,-1.5717610447480872,2.7692222736060281,0.0084972853339437826,2.7692222736060281,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard non-dummy,feynman-bonus.17,strict,pysr,drsr,llm_assisted_rl,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,"Calculate the Energy given Mass, Momentum, Frequency of electromagnetic waves, Position, Deviation from the harmonic oscillator, Distance",5.972944381016141e-26,5.974472808069365e-26,5.975176808737568e-26,5.946216307729677e-26,1,1,1,1,1,-12,-12,-12,-12,0,0,0,0,0,ok,ok,1,1,success_budget_exhausted,3901.272,1,1,1,1,,52,52,36,36,25,5,medium,6,5,0.83333333333333337,0,0,3,add;mul;pow,2,0,metric_ok_artifact_ok,c0 + c1*x1**2/(2*x0) + c2*x0*x2**2*x3**2*(c3*x4 + 1),c0 + c1*x1**2/(2*x0) + c2*x0*x2**2*x3**2*(c3*x4 + 1),/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0048_feynman-bonus.17/result.json,1,1,0,0,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard non-dummy,feynman-bonus.17,strict,pysr,dso,rl_policy,none_or_original_e1,,,0.9904356013926244,1.0119890828455451,1.002747746448413,1.1301304179102565,1,1,1,1,1,-0.0041737572471413206,0.0011916946316263602,0.053128564289174791,0.027160129460400577,0.051936869657548429,0.0053654518787676804,0.051936869657548429,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3607.672,1,1,1,1,,45,45,28,28,23,6,medium,6,5,0.83333333333333337,0,0,5,add;exp;mul;pow;sin,4,0,metric_ok_artifact_ok,(-x1 + x6)*(exp(x4) - (2*x1 + x2)/x1)/sin(x5),(-x0 + x5)*(exp(x3) - (2*x0 + x1)/x0)/sin(x4),/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-02/dso/feynman-bonus.17/result.json,1,1,1,1,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard non-dummy,feynman-bonus.17,strict,pysr,gplearn,classic_gp,none_or_original_e1,,,0.8180181080278434,0.8384213211074713,0.8521529897369384,7.425245470961602,1,1,1,1,1,-0.087237082478399605,-0.069482427963513865,0.87071081555449137,0.40061419379548874,0.94019324351800526,0.01775465451488574,0.94019324351800526,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3605.442,1,1,1,1,,38828,25407,20839,12751,7395,101,very_complex,6,6,1,1,0,7,add;cos;imaginaryunit;log;mul;pow;sin,4,0,metric_ok_artifact_ok,"mul(sub(mul(sqrt(add(mul(mul(sqrt(add(sub(mul(sqrt(add(mul(mul(X2, X1), add(X2, -0.705)), mul(mul(X2, X1), add(X2, -0.705)))), sub(mul(sub(mul(sqrt(add(sub(mul(sqrt(add(cos(X4),...",(sqrt(x1*x2*(x2 - 0.705) + (-sqrt(sqrt(-x1*x2*sin(2.07088106047057*cos(x3)) + sqrt(x1*x2*(x2 - 0.705) + cos(x4))*(x1*x2*(0.690088660756818*x2 - 1.17660116659037)/(sqrt(x5)*sqrt(...,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/anon-node-01/gplearn/feynman-bonus.17/result.json,1,1,1,1,0,0,1
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard non-dummy,feynman-bonus.17,strict,pysr,llmsr,llm_symbolic,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,"Calculate the Energy given Mass, Momentum, Frequency of electromagnetic waves, Position, Deviation from the harmonic oscillator, Distance",6.482786889042316e-32,7.749249562859584e-32,7.336336967024836e-32,5.732356926546368e-32,1,1,1,1,1,-12,-12,-12,-12,0,0,0,0,0,ok,ok,0,1,success_completed,3611.707,1,1,1,1,,147,147,99,99,64,6,medium,6,6,1,1,0,4,add;exp;mul;pow,3,0,metric_ok_artifact_ok,c0*x0 + c1*x1**2/(2*x0) + c2*x2*(x3**2 + x5**2) + c3*x4*(x3**2 + x5**2) + c4*(x0**2 + x5**2) + c5*x1*x2*x3 + c6*x0*x2**2 + c7*exp(-x4**2/(2*x5**2)),c0*x0 + c1*x1**2/(2*x0) + c2*x2*(x3**2 + x5**2) + c3*x4*(x3**2 + x5**2) + c4*(x0**2 + x5**2) + c5*x1*x2*x3 + c6*x0*x2**2 + c7*exp(-x4**2/(2*x5**2)),/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0048_feynman-bonus.17/result.json,1,1,0,1,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard non-dummy,feynman-bonus.17,strict,pysr,pyoperon,evolutionary_gp,none_or_original_e1,,,0.9052772703119546,0.9020909100396184,0.9076541619673204,0.9921318248670408,1,1,1,1,1,-0.043218383751915009,-0.042079596588658362,-0.0034306191676980939,-0.022755107878178228,0.038648977420960268,0.0011387871632566465,0.038648977420960268,0,0,ok,ok,0,1,success_completed,8.999,1,1,1,1,,67,50,19,10,8,5,simple,6,1,0.16666666666666666,0,0,3,add;mul;sin,3,0,metric_ok_artifact_ok,(119658812276736.000 + ((-17338257637376.000) * sin((0.357 * X5)))),119658812276736.0 - 17338257637376.0*sin(0.357*x3),/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/anon-node-01/pyoperon/feynman-bonus.17/result.json,1,1,1,0,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard non-dummy,feynman-bonus.17,strict,pysr,pysr,evolutionary_gp,none_or_original_e1,,,6.482786889042694e-32,7.749249562859584e-32,7.336336967024834e-32,5.732356926546368e-32,1,1,1,1,1,-12,-12,-12,-12,0,0,0,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3602.885,1,1,1,1,,22,17,10,10,7,3,simple,6,2,0.33333333333333331,0,0,3,mul;pow;square,1,0,metric_ok_artifact_ok,square(x1) / (x0 + x0),square(x1)/(2*x0),/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-01/pysr/feynman-bonus.17/result.json,0,1,0,0,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard non-dummy,feynman-bonus.17,strict,pysr,tpsr,pretrained_neural,none_or_original_e1,,,0.9123335763501222,0.9103890870410356,0.9166574986905368,0.9940917093000532,1,1,1,1,1,-0.039846341627219055,-0.037792904476331858,-0.0025735481925222088,-0.020183226334427033,0.03521935628380965,0.0020534371508871968,0.03521935628380965,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3606.533,1,1,1,1,,25,22,5,3,3,2,simple,6,1,0.16666666666666666,0,0,1,add,1,0,metric_ok_artifact_ok,(86944658376233.25 + x_3),x2 + 86944658376233.25,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/anon-node-01/tpsr/feynman-bonus.17/result.json,1,0,0,0,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard,feynman-bonus.17,strict,pysr,e2esr,pretrained_neural,none_or_original_e1,,,56064953992.85341,56922130092.474335,47699173072.3116,41275182753230.05,1,1,1,1,1,10.748691470104648,10.678510850041267,12,11.339255425020633,1.3214891499587331,-0.070180620063380772,1.3214891499587331,1,1,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,finite_but_exploded,,,,0,0,0,0,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard,feynman-bonus.17,strict,pysr,imcts,mcts,none_or_original_e1,,,1.3972794759714989e-30,1.5305277483838676e-30,2.0497855441384425e-30,6.867616234461624e-28,1,1,1,1,1,-12,-12,-12,-12,0,0,0,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard,feynman-bonus.17,strict,pysr,qlattice,graph_hybrid,none_or_original_e1,,,0.02090257558467081,0.022223559141924046,0.019608879490831115,0.0031255045381454534,1,1,1,1,1,-1.6798001974634158,-1.7075472224899144,-2.50507986617724,-2.1063135443335774,-0.79753264368732557,-0.027747025026498617,-0.79753264368732557,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard,feynman-bonus.17,strict,pysr,ragsr,rag_hybrid,none_or_original_e1,,,7.574337867844391,7.748263151237306,6.973174750640888,1.0299284769822041,1,1,1,1,1,0.87934467375387326,0.84343054894048131,0.012807066326065954,0.42811880763327365,-0.83062348261441532,-0.035914124813391957,-0.83062348261441532,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0048,48,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,hard,feynman-bonus.17,strict,pysr,udsr,rl_hybrid,none_or_original_e1,,,0.774910413096475,0.7884571739442306,0.7944711409699398,0.9821956519107861,1,1,1,1,1,-0.11074850310243493,-0.099921873843814749,-0.0078019927816214115,-0.053861933312718081,0.092119881062193334,0.010826629258620185,0.092119881062193334,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0049,49,feynman-iii.15.27,srsd,srsd/srsd-feynman_easy_dummy,easy dummy,feynman-iii.15.27,strict,pysr,drsr,llm_assisted_rl,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,"Calculate the Wavenumber given Parameter of state, Number of atoms, Lattice constant There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""b, Lattice",0.9902549382657759,0.9924338146327036,0.9918651315229798,1.3681239962486362,1,1,1,1,1,-0.0042529831511584244,-0.0035473768552646634,0.13612546028334477,0.066289041714040056,0.13967283713860942,0.000705606295893761,0.13967283713860942,0,0,ok,ok,1,1,success_budget_exhausted,3901.426,1,1,1,1,,54,54,31,31,26,6,medium,6,3,0.5,0,0,4,add;exp;mul;pow,3,0,metric_ok_artifact_ok,c0*exp(-c1*x0) + c2*x1 + c3*x2/(c4*x0 + c5*x1 + c6*x2),c0*exp(-c1*x0) + c2*x1 + c3*x2/(c4*x0 + c5*x1 + c6*x2),/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0049_feynman-iii.15.27/result.json,1,1,0,1,0,0,0
g0049,49,feynman-iii.15.27,srsd,srsd/srsd-feynman_easy_dummy,easy dummy,feynman-iii.15.27,strict,pysr,dso,rl_policy,none_or_original_e1,,,0.4309370163819705,0.4069108959118832,0.4216305169337403,0.8046642763907403,1,1,1,1,1,-0.36558619952971982,-0.37506796312689272,-0.094385279039343031,-0.23472662108311787,0.28068268408754971,-0.0094817635971728986,0.28068268408754971,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3606.554,1,1,1,1,,34,34,21,21,18,7,simple,6,4,0.66666666666666663,0,0,6,add;cos;exp;log;mul;pow,4,0,metric_ok_artifact_ok,x1*exp(-cos(log(x5)))/(x2*x5) - x6,x0*exp(-cos(log(x4)))/(x1*x4) - x5,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-02/dso/feynman-iii.15.27/result.json,1,1,1,1,0,0,0
g0049,49,feynman-iii.15.27,srsd,srsd/srsd-feynman_easy_dummy,easy dummy,feynman-iii.15.27,strict,pysr,gplearn,classic_gp,none_or_original_e1,,,0.4992156740916653,0.9384946465873174,0.8290780702787743,1.011356416592185,1,1,1,1,1,-0.30171178737880933,-0.081404572109721587,0.0049042342071908629,-0.038250168951265359,0.086308806316912456,0.22030721526908775,0.086308806316912456,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3603.88,1,1,1,1,,6329,3435,3582,2122,1633,43,very_complex,6,5,0.83333333333333337,0,0,6,add;cos;log;mul;pow;sin,4,0,metric_ok_artifact_ok,"add(add(log(X2), div(sub(sub(mul(div(log(X2), X3), mul(log(div(add(X0, add(X0, X0)), cos(log(mul(div(X1, X3), log(X2)))))), add(X0, div(add(X0, X0), mul(div(sub(div(X1, X3), add...",log(x2) + (-x1/(x3*cos(cos(x4))) + (x0 + (4*x0*(log(x3*log(x2)/((-x0 + x1/x3 - 1/x3)*sin(x4*cos(x4)/x3))) - cos(log(log(x0 - x3)*log(-sin(x3)/cos(sin(x3)/cos(cos(x4))) + (x0*(x1...,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/anon-node-01/gplearn/feynman-iii.15.27/result.json,1,1,1,1,0,0,0
g0049,49,feynman-iii.15.27,srsd,srsd/srsd-feynman_easy_dummy,easy dummy,feynman-iii.15.27,strict,pysr,llmsr,llm_symbolic,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,"Calculate the Wavenumber given Parameter of state, Number of atoms, Lattice constant There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""b, Lattice",0.9999999999935523,0.9999999999492725,1.0000000000253553,0.9999999999950471,1,1,1,1,1,-2.8002140973864629e-12,1.1011655340432383e-11,-2.151028846899089e-12,4.4303132467666473e-12,-1.3162684187331472e-11,1.3811869437818846e-11,-1.3162684187331472e-11,0,0,ok,ok,0,1,success_completed,3613.383,1,1,1,1,,67,67,40,40,32,6,medium,6,6,1,1,0,4,add;exp;mul;pow,3,0,metric_ok_artifact_ok,c0*sqrt(x0**2 + x1**2) + c1*x2/(x3**c2 + 1) + c3*exp(c4*x4 + c5*x5),c0*sqrt(x0**2 + x1**2) + c1*x2/(x3**c2 + 1) + c3*exp(c4*x4 + c5*x5),/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0049_feynman-iii.15.27/result.json,1,1,0,1,0,0,0
