algorithm,gid,dataset,seeds,valid_for_symbolic_rate,pred_parse_rate,cas_equiv_rate,numeric_equiv_rate,equiv_final_rate,mean_tree_similarity,mean_var_f1,mean_op_f1,sym_f_formal
imcts,g0009,Nguyen-6,5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7714285714285714,1.0
imcts,g0010,Nguyen-9,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7928571428571428,0.14595238095238097
imcts,g0011,Vladislavleva-4,5,1.0,1.0,0.0,0.0,0.0,0.0,0.888888888888889,0.8142857142857143,0.17031746031746034
imcts,g0012,feynman_I_27_6,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8857142857142858,0.18857142857142856
imcts,g0013,feynman-i.43.31,5,1.0,1.0,0.0,1.0,1.0,0.8,1.0,0.9333333333333333,1.0
imcts,g0014,feynman-ii.34.11,5,1.0,1.0,0.0,0.6,0.6,0.2,0.9555555555555555,0.7942857142857143,0.662984126984127
imcts,g0015,III.21.20_3_0,5,1.0,1.0,0.0,0.6,0.6,0.4,1.0,0.8076190476190476,0.6647619047619047
imcts,g0016,feynman_II_15_4,5,1.0,1.0,0.0,0.8,0.8,0.2,1.0,0.76,0.8333333333333334
imcts,g0017,strogatz_shearflow1,5,1.0,1.0,0.0,0.6,0.6,0.02857142857142858,1.0,0.6499999999999999,0.6683333333333333
imcts,g0018,feynman-i.18.16,5,1.0,1.0,0.2,0.8,0.8,0.3666666666666667,0.9777777777777779,0.8800000000000001,0.8337777777777777
imcts,g0019,feynman-ii.34.2a,5,1.0,1.0,0.0,0.0,0.0,0.26,0.5428571428571428,0.681904761904762,0.20047619047619047
imcts,g0020,first_principles_leavitt,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5428571428571429,0.1542857142857143
imcts,g0021,feynman-i.39.22,5,1.0,1.0,0.0,0.0,0.0,0.34285714285714286,0.3333333333333333,0.9199999999999999,0.2281904761904762
imcts,g0022,feynman-i.11.19,5,1.0,1.0,0.6,1.0,1.0,0.96,1.0,1.0,1.0
imcts,g0023,I.11.19_4_0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.8618181818181819,0.8642857142857142,0.1726103896103896
imcts,g0024,strogatz_predprey2,5,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.6799999999999999
imcts,g0025,strogatz_barmag2,5,1.0,1.0,0.0,1.0,1.0,0.6153846153846154,1.0,0.9428571428571428,1.0
imcts,g0026,strogatz_barmag1,5,1.0,1.0,0.0,0.8,0.8,0.3230769230769231,1.0,0.8261904761904761,0.835
imcts,g0027,feynman_I_12_11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.888888888888889,0.9314285714285713,0.18203174603174604
imcts,g0028,feynman-ii.4.23,5,1.0,1.0,0.0,1.0,1.0,0.31111111111111117,1.0,0.72,1.0
imcts,g0029,strogatz_vdp1,5,1.0,1.0,0.0,1.0,1.0,0.5166666666666666,1.0,1.0,1.0
imcts,g0030,feynman-iii.7.38,5,1.0,1.0,0.0,0.4,0.4,0.0,1.0,0.3838095238095238,0.4846666666666667
imcts,g0031,II.11.27_1_0,5,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.9714285714285713,0.8428571428571427,0.20285714285714285
imcts,g0032,feynman-i.13.12,5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9714285714285713,1.0
imcts,g0033,feynman-iii.10.19,5,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.819047619047619,0.15690476190476194
imcts,g0034,CRK11,5,0.6,1.0,0.0,0.0,0.0,0.016666666666666673,0.0,0.7714285714285715,0.047142857142857146
imcts,g0035,feynman-i.32.5,5,1.0,1.0,0.0,1.0,1.0,0.2909090909090909,1.0,0.681904761904762,1.0
imcts,g0036,CRK10,5,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.7822222222222222,0.060444444444444446
imcts,g0037,CRK34,5,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.7976190476190476,0.03214285714285714
imcts,g0038,PO19,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5365079365079366,0.15365079365079365
imcts,g0039,CRK0,5,0.6,1.0,0.0,0.0,0.0,0.13,0.0,0.7476190476190476,0.09233333333333334
imcts,g0040,feynman-i.29.16,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8571428571428571,0.1523809523809524
imcts,g0041,PO41,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7066666666666667,0.1706666666666667
imcts,g0042,feynman_test_15,5,1.0,1.0,0.0,0.0,0.0,0.03200000000000001,0.838095238095238,0.95,0.1884095238095238
imcts,g0043,CRK33,5,1.0,1.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7333333333333332,0.14666666666666667
imcts,g0044,feynman-i.15.3t,5,1.0,1.0,0.0,0.0,0.0,0.025,0.14666666666666667,0.5914285714285714,0.08130952380952382
imcts,g0045,feynman-bonus.20,5,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.4533333333333333,0.6476190476190475,0.13152380952380952
imcts,g0046,II.6.15b_3_0,5,1.0,1.0,0.0,0.0,0.0,0.045454545454545435,0.5066666666666666,0.5565079365079365,0.11995382395382395
imcts,g0047,BPG5,5,1.0,1.0,0.0,0.0,0.0,0.09999999999999998,0.0,1.0,0.13
imcts,g0048,MatSci21,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7999999999999999,0.18000000000000002
imcts,g0049,BPG3,5,1.0,1.0,0.0,0.0,0.0,0.026086956521739136,0.0,0.6666666666666666,0.07449275362318841
imcts,g0050,BPG9,5,1.0,1.0,0.0,0.0,0.0,0.05333333333333332,0.0,0.6476190476190476,0.08076190476190476
llmsr,g0001,II.34.2_1_0,5,1.0,1.0,0.0,0.6,0.6,0.4,1.0,0.8800000000000001,0.6719999999999999
llmsr,g0002,first_principles_hubble,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4038095238095238,0.14038095238095238
llmsr,g0003,feynman-ii.27.18,5,1.0,1.0,0.0,0.2,0.2,0.36,0.8333333333333334,0.7866666666666667,0.37
llmsr,g0004,Korns-4,5,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.7333333333333332,0.11333333333333333
llmsr,g0005,Keijzer-11,5,0.8,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7080952380952381,0.11214285714285714
llmsr,g0006,Keijzer-2,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.45999999999999996,0.146
llmsr,g0007,Korns-2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.5371428571428571,0.8699999999999999,0.14071428571428574
llmsr,g0008,Nguyen-12,5,0.8,1.0,0.0,0.0,0.0,0.31764705882352945,0.6666666666666666,0.7923076923076924,0.21862745098039213
llmsr,g0009,Nguyen-6,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7,0.16999999999999998
llmsr,g0010,Nguyen-9,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6209523809523809,0.12876190476190477
llmsr,g0011,Vladislavleva-4,5,0.8,1.0,0.0,0.0,0.0,0.0,0.888888888888889,0.7533333333333333,0.13444444444444445
llmsr,g0012,feynman_I_27_6,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9047619047619048,0.1904761904761905
llmsr,g0013,feynman-i.43.31,5,1.0,1.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.48,0.14133333333333334
llmsr,g0014,feynman-ii.34.11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.5952380952380952,0.72,0.13152380952380952
llmsr,g0015,III.21.20_3_0,5,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.76,0.14266666666666666
llmsr,g0016,feynman_II_15_4,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
llmsr,g0017,strogatz_shearflow1,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5866666666666667,0.15866666666666668
llmsr,g0018,feynman-i.18.16,5,1.0,1.0,0.0,0.2,0.2,0.09999999999999998,1.0,0.7733333333333333,0.37133333333333335
llmsr,g0019,feynman-ii.34.2a,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6309523809523809,0.6666666666666666,0.12976190476190477
llmsr,g0020,first_principles_leavitt,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5476190476190477,0.1547619047619048
llmsr,g0021,feynman-i.39.22,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6785714285714286,0.6742857142857144,0.1352857142857143
llmsr,g0022,feynman-i.11.19,5,1.0,1.0,0.0,0.0,0.0,0.18,0.8228571428571427,1.0,0.2362857142857143
llmsr,g0023,I.11.19_4_0,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8800000000000001,0.188
llmsr,g0024,strogatz_predprey2,5,1.0,1.0,0.0,0.4,0.4,0.0,1.0,0.9714285714285713,0.52
llmsr,g0025,strogatz_barmag2,5,1.0,1.0,0.0,0.8,0.8,0.16923076923076924,1.0,0.8357142857142856,0.8371428571428572
llmsr,g0026,strogatz_barmag1,5,1.0,1.0,0.0,1.0,1.0,0.03076923076923077,1.0,0.8571428571428571,1.0
llmsr,g0027,feynman_I_12_11,5,1.0,1.0,0.8,0.8,0.8,0.7333333333333333,1.0,0.9714285714285713,0.8371428571428572
llmsr,g0028,feynman-ii.4.23,5,1.0,1.0,0.0,0.4,0.4,0.2666666666666667,1.0,0.8314285714285713,0.5481428571428572
llmsr,g0029,strogatz_vdp1,5,1.0,1.0,0.0,0.6,0.6,0.18333333333333332,1.0,0.95,0.6799999999999999
llmsr,g0030,feynman-iii.7.38,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.43714285714285717,0.14371428571428574
llmsr,g0031,II.11.27_1_0,5,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,1.0,1.0,0.22142857142857145
llmsr,g0032,feynman-i.13.12,5,1.0,1.0,0.0,0.0,0.0,0.0615384615384615,1.0,0.7733333333333333,0.1957948717948718
llmsr,g0033,feynman-iii.10.19,5,1.0,1.0,0.0,0.2,0.2,0.0,0.52,0.68,0.32
llmsr,g0034,CRK11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.78,0.14466666666666667
llmsr,g0035,feynman-i.32.5,5,1.0,1.0,0.0,0.0,0.0,0.05454545454545454,1.0,0.6285714285714286,0.17922077922077922
llmsr,g0036,CRK10,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7030303030303029,0.13696969696969696
llmsr,g0037,CRK34,5,1.0,1.0,0.0,0.0,0.0,0.12727272727272726,0.6666666666666666,0.7595238095238095,0.1808008658008658
llmsr,g0038,PO19,5,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.5460317460317461,0.1346031746031746
llmsr,g0039,CRK0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7461904761904761,0.1412857142857143
llmsr,g0040,feynman-i.29.16,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8055555555555556,0.18055555555555555
llmsr,g0041,PO41,5,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.7185314685314685,0.15185314685314685
llmsr,g0042,feynman_test_15,5,1.0,1.0,0.0,0.2,0.2,0.25599999999999995,1.0,0.9377777777777778,0.37297777777777774
llmsr,g0043,CRK33,5,1.0,1.0,0.0,0.0,0.0,0.042105263157894736,1.0,0.6787878787878787,0.1805103668261563
llmsr,g0044,feynman-i.15.3t,5,1.0,1.0,0.0,0.0,0.0,0.0875,0.32,0.76,0.13424999999999998
llmsr,g0045,feynman-bonus.20,5,1.0,1.0,0.0,0.0,0.0,0.08571428571428572,0.4666666666666666,0.7777777777777777,0.15015873015873016
llmsr,g0046,II.6.15b_3_0,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6054545454545455,0.16054545454545457
llmsr,g0047,BPG5,5,1.0,1.0,0.0,0.0,0.0,0.2,0.26666666666666666,0.9142857142857143,0.1780952380952381
llmsr,g0048,MatSci21,5,1.0,1.0,0.0,0.0,0.0,0.3666666666666667,1.0,0.8833333333333332,0.29833333333333334
llmsr,g0049,BPG3,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.819047619047619,0.14857142857142858
llmsr,g0050,BPG9,5,1.0,1.0,0.0,0.0,0.0,0.01333333333333333,0.6666666666666666,0.738095238095238,0.14447619047619048
pyoperon,g0001,II.34.2_1_0,5,0.6,1.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.8,0.10000000000000002
pyoperon,g0002,first_principles_hubble,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3866666666666667,0.13866666666666666
pyoperon,g0003,feynman-ii.27.18,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyoperon,g0004,Korns-4,5,0.8,1.0,0.0,0.0,0.0,0.06666666666666668,0.0,0.55,0.075
pyoperon,g0005,Keijzer-11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6857142857142857,0.13523809523809524
pyoperon,g0006,Keijzer-2,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5942857142857143,0.15942857142857142
pyoperon,g0007,Korns-2,5,1.0,1.0,0.0,0.0,0.0,0.18,0.08,0.8261904761904761,0.14461904761904762
pyoperon,g0008,Nguyen-12,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8095238095238095,0.14761904761904762
pyoperon,g0009,Nguyen-6,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.45714285714285713,0.1457142857142857
pyoperon,g0010,Nguyen-9,5,1.0,1.0,0.0,0.0,0.0,0.02857142857142858,0.6666666666666666,0.46412698412698417,0.12165079365079365
pyoperon,g0011,Vladislavleva-4,5,0.6,1.0,0.0,0.0,0.0,0.0,0.42857142857142866,0.6833333333333333,0.06000000000000001
pyoperon,g0012,feynman_I_27_6,5,1.0,1.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.8642857142857142,0.17842857142857144
pyoperon,g0013,feynman-i.43.31,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyoperon,g0014,feynman-ii.34.11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6857142857142857,0.6599999999999999,0.13457142857142856
pyoperon,g0015,III.21.20_3_0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.7047619047619047,0.8,0.15047619047619049
pyoperon,g0016,feynman_II_15_4,5,1.0,1.0,0.0,0.0,0.0,0.0,0.5599999999999999,0.6933333333333334,0.12533333333333335
pyoperon,g0017,strogatz_shearflow1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.5,0.13
pyoperon,g0018,feynman-i.18.16,5,0.8,1.0,0.0,0.0,0.0,0.0,0.5657142857142857,0.3958730158730159,0.08504761904761907
pyoperon,g0019,feynman-ii.34.2a,5,0.8,1.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.4609523809523809,0.07276190476190476
pyoperon,g0020,first_principles_leavitt,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5365079365079366,0.15365079365079365
pyoperon,g0021,feynman-i.39.22,5,1.0,1.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.5676190476190477,0.10076190476190479
pyoperon,g0022,feynman-i.11.19,5,1.0,1.0,0.0,0.0,0.0,0.019999999999999997,0.5166666666666666,0.7285714285714286,0.13052380952380954
pyoperon,g0023,I.11.19_4_0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.8833333333333332,0.13833333333333334
pyoperon,g0024,strogatz_predprey2,5,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.9214285714285714,0.155
pyoperon,g0025,strogatz_barmag2,5,0.8,1.0,0.0,0.0,0.0,0.13846153846153847,0.7333333333333333,0.8,0.16549450549450548
pyoperon,g0026,strogatz_barmag1,5,1.0,1.0,0.0,0.0,0.0,0.06153846153846154,0.6666666666666666,0.7166666666666666,0.15679487179487178
pyoperon,g0027,feynman_I_12_11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.4761904761904763,0.5642857142857143,0.10404761904761906
pyoperon,g0028,feynman-ii.4.23,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6476190476190476,0.16476190476190475
pyoperon,g0029,strogatz_vdp1,5,1.0,1.0,0.0,0.0,0.0,0.06666666666666668,1.0,0.7238095238095238,0.19238095238095237
pyoperon,g0030,feynman-iii.7.38,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.45999999999999996,0.146
pyoperon,g0031,II.11.27_1_0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8928571428571429,0.15595238095238095
pyoperon,g0032,feynman-i.13.12,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyoperon,g0033,feynman-iii.10.19,5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyoperon,g0034,CRK11,5,1.0,1.0,0.0,0.0,0.0,0.06666666666666668,0.0,0.7314285714285714,0.09314285714285715
pyoperon,g0035,feynman-i.32.5,5,0.2,1.0,0.0,0.0,0.0,0.0,0.2,0.1142857142857143,0.03142857142857143
pyoperon,g0036,CRK10,5,1.0,1.0,0.0,0.0,0.0,0.09230769230769231,0.0,0.6522222222222223,0.09291452991452992
pyoperon,g0037,CRK34,5,1.0,1.0,0.0,0.0,0.0,0.018181818181818188,0.13333333333333333,0.6476190476190476,0.08354978354978357
pyoperon,g0038,PO19,5,1.0,1.0,0.0,0.0,0.0,0.05,1.0,0.6714285714285715,0.18214285714285716
pyoperon,g0039,CRK0,5,1.0,1.0,0.0,0.0,0.0,0.15000000000000002,0.0,0.7785714285714286,0.12285714285714286
pyoperon,g0040,feynman-i.29.16,5,1.0,1.0,0.0,0.0,0.0,0.0,0.7047619047619047,0.7123809523809523,0.14171428571428574
pyoperon,g0041,PO41,5,1.0,1.0,0.0,0.0,0.0,0.1,0.96,0.5842857142857143,0.18442857142857144
pyoperon,g0042,feynman_test_15,5,1.0,1.0,0.0,0.0,0.0,0.008000000000000007,0.5599999999999999,0.6666666666666667,0.1250666666666667
pyoperon,g0043,CRK33,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6533333333333333,0.132
pyoperon,g0044,feynman-i.15.3t,5,1.0,1.0,0.0,0.0,0.0,0.075,0.06666666666666667,0.5599999999999999,0.08516666666666668
pyoperon,g0045,feynman-bonus.20,5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyoperon,g0046,II.6.15b_3_0,5,0.8,1.0,0.0,0.0,0.0,0.0,0.49333333333333335,0.42707070707070705,0.09204040404040405
pyoperon,g0047,BPG5,5,0.8,1.0,0.0,0.0,0.0,0.09,0.26666666666666666,0.6547619047619048,0.11914285714285715
pyoperon,g0048,MatSci21,5,1.0,1.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7642857142857142,0.14976190476190476
pyoperon,g0049,BPG3,5,1.0,1.0,0.0,0.0,0.0,0.008695652173913038,0.0,0.6523809523809524,0.06784679089026915
pyoperon,g0050,BPG9,5,1.0,1.0,0.0,0.0,0.0,0.059999999999999984,0.0,0.6285714285714286,0.08085714285714285
pysr,g0001,II.34.2_1_0,5,1.0,1.0,0.8,1.0,1.0,0.8,1.0,0.96,1.0
pysr,g0002,first_principles_hubble,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.37333333333333335,0.13733333333333334
pysr,g0003,feynman-ii.27.18,5,1.0,1.0,0.0,0.4,0.4,0.0,0.5,0.13333333333333333,0.4633333333333334
pysr,g0004,Korns-4,5,1.0,1.0,0.0,0.0,0.0,0.7333333333333334,0.0,1.0,0.31999999999999995
pysr,g0005,Keijzer-11,5,1.0,1.0,0.0,0.0,0.0,0.2666666666666667,0.6666666666666666,0.8,0.22666666666666666
pysr,g0006,Keijzer-2,5,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,1.0,0.8800000000000001,1.0
pysr,g0007,Korns-2,5,1.0,1.0,0.0,0.0,0.0,0.13999999999999996,0.3333333333333333,1.0,0.1753333333333333
pysr,g0008,Nguyen-12,5,1.0,1.0,0.0,0.0,0.0,0.49411764705882355,0.6666666666666666,1.0,0.31490196078431365
pysr,g0009,Nguyen-6,5,1.0,1.0,0.6,1.0,1.0,0.7555555555555555,1.0,0.9714285714285715,1.0
pysr,g0010,Nguyen-9,5,1.0,1.0,0.0,0.0,0.0,0.31428571428571433,0.6666666666666666,0.9428571428571428,0.25523809523809526
pysr,g0011,Vladislavleva-4,5,1.0,1.0,0.0,0.0,0.0,0.15483870967741936,0.888888888888889,0.8571428571428571,0.22105478750640045
pysr,g0012,feynman_I_27_6,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
pysr,g0013,feynman-i.43.31,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pysr,g0014,feynman-ii.34.11,5,1.0,1.0,0.6,1.0,1.0,0.6,1.0,0.9199999999999999,1.0
pysr,g0015,III.21.20_3_0,5,1.0,1.0,0.6,1.0,1.0,0.65,1.0,0.9199999999999999,1.0
pysr,g0016,feynman_II_15_4,5,1.0,1.0,0.2,1.0,1.0,0.2,1.0,0.8133333333333332,1.0
pysr,g0017,strogatz_shearflow1,5,1.0,1.0,0.6,1.0,1.0,0.42857142857142855,1.0,0.7333333333333333,1.0
pysr,g0018,feynman-i.18.16,5,1.0,1.0,0.4,1.0,1.0,0.4,1.0,0.8533333333333333,1.0
pysr,g0019,feynman-ii.34.2a,5,1.0,1.0,0.0,0.0,0.0,0.1,0.569047619047619,0.6742857142857143,0.15433333333333335
pysr,g0020,first_principles_leavitt,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5904761904761905,0.15904761904761905
pysr,g0021,feynman-i.39.22,5,0.8,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.6076190476190476,0.09742857142857143
pysr,g0022,feynman-i.11.19,5,1.0,1.0,0.0,0.0,0.0,0.26,0.923076923076923,0.9199999999999999,0.2623076923076923
pysr,g0023,I.11.19_4_0,5,1.0,1.0,0.6,0.8,0.8,0.7466666666666667,1.0,0.9714285714285713,0.8371428571428572
pysr,g0024,strogatz_predprey2,5,1.0,1.0,0.2,0.6,0.6,0.24615384615384617,1.0,0.9428571428571428,0.6771428571428572
pysr,g0025,strogatz_barmag2,5,1.0,1.0,0.4,1.0,1.0,0.8461538461538461,1.0,0.95,1.0
pysr,g0026,strogatz_barmag1,5,1.0,1.0,0.2,0.8,0.8,0.7692307692307693,1.0,0.95,0.835
pysr,g0027,feynman_I_12_11,5,1.0,1.0,0.6,1.0,1.0,0.0,1.0,0.9714285714285713,1.0
pysr,g0028,feynman-ii.4.23,5,1.0,1.0,0.0,1.0,1.0,0.6666666666666667,1.0,0.8,1.0
pysr,g0029,strogatz_vdp1,5,1.0,1.0,0.0,1.0,1.0,0.7833333333333333,1.0,0.96,1.0
pysr,g0030,feynman-iii.7.38,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.06666666666666667
pysr,g0031,II.11.27_1_0,5,1.0,1.0,0.0,0.0,0.0,0.11428571428571428,1.0,0.9142857142857143,0.2257142857142857
pysr,g0032,feynman-i.13.12,5,1.0,1.0,0.0,1.0,1.0,0.015384615384615375,0.3466666666666667,0.4,1.0
pysr,g0033,feynman-iii.10.19,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01
pysr,g0034,CRK11,5,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.7761904761904762,0.03047619047619048
pysr,g0035,feynman-i.32.5,5,1.0,1.0,0.0,0.4,0.4,0.4909090909090909,1.0,0.72,0.589939393939394
pysr,g0036,CRK10,5,0.8,1.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.6933333333333332,0.06666666666666667
pysr,g0037,CRK34,5,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.8071428571428572,0.06357142857142858
pysr,g0038,PO19,5,1.0,1.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.5174603174603175,0.14374603174603176
pysr,g0039,CRK0,5,0.6,1.0,0.0,0.0,0.0,0.06999999999999999,0.0,0.8142857142857143,0.07528571428571429
pysr,g0040,feynman-i.29.16,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9714285714285713,0.19714285714285715
pysr,g0041,PO41,5,1.0,1.0,0.0,0.0,0.0,0.0,0.9199999999999999,0.5622222222222222,0.14822222222222223
pysr,g0042,feynman_test_15,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9777777777777779,0.19777777777777777
pysr,g0043,CRK33,5,0.6,1.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7222222222222221,0.08333333333333333
pysr,g0044,feynman-i.15.3t,5,1.0,1.0,0.0,0.0,0.0,0.0,0.16,0.7,0.086
pysr,g0045,feynman-bonus.20,5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.05
pysr,g0046,II.6.15b_3_0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.8095238095238095,0.6933333333333332,0.15028571428571427
pysr,g0047,BPG5,5,1.0,1.0,0.0,0.0,0.0,0.050000000000000024,0.26666666666666666,0.8247619047619047,0.12414285714285715
pysr,g0048,MatSci21,5,1.0,1.0,0.0,0.0,0.0,0.04444444444444447,0.8,0.9314285714285713,0.1864761904761905
pysr,g0049,BPG3,5,1.0,1.0,0.0,0.0,0.0,0.07826086956521741,0.0,0.6933333333333334,0.09281159420289856
pysr,g0050,BPG9,5,1.0,1.0,0.0,0.0,0.0,0.01333333333333333,0.13333333333333333,0.6666666666666666,0.08399999999999999
qlattice,g0001,II.34.2_1_0,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5904761904761905,0.15904761904761905
qlattice,g0002,first_principles_hubble,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.13999999999999999
qlattice,g0003,feynman-ii.27.18,5,1.0,1.0,0.0,1.0,1.0,0.19999999999999996,1.0,0.5,1.0
qlattice,g0004,Korns-4,5,1.0,1.0,0.0,0.0,0.0,0.2666666666666667,0.0,0.6666666666666666,0.14666666666666667
qlattice,g0005,Keijzer-11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.13333333333333333
qlattice,g0006,Keijzer-2,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3238095238095238,0.13238095238095238
qlattice,g0007,Korns-2,5,0.8,1.0,0.0,0.0,0.0,0.0,0.2,0.8357142857142856,0.0819047619047619
qlattice,g0008,Nguyen-12,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7714285714285714,0.1438095238095238
qlattice,g0009,Nguyen-6,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.37142857142857144,0.13714285714285715
qlattice,g0010,Nguyen-9,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.49523809523809526,0.1161904761904762
qlattice,g0011,Vladislavleva-4,5,1.0,1.0,0.0,0.0,0.0,0.0,0.861111111111111,0.8571428571428571,0.17182539682539683
qlattice,g0012,feynman_I_27_6,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7928571428571428,0.1792857142857143
qlattice,g0013,feynman-i.43.31,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.13333333333333333
qlattice,g0014,feynman-ii.34.11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.9777777777777779,0.7542857142857143,0.17320634920634922
qlattice,g0015,III.21.20_3_0,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.16666666666666666
