dataset_id,dataset_name,algorithm,seed,host,task_label,status,termination_reason,timeout_type,budget_exhausted,recovered_from_timeout,seconds,train_nmse,valid_nmse,id_nmse,ood_nmse,id_r2,ood_r2,has_expression,artifact_valid,normalized_expression,instantiated_expression,variables,operator_set,ast_node_count,tree_depth,n_features,feature_names,target_name,inject_prompt_semantics,llm_model_assignment,llm_config_path,background_preview,result_path
g0086,feynman-i.10.7,drsr,1314,anon-node-03,g0086_feynman-i.10.7,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3604.193,5.487985812946697e-05,5.2029956387951e-05,5.314733067695751e-05,0.0057900336555989544,0.9999064079363436,0.598167582531742,True,True,c0 + c1*x0 + c2*x1,-0.012463388263666254 + 1.00390782603549*x0 + 8.775022075540937e-10*x1,x0;x1,add;mul,8.0,3.0,3,x0;x1;x2,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Mass given Invariant mass, Velocity There are 3 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""m_0, Invariant mass""; 1 variable with semanti",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0086_feynman-i.10.7/result.json
g0087,feynman-bonus.7,drsr,1314,anon-node-04,g0087_feynman-bonus.7,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3904.779,0.9999999954166676,0.9999999955675768,0.9999999952098666,0.9999999904031676,-0.381445241466591,-133.046187330002,True,True,2*sqrt(6)*sqrt(pi)*sqrt(c0*x0/(c1*c2*x2))/3,2*sqrt(6)*sqrt(pi)*sqrt(0.7531448839276691*x0/(-0.6091665111933195*-0.7277899687476663*x2))/3,x0;x2,mul;pi;pow,22.0,5.0,5,x0;x1;x2;x3;x4,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Hubble's constant given Gravitational constant, Density of the universe, Spacetime curvature There are 5 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with sem",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0087_feynman-bonus.7/result.json
g0088,strogatz_lv1,drsr,1314,anon-node-05,g0088_strogatz_lv1,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.859,5.3260925232957035e-27,2.0354803452630998e-24,2.468619212416838e-25,5.942663154935962e-27,1.0,1.0,True,True,c0*x0*(1 - x0/c1) - c2*x0*x1,3.000000000000159*x0*(1 - x0/2.9999999999997766) - 1.9999999999997198*x0*x1,x0;x1,add;mul;pow,17.0,6.0,2,x;y,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,This formula is about Interspecies competition dynamics for Species A. Calculate the Net population growth rate of Species A (dx/dt) given Population size of Species A and Population size of Species B,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0088_strogatz_lv1/result.json
g0089,strogatz_lv2,drsr,1314,anon-node-02,g0089_strogatz_lv2,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.033,0.0009603962770491299,0.014696812843716125,0.0012239054634171527,0.00025323032464766694,0.9987541402747017,0.9996324405862187,True,True,c0*x1*(-x0/(c1 + x0) + 1) - c2*x0*x1 + c3*x1/(c4 + x1),-8.479805919246736*x1*(-x0/(182.43395410415795 + x0) + 1) - 1.062785695831841*x0*x1 + 74.36966147447825*x1/(6.772494189807945 + x1),x0;x1,add;mul;pow,27.0,7.0,2,x;y,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,This formula is about Interspecies competition dynamics for Species B. Calculate the Net population growth rate of Species B (dy/dt) given Population size of Species A and Population size of Species B,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0089_strogatz_lv2/result.json
g0090,Korns-1,drsr,1314,anon-node-03,g0090_Korns-1,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.811,3.5242089549425456e-28,2.314359523812929e-28,4.331104884754147e-28,3.647792088558071e-28,1.0,1.0,True,True,c0 + c1*sin(x0) + c2*sin(x1) + c3*sin(x2) + c4*x3 + c5*x4,1.570000000000516 + -4.065842047533555e-12*sin(x0) + 8.210549449048945e-12*sin(x1) + 2.784297444653544e-12*sin(x2) + 24.299999999999716*x3 + -3.178790283791035e-13*x4,x0;x1;x2;x3;x4,add;mul;sin,20.0,4.0,5,x1;x2;x3;x4;x5,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0090_Korns-1/result.json
g0091,strogatz_shearflow2,drsr,1314,anon-node-04,g0091_strogatz_shearflow2,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.412,0.20234414610404355,0.1695305115824255,0.12326600863465859,2.954821144079087,0.8715761516368199,-2.0963454361344773,True,True,c0*sin(x0)*cos(x1) + c1*sin(x0)*sin(x1) + c2*sin(x1)*cos(x0) + c3*cos(x0)*cos(x1) + c4*x0 + c5*x1 + c6*sin(x0) + c7*cos(x0) + c8*sin(x1) + c9,0.0705781097377162*sin(x0)*cos(x1) + 0.39731842498612935*sin(x0)*sin(x1) + -0.7351422665768121*sin(x1)*cos(x0) + -0.1857574613504378*cos(x0)*cos(x1) + 0.15005367581138013*x0 + 0.15960492557212858*x1 + 0.4402657199988764*sin(x0) + -0.11067517299379369*cos(x0) + -0.4367735280760812*sin(x1) + -0.14134327514911998,x0;x1,add;cos;mul;sin,44.0,4.0,2,x;y,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,This formula is about Azimuthal orientation dynamics of a particle in shear flow. Calculate the Angular velocity of azimuthal angle (dphi/dt) given Polar angle of particle and Azimuthal angle of particle,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0091_strogatz_shearflow2/result.json
g0092,strogatz_glider2,drsr,1314,anon-node-05,g0092_strogatz_glider2,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.787,0.0015013253714956422,0.001054357144643775,0.0013224167265344815,0.9890127969391805,0.9893359458987244,0.0030998131508913618,True,True,c0 + c1*x0**2 + c2*x0**3 + c3*x0*sin(x1) + c4*x0*cos(x1) + c5*sin(x1) + c6*cos(x1),0.8994467069334114 + 0.3392599671219814*x0**2 + -0.035251621841136616*x0**3 + -0.001965308083637468*x0*sin(x1) + 0.1774664764941439*x0*cos(x1) + 0.002512791299644374*sin(x1) + -0.9044687919930733*cos(x1),x0;x1,add;cos;mul;pow;sin,30.0,4.0,2,x;y,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,This formula is about Phugoid oscillation trajectory angle dynamics. Calculate the Rate of change of flight path angle (dtheta/dt) given Current flight velocity and Current flight path angle,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0092_strogatz_glider2/result.json
g0093,Nguyen-11,drsr,1314,anon-node-02,g0093_Nguyen-11,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.873,1.0828181987655896e-06,0.0018253640953324922,3.85812194547563e-06,0.004737579629622567,0.9811557844496679,0.9753987262225968,True,True,c0 + c1*x0 + c2*x0**2 + c3*x0**3 + c4*x1 + c5*x1**2 + c6*x1**3 + c7*x0*x1 + c8*x0**2*x1 + c9*x0*x1**2,0.871463105034916 + 0.5298354187571387*x0 + -0.6639058812412622*x0**2 + 0.2308271680013122*x0**3 + -1.533428457985827*x1 + 0.4559970000877148*x1**2 + 0.20188254075448422*x1**3 + 1.7640619166954348*x0*x1 + -0.010914414848729518*x0**2*x1 + -0.8476701598395896*x0*x1**2,x0;x1,add;mul;pow,44.0,4.0,2,x1;x2,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0093_Nguyen-11/result.json
g0094,first_principles_planck,drsr,1314,anon-node-03,g0094_first_principles_planck,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.892,0.8486200055561367,1.2678621973442497,1.161300271894488,2.272013217318127,-2.574964083266407,-202.02806162965175,True,True,c0*(c1/(exp(c2*x0/(c3*x1 + 1.0e-6)) - 1) - 1),13.054793425457676*(6.503998563205753/(exp(0.0007216291734131186*x0/(-0.051735433469281*x1 + 1.0e-6)) - 1) - 1),x0;x1,add;exp;mul;pow,21.0,11.0,2,nu;T,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"The Planck's law is a model for the spectral radiance of a black body, given it's temperature and frequency. Data was synthetically generated using the Planck's law, with a range of parameters using the scripts in the pu",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0094_first_principles_planck/result.json
g0095,strogatz_bacres2,drsr,1314,anon-node-04,g0095_strogatz_bacres2,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.983,0.0008960471982348872,0.0005795825866400984,0.0007097748101427023,0.49763607533656545,0.9957671735231548,0.5023637153690232,True,True,c0 + c1*x0/(c2*x0 + 1) + c3*x1/(c4*x1 + 1),52.91022165140625 + 121.77279457530511*x0/(-2.8027967910145475*x0 + 1) + -0.044298016970778925*x1/(-0.01227805355860758*x1 + 1),x0;x1,add;mul;pow,22.0,6.0,2,x;y,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,This formula is about Dynamics of bacterial growth in a chemostat. Calculate the Rate of change of bacterial population (dy/dt) given Current nutrient concentration and Current bacterial population density,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0095_strogatz_bacres2/result.json
g0096,strogatz_predprey2,drsr,1314,anon-node-05,g0096_strogatz_predprey2,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.797,1.08353383552184e-21,9.992758547098594e-22,7.665964750861375e-22,1.6577485363118372e-21,1.0,1.0,True,True,c0*x0*x1/(c1 + x0) + c2*(-c3 + x1)**2,1.0000000000144476*x0*x1/(0.9999999999670838 + x0) + -0.07500000000389985*(-1.0819027908443268e-10 + x1)**2,x0;x1,add;mul;pow,19.0,6.0,2,x;y,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,This formula is about Predator dynamics based on prey availability. Calculate the Rate of change of predator population (dy/dt) given Prey population size and Predator population size,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0096_strogatz_predprey2/result.json
g0097,Keijzer-1,drsr,1314,anon-node-02,g0097_Keijzer-1,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.836,0.04087793252733613,0.148983304383419,0.04588985807038626,2.3815157448363684,0.945505163449213,-8.529049234713643,True,True,c0 + c1*x0**2 + c2*sin(2*x0) + c3*cos(2*x0) + c4*x0**3 + c5*sin(x0) + c6*cos(x0) + c7*x0**4 + c8*sin(2*x0)**2 + c9*cos(2*x0)**2,-0.40004460535984204 + -0.8678930471417411*x0**2 + 0.09669623568085542*sin(2*x0) + 2.6789521953357833*cos(2*x0) + 0.05327975068226079*x0**3 + -0.1694070229124819*sin(x0) + -0.7767182136278178*cos(x0) + 2.9638225716440627*x0**4 + 0.13426717935412188*sin(2*x0)**2 + -1.474205355696533*cos(2*x0)**2,x0,add;cos;mul;pow;sin,53.0,6.0,1,x1,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0097_Keijzer-1/result.json
g0098,strogatz_barmag1,drsr,1314,anon-node-03,g0098_strogatz_barmag1,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.813,3.38017698277071e-23,2.641777618758825e-23,1.904260740645904e-23,1.2286181916974039e-23,1.0,1.0,True,True,c0 + c1*sin(x0) + c2*sin(x1) + c3*sin(x0 - x1),-3.7690979690652156e-13 + -1.0000000000038238*sin(x0) + -1.887405963962372e-12*sin(x1) + 0.5000000000025724*sin(x0 - x1),x0;x1,add;mul;sin,18.0,6.0,2,x;y,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,This formula is about Coupled dynamics of the first magnetic dipole. Calculate the Angular velocity of the first magnet (dtheta/dt) given Angle of the first magnet and Angle of the second magnet,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0098_strogatz_barmag1/result.json
g0099,Keijzer-2,drsr,1314,anon-node-04,g0099_Keijzer-2,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3904.427,0.1766348045616614,0.6833805116691113,0.18742326138696266,8.503034938597539,0.8051024206232905,-39.144750420954956,True,True,c0 + c1*Abs(x0) + c2*x0**2 + c3*sin(x0) + c4*cos(x0) + c5*x0**3 + c6*x0**4 + c7*exp(x0) + c8*exp(-x0) + c9*sin(x0**2),3.3570922169659703 + -0.7521434728468793*Abs(x0) + 10.860189558876401*x0**2 + -5.310538555080151*sin(x0) + 12.118637794260833*cos(x0) + -1.8290813228283382*x0**3 + 1.2251607715587645*x0**4 + -4.9618165142043384*exp(x0) + -10.339441660684349*exp(-x0) + 2.934496885991972*sin(x0**2),x0,abs;add;cos;exp;mul;pow;sin,45.0,5.0,1,x1,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0099_Keijzer-2/result.json
g0100,PO18,drsr,1314,anon-node-05,g0100_PO18,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.875,5.6247540389294e-07,5.824734916905003e-07,5.733306213731169e-07,2.233219700249693e-06,0.9999994241949896,0.9999975920670324,True,True,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x0**2 + c5*x0**3 + c6*x2**2 + c7*x2**3 + c8*x0*x2 + c9*x0*x2**2,-0.002145302442547292 + -1.3607606141178874*x0 + 7.585057582536329e-06*x1 + -0.00012877924957696086*x2 + 0.002198374102693193*x0**2 + -0.4540645515647439*x0**3 + 0.0011764668187414055*x2**2 + -0.0001339516962433046*x2**3 + -0.4928452812791174*x0*x2 + -0.2521586363411228*x0*x2**2,x0;x1;x2,add;mul;pow,41.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0100_PO18/result.json
g0101,PO21,drsr,1314,anon-node-02,g0101_PO21,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.96,0.09149395979105877,0.089366997371732,0.0913120203752673,1.1006701996210013,0.9086567919182824,-0.17906125094177816,True,True,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x0**2 + c5*x2**2 + c6*x0**2*x2 + c7*x1**2*x2 + c8*x0*x2**2 + c9*x0**2*x1,1.0981617757945172 + -1.061240698862473*x0 + 0.5618843302978253*x1 + 0.005299229564907383*x2 + 0.014194299756367006*x0**2 + 0.11057532102330589*x2**2 + -0.0017599345617641234*x0**2*x2 + 0.0008860618074548385*x1**2*x2 + -0.012744402658763185*x0*x2**2 + -0.0002307141439450067*x0**2*x1,x0;x1;x2,add;mul;pow,45.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0101_PO21/result.json
g0102,CRK23,drsr,1314,anon-node-03,g0102_CRK23,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.98,1.4419340316257718e-10,1.7077494439302647e-10,1.4021311029273658e-10,3.3957164216378197e-06,0.9999999998312645,0.9999889202263681,True,True,c0 + c1*exp(c2*x0) + c3*sin(c4*x1) + c5*x0*x1 + c6*exp(-c7*x1),-0.23608045542211992 + 0.002322397541879034*exp(-0.35096907872972016*x0) + -0.480905013872853*sin(-0.8542890171818782*x1) + 1.4794866227608081e-08*x0*x1 + 0.19119567610685526*exp(-0.41025141773016194*x1),x0;x1,add;exp;mul;sin,25.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0102_CRK23/result.json
g0103,BPG9,drsr,1314,anon-node-04,g0103_BPG9,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3905.093,0.006609346600153341,0.007126963068087834,0.00476290594306076,0.48338091210078876,0.9946002468609371,0.4766122392434262,True,True,c0/(1 + exp(-c1*(-c2 + x0))) + c3*x1/(1 + exp(-c4*(-c5 + x1))),4.465701502773545/(1 + exp(-0.9411974802348765*(-6.3882249411423775 + x0))) + -1.1903855279802507*x1/(1 + exp(-0.8093382671234683*(-11.64244196856668 + x1))),x0;x1,add;exp;mul;pow,32.0,9.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0103_BPG9/result.json
g0104,PO27,drsr,1314,anon-node-05,g0104_PO27,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.046,1.994180213895747e-05,1.898157113235677e-05,1.9347860093336084e-05,1.9814005477427296e-05,0.999980614810035,0.9999693525044521,True,True,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x0**2 + c5*x1**2 + c6*x2**2 + c7*sin(x0) + c8*sin(x1) + c9*sin(x2),-0.048534509493682466 + 0.31301669701478607*x0 + 2.6065452391358558e-05*x1 + 0.7606092110193571*x2 + -0.099256371222328*x0**2 + -4.429332966590548e-07*x1**2 + -0.0039052913106583293*x2**2 + -0.1979665923204061*sin(x0) + 0.668862276281759*sin(x1) + -1.7780307455993984*sin(x2),x0;x1;x2,add;mul;pow;sin,38.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0104_PO27/result.json
g0105,BPG7,drsr,1314,anon-node-02,g0105_BPG7,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.113,0.00014529249986284043,0.0001924472066506885,9.956791342656196e-05,1.0,0.999889041112631,-0.06849657719888014,True,True,c0*x1/(c1*exp(c2*x0) + c3*sin(c4*x0) + c5*cos(c6*x0) + 1),-4.839893189848726*x1/(-0.0005901403117757758*exp(1.8596561751089689*x0) + -11.271788146282056*sin(0.33119619192043825*x0) + -3.831541528633764*cos(0.5630815928348589*x0) + 1),x0;x1,add;cos;exp;mul;pow;sin,25.0,7.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0105_BPG7/result.json
g0106,Korns-4,drsr,1314,anon-node-03,g0106_Korns-4,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.851,0.0014495823565714486,0.0011876424050192285,0.0019587244812775363,0.0019200085197967865,-0.2849104241951024,-0.18865726983610576,True,True,c0 + c1*exp(c2*x0) + c3*sin(c4*x1) + c5*x0*x1 + c6*x0*x2 + c7*x0*x3 + c8*x0*x4 + c9*x2**2,-2.288640246343434 + -4.509950789703407e-05*exp(0.13237538696737616*x0) + -0.0217429220277497*sin(0.10880089972685932*x1) + 2.3425454053624784e-05*x0*x1 + 9.792365463976241e-06*x0*x2 + 1.0847326458745216e-05*x0*x3 + -1.2264499839273903e-05*x0*x4 + -1.0775455803052742e-05*x2**2,x0;x1;x2;x3;x4,add;exp;mul;pow;sin,35.0,5.0,5,x1;x2;x3;x4;x5,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0106_Korns-4/result.json
g0107,BPG16,drsr,1314,anon-node-04,g0107_BPG16,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3905.015,7.2817331003113164e-09,1.779600126921276e-08,2.1907184142120788e-08,2.3206976954829465e-05,0.9999999774163187,0.9999752626029861,True,True,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*x0**3 + c7*x1**3 + c8*x0**2*x1 + c9*x0*x1**2,0.5706438673707727 + 0.17535522880162097*x0 + 0.14476785810659673*x1 + 0.00042188966508886847*x0**2 + 0.20136743553588762*x1**2 + -0.017696106592505166*x0*x1 + -5.184416322113179e-09*x0**3 + -0.010084373766848717*x1**3 + -2.027090377384208e-05*x0**2*x1 + 0.00044544957722867187*x0*x1**2,x0;x1,add;mul;pow,44.0,4.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0107_BPG16/result.json
g0108,BPG8,drsr,1314,anon-node-05,g0108_BPG8,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.91,1.3861846746757333e-08,1.3006876843686918e-08,2.5850481558936026e-08,3.7046889545192725e-06,0.9999999727237294,0.9999960098059119,True,True,c0 + c1*x0 + c2*x1 + c3*log(x1 + 1) + c4*exp(-c5*x0) + c6*x1**2 + c7*exp(c8*x0),0.3628826166170856 + 9.905986356956386e-07*x0 + 1.9993208502482391*x1 + 0.6150957459412049*log(x1 + 1) + 0.1147615739238961*exp(--4.031341937394998e-05*x0) + -0.0254488543233531*x1**2 + 0.40027588775173145*exp(-1.5792758294662839*x0),x0;x1,add;exp;log;mul;pow,32.0,5.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0108_BPG8/result.json
