core50_index,dataset_name,family,subgroup,target_name,feature_count,train_samples,valid_samples,id_test_samples,ood_test_samples,dataset_path,metadata_path,metadata_sha256,train_path,train_sha256,valid_path,valid_sha256,id_test_path,id_test_sha256,ood_test_path,ood_test_sha256,formula_path,formula_sha256
27,feynman_I_12_11,srbench1.0,feynman,target,5,64000,8000,8000,10000,datasets/srbench1.0/feynman/feynman_I_12_11,datasets/srbench1.0/feynman/feynman_I_12_11/metadata.yaml,34d3bd8c72dc998223f887eaad7a686574bbde58d3927472a727bb32e2739227,datasets/srbench1.0/feynman/feynman_I_12_11/train.csv,56730431df2445e1f15c3fe91125d2358e6732b943c9c04ed880c6d18238d37c,datasets/srbench1.0/feynman/feynman_I_12_11/valid.csv,aaf61e775bbff3e6871f44f7c1cd719efcf45623e4c2254ee4923d50be799e2b,datasets/srbench1.0/feynman/feynman_I_12_11/id_test.csv,8dab2c4a698378564c09fd7b3286a997b2b998e6b62ae22b5fdd1e510fd7542a,datasets/srbench1.0/feynman/feynman_I_12_11/ood_test.csv,2cc376aa3194083bab2b48d55b35e52c34e353e0fc3698500d66a16ea9ee9055,datasets/srbench1.0/feynman/feynman_I_12_11/formula.py,2770042ebf1d9c76893b907ea7b6757dcd9fc0327bcb973e3ae4321431decfcd
28,feynman-ii.4.23,srsd,srsd-feynman_easy,y,2,8000,1000,1000,1000,datasets/srsd/srsd-feynman_easy/feynman-ii.4.23,datasets/srsd/srsd-feynman_easy/feynman-ii.4.23/metadata.yaml,1f9df05835bfe750f49bec4d20103b71dab5e94e6c25721cf6216b6fa4f7115d,datasets/srsd/srsd-feynman_easy/feynman-ii.4.23/train.csv,2c878951389a67cf39f7504413d97988a174335f3409ea04380c6395ac736568,datasets/srsd/srsd-feynman_easy/feynman-ii.4.23/valid.csv,2f80e12c48e84ed320bca0a26ecc0540180172cbc6ca40bc5fa4485e315b8d58,datasets/srsd/srsd-feynman_easy/feynman-ii.4.23/id_test.csv,faf02926680c8032b4cd9c561064a183758ad3ff451a6245622a054dac9129c3,datasets/srsd/srsd-feynman_easy/feynman-ii.4.23/ood_test.csv,3b146592550e303a298e3d588cb7dee15817cb3d298463b75db5a9a10cc9e283,datasets/srsd/srsd-feynman_easy/feynman-ii.4.23/formula.py,814a8ac41ebbaac0eee671f6feae25d9c159a88f0ff42e20c9e27428849cd162
29,strogatz_vdp1,srbench1.0,strogatz,target,2,256,32,32,1000,datasets/srbench1.0/strogatz/strogatz_vdp1,datasets/srbench1.0/strogatz/strogatz_vdp1/metadata.yaml,18c96f40b0ffcc9efbd8a271ef0c30cfab0357ffa5aa3c6e5f23e77fe2e82ab7,datasets/srbench1.0/strogatz/strogatz_vdp1/train.csv,1fe2c6eb4ca3a4c39008aae64d04a3b55191bc125479333d5ff589b1b0793bd0,datasets/srbench1.0/strogatz/strogatz_vdp1/valid.csv,fa1402e1cb197ecf8702177c156c89d936aa83204e418cd976193c32d56dd4cf,datasets/srbench1.0/strogatz/strogatz_vdp1/id_test.csv,35373979db526251c38d267ef3266667e6198a3106343e5f89cf1604f065db10,datasets/srbench1.0/strogatz/strogatz_vdp1/ood_test.csv,4db780d094bf426f49c753346e40a2e1ae63ef0d44ab2bbe04cc74ed20693e7a,datasets/srbench1.0/strogatz/strogatz_vdp1/formula.py,aa08d47e478cf1e75457fb7d3a46261cee895229336c2e5808b01ccf88879fae
30,feynman-iii.7.38,srsd,srsd-feynman_easy,y,2,8000,1000,1000,1000,datasets/srsd/srsd-feynman_easy/feynman-iii.7.38,datasets/srsd/srsd-feynman_easy/feynman-iii.7.38/metadata.yaml,275aae9c0efb1b30373e2e74e2ab3c796f0a4afa14e90151922c6f3394343a8a,datasets/srsd/srsd-feynman_easy/feynman-iii.7.38/train.csv,cf57006a5615bb4f5f78b2678efb9b87841c436e89218478d11708cf451a2911,datasets/srsd/srsd-feynman_easy/feynman-iii.7.38/valid.csv,680a113c36678db5a2bb12e0bde48c70500d80e8c7baca5365ff5e96c94be809,datasets/srsd/srsd-feynman_easy/feynman-iii.7.38/id_test.csv,38f0429bda40641fb72791ddfd768471faf4f1434361a9fe187fccb461febe98,datasets/srsd/srsd-feynman_easy/feynman-iii.7.38/ood_test.csv,6afa3d85c997ca4599d9f425b3cf372e5df68e8e89722c17257b0c901ec3dca1,datasets/srsd/srsd-feynman_easy/feynman-iii.7.38/formula.py,195276121fb82b386dcc809574f73a0e671adec2cc8d69a5e86c20045e948244
31,II.11.27_1_0,llm-srbench,lsrtransform,alpha,4,75000,5000,20000,20000,datasets/llm-srbench/lsrtransform/II.11.27_1_0,datasets/llm-srbench/lsrtransform/II.11.27_1_0/metadata.yaml,0cb4c047dbb4d1fce4b6ca03b6f49f6d1e2f3ec74e83523b0398045855ac0477,datasets/llm-srbench/lsrtransform/II.11.27_1_0/train.csv,5ce5f9f48ef784b05b2698e91cfff99b46a8a0567aae82ec0bb03b40e2a3a9b3,datasets/llm-srbench/lsrtransform/II.11.27_1_0/valid.csv,8c20c40045b6d9ca03e11aca75fa8c91df29a7acdd5fe943c7782c8e77adb9f6,datasets/llm-srbench/lsrtransform/II.11.27_1_0/id_test.csv,ab2d3bf7c3f354e12da762d63386650123c12f489c89df155956ff2d825638e6,datasets/llm-srbench/lsrtransform/II.11.27_1_0/ood_test.csv,47a3f1bc52b07c3b5ffc3badc7a50d39b47ce097c54d1c89b8ac7dbd24a03e29,datasets/llm-srbench/lsrtransform/II.11.27_1_0/formula.py,a6fd94c16085048224a78f4b9eac8cc56e6f711ac82449ab647ebc1217077afe
32,feynman-i.13.12,srsd,srsd-feynman_medium,y,4,8000,1000,1000,1000,datasets/srsd/srsd-feynman_medium/feynman-i.13.12,datasets/srsd/srsd-feynman_medium/feynman-i.13.12/metadata.yaml,9429768a8593f690ff92c0c14665199fd8689a7719326f3f12b3d372742744e2,datasets/srsd/srsd-feynman_medium/feynman-i.13.12/train.csv,bc31fb7d1f37cbba91c6e0a866bf5a0ccbc0c3dcbc0efcf99d0975ab97b97a9d,datasets/srsd/srsd-feynman_medium/feynman-i.13.12/valid.csv,f7b4945b78ae9c26122d1789e7ef4b83059f5b16a61f003e7b638515e5ff0718,datasets/srsd/srsd-feynman_medium/feynman-i.13.12/id_test.csv,b705ac9ef270f4761348945e65689f83a4efdbcd5d982617388011baa42a0581,datasets/srsd/srsd-feynman_medium/feynman-i.13.12/ood_test.csv,9318e376001c9af0eb66905deaf28f2ffc49392c3597591983b8073379a70e96,datasets/srsd/srsd-feynman_medium/feynman-i.13.12/formula.py,2fdccf5919ca801d47ff659c8932797bb9b2beb7b12bd5d89baadeda8cdebe02
33,feynman-iii.10.19,srsd,srsd-feynman_hard_dummy,y,6,8000,1000,1000,1000,datasets/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19,datasets/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19/metadata.yaml,b2a4b139557ae56d7d1b1b88ed9dea5d198c6e6ce126466eff9e52c69f02118e,datasets/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19/train.csv,120a936eb1b5a62f0ed2fa90b6989f48920c96bfe7d37c8974aa6fdb600acfa0,datasets/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19/valid.csv,12138e9ba7fde05e253f6c59f18c8e0cfb8fb2bfda51dd0885133cd9097089c2,datasets/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19/id_test.csv,c5ef471b06d3bdbfea18ea422d16032cb85b0f10d252f967aa9327bb90f58c37,datasets/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19/ood_test.csv,28d22af182b6e4dedc21404871033423b7729775ef4c63d55ddd8ad65887da52,datasets/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19/formula.py,d22137c48edd3521f2d903c1c2bcc5bb764eb8faea9e3065aaebd1ee1f278b9a
34,CRK11,llm-srbench,chem_react,dA_dt,2,3500,500,500,500,datasets/llm-srbench/chem_react/CRK11,datasets/llm-srbench/chem_react/CRK11/metadata.yaml,9320abd7b0743693cfcdb26da0fb39e570a403bf512cf6a1c7582745ff83f4c1,datasets/llm-srbench/chem_react/CRK11/train.csv,abf681bff91b207a7d5fcc6f5430fecbed7d1f38472c494c1df44b9bcfbd7e6c,datasets/llm-srbench/chem_react/CRK11/valid.csv,38d14a2d6994466ddbc4d00fd2761769a8f6efe4c16d3d481f93e817ed3634c1,datasets/llm-srbench/chem_react/CRK11/id_test.csv,240900ed5949cc387197b2b8b701f325d2c40ecdce4ba7f9730be48cab0fe4b9,datasets/llm-srbench/chem_react/CRK11/ood_test.csv,463ff6a40152748218a2be3ab3445f52536ce0cf1e29376cba1bf423f5ea3028,datasets/llm-srbench/chem_react/CRK11/formula.py,84c6b700443fa61ed9d910c79c80e7cecd740b2b1c93c31bc9175ac3380a0c47
35,feynman-i.32.5,srsd,srsd-feynman_medium,y,2,8000,1000,1000,1000,datasets/srsd/srsd-feynman_medium/feynman-i.32.5,datasets/srsd/srsd-feynman_medium/feynman-i.32.5/metadata.yaml,69bea7a8afd8d55429a624cbaf79e9c04f435623b7a898b6e545f52fdcb4907f,datasets/srsd/srsd-feynman_medium/feynman-i.32.5/train.csv,5ab218e9572420729ea67f236ccbad9b712decf0ed1715cac195a2a9dc90ca69,datasets/srsd/srsd-feynman_medium/feynman-i.32.5/valid.csv,350f5acd0db4236ca8cd76e423391332612d7af189d05bb9e6948cbcc27ff587,datasets/srsd/srsd-feynman_medium/feynman-i.32.5/id_test.csv,a84bf138731411e062452ab0be316a44062b1070568d67cb4535d9b1bb75641c,datasets/srsd/srsd-feynman_medium/feynman-i.32.5/ood_test.csv,7dbab2b464cbb69e67ddfec9a032b4a124ce69f67b736945bfec4315494e5404,datasets/srsd/srsd-feynman_medium/feynman-i.32.5/formula.py,0cbcf6da14cada62649b1c153a473b8e769fd9f69ed7700ec4550ead1fe2d987
36,CRK10,llm-srbench,chem_react,dA_dt,2,3500,500,500,500,datasets/llm-srbench/chem_react/CRK10,datasets/llm-srbench/chem_react/CRK10/metadata.yaml,32f777e645370df4eb1b42a63ed740556f6d738e032c27419ed5839a9776e56a,datasets/llm-srbench/chem_react/CRK10/train.csv,2dfe3b9934f6493991f972cb8a3ef82706c2466fac74ca23346c73730a2ab2b0,datasets/llm-srbench/chem_react/CRK10/valid.csv,9db2f59bd7b4bb829e26ca369b951464c49896481a37f3d3e9cab7b8fd4dac41,datasets/llm-srbench/chem_react/CRK10/id_test.csv,3fdf649e241f4cd7fccabf129f095137c393d6169bf93eef0391123d6c78650f,datasets/llm-srbench/chem_react/CRK10/ood_test.csv,9fa8e69ce7f3338515f225409a5cbeb0a13ff3dfa73d977a59d0e82e3f2a54fe,datasets/llm-srbench/chem_react/CRK10/formula.py,41f8c9ca6f88a99bff8947e99563304be2b07407a15123607c4048622a223f6c
37,CRK34,llm-srbench,chem_react,dA_dt,2,3500,500,500,500,datasets/llm-srbench/chem_react/CRK34,datasets/llm-srbench/chem_react/CRK34/metadata.yaml,1797d94848667ea10228d7e84586c106cfadda8233b102aa0064512c7f80e8f5,datasets/llm-srbench/chem_react/CRK34/train.csv,6001e60b7837932187025ccd6f759c7810d3b29109f0d2d39247633c780672c2,datasets/llm-srbench/chem_react/CRK34/valid.csv,84007b7d42788231cee726bd3e59ca8b38f5392b10f270976a9d7d85d82595e0,datasets/llm-srbench/chem_react/CRK34/id_test.csv,b25dd0c79f8178a6f1ace68daa9c468bc0af6113d8fca4b06817d02fa2d00dbd,datasets/llm-srbench/chem_react/CRK34/ood_test.csv,d4b4ebd321951971a13d036b0239655a567def6617f49d1b053cb440ebf96172,datasets/llm-srbench/chem_react/CRK34/formula.py,98311df76e5a2ad972f6737eb72f92f67605519d92e28dfae390456a5c984a78
38,PO19,llm-srbench,phys_osc,dv_dt,3,3500,500,500,500,datasets/llm-srbench/phys_osc/PO19,datasets/llm-srbench/phys_osc/PO19/metadata.yaml,9f64cc8404ab4e96b1b8135f81617566a951eff62f7ffd9156d0591625b5ca94,datasets/llm-srbench/phys_osc/PO19/train.csv,4879815856a7fb30603c908f6e1fc296f81d641bf4fdf1996b56b0ef3fd93226,datasets/llm-srbench/phys_osc/PO19/valid.csv,5faf1fcebf93cc3ae9c549726ead7fa38f7da1eccb286d603894543680dfe920,datasets/llm-srbench/phys_osc/PO19/id_test.csv,0eea1c6012c307f90186cd4860f1c26f2fc4a62e2dd8cad59358cae4d90e0c27,datasets/llm-srbench/phys_osc/PO19/ood_test.csv,e6acdad7432f9e8d21d3682d9b026103631be588bcd16d31bcb4c6aaa835569a,datasets/llm-srbench/phys_osc/PO19/formula.py,c7fee61dc70aae1d6592b265845d73cacddc2f2168c3a02bacbda407a3ddea1e
39,CRK0,llm-srbench,chem_react,dA_dt,2,3500,500,500,500,datasets/llm-srbench/chem_react/CRK0,datasets/llm-srbench/chem_react/CRK0/metadata.yaml,b43ecd4a0b2bd5141fe7152d126e6b92803899f095b7aacfc374999732d7f953,datasets/llm-srbench/chem_react/CRK0/train.csv,f34e7c9f4ad5b30e9a443b2705457396f04afa9ebb94b49f1ddc10c05fd32899,datasets/llm-srbench/chem_react/CRK0/valid.csv,4fc193b8ab208e85d5cb4585fc4f1367a417b605cc49d9d9c3a89b39c6077bc2,datasets/llm-srbench/chem_react/CRK0/id_test.csv,feea40db470cc370cb9ffd49a41eb56885ceb9e2243867ee0cdcfce4371455e1,datasets/llm-srbench/chem_react/CRK0/ood_test.csv,613ccbdc029c99e463d4547ee85adbf892b86ca099346d983d914e18c701a861,datasets/llm-srbench/chem_react/CRK0/formula.py,68aa9890fd9c982ce4a4f1181d61b10fc4c69d7e2749a2c07da598293bf9bb7b
40,feynman-i.29.16,srsd,srsd-feynman_hard,y,4,8000,1000,1000,1000,datasets/srsd/srsd-feynman_hard/feynman-i.29.16,datasets/srsd/srsd-feynman_hard/feynman-i.29.16/metadata.yaml,b1b4a4a988ded9ac72730bf4958b1701b228d9d2764cf9bcb573cc85fc49a8a5,datasets/srsd/srsd-feynman_hard/feynman-i.29.16/train.csv,bb36992118ed07f9df948fab09d99058969d213f0636be620fc652cf404ee6b0,datasets/srsd/srsd-feynman_hard/feynman-i.29.16/valid.csv,4f13856df16a0efba837321b5d89f92d851ba758dbe0071d69afa10c0f0f6859,datasets/srsd/srsd-feynman_hard/feynman-i.29.16/id_test.csv,0890bbc4aad1dba8bfa7a2aeb7b5552210a1c76d7749ff26174ff1f5cc00007b,datasets/srsd/srsd-feynman_hard/feynman-i.29.16/ood_test.csv,88c0f4a1e75e5ecc0e01edbdf35bb23dfed0b3d967382c04d62c4eb023164f06,datasets/srsd/srsd-feynman_hard/feynman-i.29.16/formula.py,99babc6db2998f2950c0d12f6852440b69da8b53f8b685b8c6088b87dd621f16
41,PO41,llm-srbench,phys_osc,dv_dt,3,3500,500,500,500,datasets/llm-srbench/phys_osc/PO41,datasets/llm-srbench/phys_osc/PO41/metadata.yaml,2d6dba6900f4313361fdc3a6697ec3c48f461a914c52306161da610bbd99ec05,datasets/llm-srbench/phys_osc/PO41/train.csv,54542a1a623dc5f8dbb81c08b1addfd135276c79caa8d414d9ec6491014bef70,datasets/llm-srbench/phys_osc/PO41/valid.csv,6c224e686b5a9ada4ea7df28c907d6e829c417cfaf5ab82dd5c9eb4b46c71e85,datasets/llm-srbench/phys_osc/PO41/id_test.csv,f0568e988089792621de69714175dea4f2b6f6114a175860044094ab478dc8bd,datasets/llm-srbench/phys_osc/PO41/ood_test.csv,e10ae6927be3fd865d58af32e6490f25032548bdd5812eee1d50379c17efba7f,datasets/llm-srbench/phys_osc/PO41/formula.py,3faf2621691a9d43bee74c8b853da1508357668a8aea5c643914f3c10961e862
42,feynman_test_15,srbench1.0,feynman,target,4,80000,10000,10000,10000,datasets/srbench1.0/feynman/feynman_test_15,datasets/srbench1.0/feynman/feynman_test_15/metadata.yaml,38406d4701c03472286d118f690e37b81497357b1a2f01b519d29c8af2f3d6d7,datasets/srbench1.0/feynman/feynman_test_15/train.csv,4d5b19c29de0442ed676346fb0d7db72271c146f4d3a6bb234df3bcf334b410a,datasets/srbench1.0/feynman/feynman_test_15/valid.csv,8cc984948649db2391d6b60700b284771e6e2c7e0f3ac61ddf884523f2521a98,datasets/srbench1.0/feynman/feynman_test_15/id_test.csv,62450f8fb513fedb3615c10708890d52e1da3e1302050d98c45afeb14b287142,datasets/srbench1.0/feynman/feynman_test_15/ood_test.csv,8fbfd42aefbeb193d276952ccf8505963082249bb106db250ba8277099bb3625,datasets/srbench1.0/feynman/feynman_test_15/formula.py,c2a7d58378e3a286bc3e2e02240fb3ff46b9e833c2ae5b9777540b1ab3356455
43,CRK33,llm-srbench,chem_react,dA_dt,2,3500,500,500,500,datasets/llm-srbench/chem_react/CRK33,datasets/llm-srbench/chem_react/CRK33/metadata.yaml,8ca9e8ce2dcf988ecb4687b6bce21722dc9e1c279ffb3beba05e97e4e47c1cd9,datasets/llm-srbench/chem_react/CRK33/train.csv,469b071c404deba91ce3759a21d529738836866419bdb3802fac24c380e85da0,datasets/llm-srbench/chem_react/CRK33/valid.csv,1d3c01d65caab3961e447f1bc3daa6770dafe3893994eb50198865597d249a09,datasets/llm-srbench/chem_react/CRK33/id_test.csv,cbb05a165539be21e6239cae4c8f5d06e4aa4c921915ea1c679d397513af5cbd,datasets/llm-srbench/chem_react/CRK33/ood_test.csv,d7523602ea4013907a78d4c6a92ee5cf430dd8a35005699f96ab1427c48ae00e,datasets/llm-srbench/chem_react/CRK33/formula.py,f4ff43e54b2dde1add97bd1e95df4c7ce244311759038beb3b6019ba6f2b71ff
44,feynman-i.15.3t,srsd,srsd-feynman_hard_dummy,y,5,8000,1000,1000,1000,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/metadata.yaml,9df1c2222097133e5aeeffa9aa2950aedcc2994c0619fd676902e8549ced2e97,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/train.csv,1d7b90f6456682e9368b8f4b948a9493285ab04fff2ea04b6fd58ebddfa37255,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/valid.csv,da67e0a4aa24f1ee92c441ad14068155feb1efe54f682919397e9cbf82ab1eb4,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/id_test.csv,330dee1e9675c368e73612ed7d4283f2075d5e1d4fbbf97931e8f304d027c0dc,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/ood_test.csv,eea935820c174e3bb5607d03fd61faeb5b1eb25d5886a2fd14609d6efe7823d4,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/formula.py,fd63c63edd7cc60d686aaed9385dbe3a07af0f17e816cd9fb2e89cdaddc00674
45,feynman-bonus.20,srsd,srsd-feynman_hard_dummy,y,6,8000,1000,1000,1000,datasets/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,datasets/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/metadata.yaml,ffacbbb4f345a8a1e7f450a36055e3ca63e503592c8e053c676b97c4daa543a1,datasets/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/train.csv,2c3002475164cd84ce240ffa93795f1f72ffdd4785a91c0450b0ae89951eb306,datasets/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/valid.csv,f33c3a05b632dc3dedc9513cfa535cecca1853b916243c4230950021f94b1003,datasets/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/id_test.csv,bf5ea167f5d27f00f337253dabd1612a142584fd3e8d24d3284c8c57b7f10b5d,datasets/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/ood_test.csv,7f4e83e0f0672568b8685baf01705ce7028c1cd6cb117b17fb782ca9fc05b889,datasets/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/formula.py,62f9eff3c369295e579a7844198ba88f1c7c389bfb5687c5e179c93cfde7c128
46,II.6.15b_3_0,llm-srbench,lsrtransform,r,4,39348,5000,11087,11087,datasets/llm-srbench/lsrtransform/II.6.15b_3_0,datasets/llm-srbench/lsrtransform/II.6.15b_3_0/metadata.yaml,7fac9ec76e9981158e1f5813317ea29f0d8c191c362d10bf46cf731ad29e883e,datasets/llm-srbench/lsrtransform/II.6.15b_3_0/train.csv,f146c3dd9ca9180ee8b87fb757c1373287daed316fca5c71d934b3ed0a53ed4e,datasets/llm-srbench/lsrtransform/II.6.15b_3_0/valid.csv,be7c755a681dd95c251b70624696a654a0d01473e588771d3d77caa3b078b1b6,datasets/llm-srbench/lsrtransform/II.6.15b_3_0/id_test.csv,30665b37cd4397d752ddd2264b3cfffae2042b289217ccf0d61f280d842e2f66,datasets/llm-srbench/lsrtransform/II.6.15b_3_0/ood_test.csv,5c9779550c2d42a1bd686a4b4416484aa4dab8084b1464f3730162922dbb83fc,datasets/llm-srbench/lsrtransform/II.6.15b_3_0/formula.py,aa8168968c5c520d7f95d80520562a498d653455bdb2026f1ba518bbeca9540b
47,BPG5,llm-srbench,bio_pop_growth,dP_dt,2,3500,500,500,500,datasets/llm-srbench/bio_pop_growth/BPG5,datasets/llm-srbench/bio_pop_growth/BPG5/metadata.yaml,6c6410faa3a17acd6d6e77a4cdb55cf624b8db9401fcf5c401194ee874820550,datasets/llm-srbench/bio_pop_growth/BPG5/train.csv,d85070bf5c5b4bab63583a646216db7faccf33536ce4131364e36688204b2dcb,datasets/llm-srbench/bio_pop_growth/BPG5/valid.csv,8af531bc2f9e66a09d6feb351f1de05dc2e0e54a29141decca81126ad3208f15,datasets/llm-srbench/bio_pop_growth/BPG5/id_test.csv,e1ae3a3d6f2139a299a48c9333304cbc3b78a07330aaefb94b32d08bc6513b4c,datasets/llm-srbench/bio_pop_growth/BPG5/ood_test.csv,8640b6b4d151be0dfa669877f9de10512ab6adbb6289105c80ad74d454fe40ac,datasets/llm-srbench/bio_pop_growth/BPG5/formula.py,24cd63942e0cf573db457ccd1ccf428c1432c159df829e81a573020f0110c29d
48,MatSci21,llm-srbench,matsci,sigma,2,3500,500,500,500,datasets/llm-srbench/matsci/MatSci21,datasets/llm-srbench/matsci/MatSci21/metadata.yaml,9975887512c844554dbd30a4343a7cf728d10847500664214ff896d1144199f3,datasets/llm-srbench/matsci/MatSci21/train.csv,4c1c2549d043297f438a995892540c58f540c0f958532d61729307909ec91df7,datasets/llm-srbench/matsci/MatSci21/valid.csv,57b19174c117af2d9600ea7d6af6889ffa5b008c8fcf0a5d78f65749a8c24911,datasets/llm-srbench/matsci/MatSci21/id_test.csv,9fa5c17940c5cf7c89a54a2e6f053c5ee7166416d254bf8b1d060738d5868fda,datasets/llm-srbench/matsci/MatSci21/ood_test.csv,7d74dc9d1a5333488b43c319e45f907690ec0e06eacaad5d2fb52ee3d3e537e2,datasets/llm-srbench/matsci/MatSci21/formula.py,a67b33c452f650fc9e32b51298ab21cdaaa0503e1c4f2927cb56ed538c642d40
49,BPG3,llm-srbench,bio_pop_growth,dP_dt,2,3500,500,500,500,datasets/llm-srbench/bio_pop_growth/BPG3,datasets/llm-srbench/bio_pop_growth/BPG3/metadata.yaml,5321d274af7b805182a04960c3864432efa1f44cc653b8e0a3a45eacc884e417,datasets/llm-srbench/bio_pop_growth/BPG3/train.csv,1fe438921b8d2dcb9ad6a2ee63558ce95b709828ebdf97994f1cc83f48ebc701,datasets/llm-srbench/bio_pop_growth/BPG3/valid.csv,84d36eb97700b501661635254925f37e7aef2745fa0237959749b9fd95c5f9dc,datasets/llm-srbench/bio_pop_growth/BPG3/id_test.csv,dee8e136239e3d9ecd0d956bc47cab01810e626c8f9857fef3da5e3c70eead9c,datasets/llm-srbench/bio_pop_growth/BPG3/ood_test.csv,1e5f2f801c344276778237688b82df10a3ba2de02d2c843ca033ac7b62458f15,datasets/llm-srbench/bio_pop_growth/BPG3/formula.py,459bcef40225443f6851b3a6248fd90e1d032e52f0d84d44f65f05ea1929e242
50,BPG9,llm-srbench,bio_pop_growth,dP_dt,2,3500,500,500,500,datasets/llm-srbench/bio_pop_growth/BPG9,datasets/llm-srbench/bio_pop_growth/BPG9/metadata.yaml,d13f639dc29266ba93736a0dd4afa20471a6cc690de62f38269212545a529829,datasets/llm-srbench/bio_pop_growth/BPG9/train.csv,fd42b9153d4a931455725f876426404318f838980f2600c4cf2bcf83dbeb2a69,datasets/llm-srbench/bio_pop_growth/BPG9/valid.csv,73b97f264e4ab9a2436b61146a0f337063268f0a2f44f2ea3b72aafedf6b03ef,datasets/llm-srbench/bio_pop_growth/BPG9/id_test.csv,53d67152b6cc7acf186dbcad9bef19203e3491b7f105c86c33812da422a3bfa7,datasets/llm-srbench/bio_pop_growth/BPG9/ood_test.csv,768a5ed6b6fad88fb46a2fca4fadf0f218eb06159bd1b4cdeac10d9c68fbd825,datasets/llm-srbench/bio_pop_growth/BPG9/formula.py,d0ef406a412b4605ef5176afcdf4c1c2f356945d0912bbba7b3406708651a675
