dataset_dir,dataset_name,candidate_pool,family,subgroup,basename,selection_mode,candidate_advantage_side,candidate_gap_score,llmsr_seed_count,llmsr_status_ok,llmsr_id_r2_mean,llmsr_id_r2_count,llmsr_id_nmse_mean,llmsr_id_nmse_count,llmsr_ood_r2_mean,llmsr_ood_r2_count,llmsr_ood_nmse_mean,llmsr_ood_nmse_count,pysr_seed_count,pysr_status_timed_out,pysr_id_r2_mean,pysr_id_r2_count,pysr_id_nmse_mean,pysr_id_nmse_count,pysr_ood_r2_mean,pysr_ood_r2_count,pysr_ood_nmse_mean,pysr_ood_nmse_count,llmsr_status_timed_out,metadata_path,feature_count,train_samples,valid_samples,id_test_samples,ood_test_samples,formula_line_count,formula_char_count,formula_operator_count,priority_score,three_seed_gap,quality_score,stability_score,final_advantage_side
sim-datasets-data/korns/Korns-1,Korns-1,A,korns,korns,Korns-1,strict,llmsr,18.500988491169768,3,3,1.0,3,6.144009480933441e-19,3,1.0,3,6.860709689510353e-19,3,3,3,-1.2904733650850517,3,2.271967249528894,3,-0.8637909269129084,3,1.8637851994865038,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/korns/Korns-1/metadata.yaml,5,90,10,100,1000,42,687,662,70.438859,18.50098850279322,1.0,1.0,llmsr
sim-datasets-data/srbench1.0/feynman/feynman_II_2_42,feynman_II_2_42,A,srbench1.0,srbench1.0/feynman,feynman_II_2_42,strict,pysr,30.706101701061797,3,3,0.8045866913262132,3,0.19538190151358292,3,0.5062701416586725,3,0.49372031235771824,3,3,3,1.0,3,4.663497854884613e-19,3,1.0,3,2.6667325123277336e-20,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_II_2_42/metadata.yaml,5,64000,8000,8000,10000,2,67,69,70.361651,18.444837044962377,1.0,1.0,pysr
sim-datasets-data/llm-srbench/chem_react/CRK13,CRK13,C,llm-srbench,llm-srbench/chem_react,CRK13,mid-gap,llmsr,14.909539022018873,3,3,0.9996549509524214,3,7.031899166598375e-05,3,-3.536535101498107,3,0.008692728822549303,3,3,3,-9.785102878180323e+18,2,1.9941471294308795e+18,2,-3.0864410017277315e+23,2,5.91411596175165e+20,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/chem_react/CRK13/metadata.yaml,2,3500,500,500,500,11,508,503,70.300392,22.642709133612797,0.9,0.833333,llmsr
sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0,I.40.1_4_0,A,llm-srbench,llm-srbench/lsrtransform,I.40.1_4_0,strict,pysr,22.80448499109056,3,3,0.4758248641278137,3,0.4755345123936072,3,-0.11311314192751427,3,1.0150994389101424,3,3,3,0.9999999999999952,3,4.241906930696122e-15,3,1.0,3,2.210353775520161e-22,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/metadata.yaml,6,75000,5000,20000,20000,2,74,75,69.551772,17.855833852046327,1.0,1.0,pysr
sim-datasets-data/srbench1.0/feynman/feynman_I_14_3,feynman_I_14_3,C,srbench1.0,srbench1.0/feynman,feynman_I_14_3,mid-gap,pysr,16.641999996827906,3,3,0.9939947528898744,3,0.002046403134920034,3,0.9499625355666814,3,0.034798620879144884,3,3,3,1.0,3,1.4054912249661874e-20,3,1.0,3,2.5695405989670728e-20,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/metadata.yaml,3,64000,8000,8000,10000,2,37,38,69.265223,17.647434801272745,1.0,1.0,pysr
sim-datasets-data/srbench1.0/feynman/feynman_II_8_7,feynman_II_8_7,C,srbench1.0,srbench1.0/feynman,feynman_II_8_7,mid-gap,pysr,16.67614692199624,3,3,0.9243018136752236,3,0.04235730958102768,3,0.5470409025551534,3,0.3457485816566028,3,3,3,1.0,3,2.301288570065866e-18,3,1.0,3,2.301288058459893e-18,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/metadata.yaml,3,80000,10000,10000,10000,2,81,84,67.991201,16.72087335500452,1.0,1.0,pysr
sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,III.21.20_2_0,A,llm-srbench,llm-srbench/lsrtransform,III.21.20_2_0,strict,pysr,22.50984502818422,3,3,0.804767998445807,3,0.10939393958286485,3,0.4274352201568039,3,0.49069271154914623,3,3,3,0.9999999999999938,3,3.4938298093740734e-15,3,1.0,3,2.964176175547979e-19,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/metadata.yaml,4,75000,5000,20000,20000,2,63,65,66.803786,15.857298555911054,1.0,1.0,pysr
sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2,strogatz_shearflow2,A,srbench1.0,srbench1.0/strogatz,strogatz_shearflow2,strict,pysr,17.20532468893275,3,3,0.8875209791573907,3,0.10796156734996391,3,-1400.222478761115,3,1337.176969818697,3,3,3,0.9999999999999974,3,2.4715832557095165e-15,3,0.9999999999999982,3,1.6341621271457e-15,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/metadata.yaml,2,256,32,32,1000,2,77,72,66.692817,15.77659384174066,1.0,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,feynman-i.43.31,A,srsd,srsd/srsd-feynman_medium,feynman-i.43.31,strict,pysr,23.76245199903229,3,2,-2.399600258087019e+24,3,1.944807032481899e+24,3,-5.447509481696581e+24,3,1.2072726235088883e+23,3,3,3,-0.0014564518040343828,3,0.8116516673790642,3,-26.55923597198409,3,0.9306576222467632,3,1,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/metadata.yaml,2,8000,1000,1000,1000,2,49,50,66.401109,23.746261122500837,0.55,1.0,pysr
sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0,III.15.14_1_0,C,llm-srbench,llm-srbench/lsrtransform,III.15.14_1_0,mid-gap,pysr,15.47787827186294,3,3,0.12618085370715726,3,0.8571915015341925,3,-0.00018531984408443058,3,1.0000786883203854,3,3,3,0.9999999999999923,3,7.61745178409728e-15,3,1.0,3,1.2460795582072681e-17,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/metadata.yaml,3,75000,5000,20000,20000,2,62,64,66.282083,15.47787827186294,1.0,1.0,pysr
sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1,strogatz_shearflow1,C,srbench1.0,srbench1.0/strogatz,strogatz_shearflow1,mid-gap,pysr,14.792069669550568,3,3,0.5660428405469499,3,0.4270888122361654,3,-12.97375118071954,3,11.33566843402078,3,3,3,0.9999999999999988,3,1.1869476608770955e-15,3,0.9999999999999988,3,9.139948177367054e-16,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1/metadata.yaml,2,256,32,32,1000,2,55,53,66.071593,15.324795013603264,1.0,1.0,pysr
sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0,I.11.19_5_0,A,llm-srbench,llm-srbench/lsrtransform,I.11.19_5_0,strict,pysr,22.319760259155544,3,3,0.8203452680136992,3,0.06123582971371197,3,0.5592865609581968,3,0.27615313006301495,3,3,3,0.9999999999999937,3,2.158796228135651e-15,3,1.0,3,2.5495772179313607e-18,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/metadata.yaml,6,75000,5000,20000,20000,2,72,74,65.96014,15.24373787820448,1.0,1.0,pysr
sim-datasets-data/llm-srbench/lsrtransform/II.34.29b_4_0,II.34.29b_4_0,C,llm-srbench,llm-srbench/lsrtransform,II.34.29b_4_0,mid-gap,pysr,14.546922216401196,3,3,0.6525401212723041,3,0.22917282704515585,3,0.14773064943408154,3,0.7715496244881024,3,3,3,0.9999999999999932,3,4.47687136473933e-15,3,0.9999999999999997,3,3.125525997277529e-16,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.34.29b_4_0/metadata.yaml,5,75000,5000,20000,20000,2,77,79,65.00737,14.550814627478248,1.0,1.0,pysr
sim-datasets-data/llm-srbench/lsrtransform/III.15.27_1_0,III.15.27_1_0,C,llm-srbench,llm-srbench/lsrtransform,III.15.27_1_0,mid-gap,pysr,14.482382558948597,3,3,0.4962127699482275,3,0.4168787392027635,3,-5.337078927514227e-05,3,0.9999924230416842,3,3,3,0.9999999999999957,3,3.562913448936686e-15,3,0.9999999999999991,3,9.417734840888484e-16,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.27_1_0/metadata.yaml,3,75000,5000,20000,20000,2,59,61,65.0023,14.547127362477571,1.0,1.0,pysr
sim-datasets-data/srbench1.0/feynman/feynman_II_34_29b,feynman_II_34_29b,C,srbench1.0,srbench1.0/feynman,feynman_II_34_29b,mid-gap,pysr,14.407316081436983,3,3,0.7776008582480044,3,0.12049274735981708,3,0.4435479400436806,3,0.4803566713115263,3,3,3,0.9999999999999987,3,7.253170003806543e-16,3,0.9999999999999991,3,7.70442275218178e-16,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_II_34_29b/metadata.yaml,5,80000,10000,10000,10000,2,77,80,64.947989,14.507628385805013,1.0,1.0,pysr
sim-datasets-data/llm-srbench/lsrtransform/III.15.27_2_0,III.15.27_2_0,C,llm-srbench,llm-srbench/lsrtransform,III.15.27_2_0,mid-gap,pysr,14.547097023995796,3,3,0.4962237703474733,3,0.4168696364857934,3,5.3841819829481e-05,3,0.9998803644537011,3,3,3,0.9999999999999947,3,4.330659906963513e-15,3,0.9999999999999986,3,1.5801363732256622e-15,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.27_2_0/metadata.yaml,3,75000,5000,20000,20000,2,59,61,64.789481,14.392349826950166,1.0,1.0,pysr
sim-datasets-data/srbench1.0/feynman/feynman_III_15_27,feynman_III_15_27,C,srbench1.0,srbench1.0/feynman,feynman_III_15_27,mid-gap,pysr,15.07989546085905,3,3,0.9409004556795352,3,0.025124869103488056,3,0.5990206578711621,3,0.28077322840097946,3,3,3,0.9999999999999991,3,4.029814724884657e-16,3,0.9999999999999994,3,4.144454097302302e-16,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_III_15_27/metadata.yaml,3,64000,8000,8000,10000,2,59,61,64.680174,14.312853545078006,1.0,1.0,pysr
sim-datasets-data/srbench1.0/feynman/feynman_I_12_2,feynman_I_12_2,C,srbench1.0,srbench1.0/feynman,feynman_I_12_2,mid-gap,pysr,15.00825823134499,3,3,0.6974260319218649,3,0.21730503811695523,3,0.26355225979110447,3,0.6213558660802252,3,3,3,0.9999999999999969,3,2.2105799820112195e-15,3,0.9999999999999979,3,1.707339372393718e-15,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_I_12_2/metadata.yaml,4,80000,10000,10000,10000,2,81,83,64.630589,14.276792054810489,1.0,1.0,pysr
sim-datasets-data/nguyen/Nguyen-11,Nguyen-11,A,nguyen,nguyen,Nguyen-11,strict,pysr,12.304752758493752,3,3,0.23383159035020318,3,0.00015686358221199306,3,0.9918911947969528,3,0.0015615496456862236,3,3,3,0.9999999999999875,3,2.5748954753291713e-18,3,1.0,3,1.1580377991091373e-17,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/nguyen/Nguyen-11/metadata.yaml,2,16,2,2,200,42,673,648,64.191284,13.957297792650238,1.0,1.0,pysr
sim-datasets-data/llm-srbench/chem_react/CRK2,CRK2,C,llm-srbench,llm-srbench/chem_react,CRK2,mid-gap,llmsr,11.43301127893307,3,3,0.9999982002542739,3,1.5708403427580154e-06,3,0.9997816701917533,3,2.4010470596994044e-05,3,3,3,-53415607.71105229,3,46621804.339575656,3,-54269488607.179955,3,5968199995.248557,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/chem_react/CRK2/metadata.yaml,2,3500,500,500,500,10,483,476,64.159181,13.933949863407463,1.0,1.0,llmsr
sim-datasets-data/srbench1.0/feynman/feynman_II_3_24,feynman_II_3_24,C,srbench1.0,srbench1.0/feynman,feynman_II_3_24,mid-gap,pysr,16.22864444987286,3,3,0.974334986061467,3,0.014976861764014393,3,0.845039617649809,3,0.10086705114282318,3,3,3,0.9999999999999988,3,6.363963650875653e-16,3,0.9999999999999991,3,6.363963727605334e-16,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_II_3_24/metadata.yaml,2,64000,8000,8000,10000,2,54,56,63.955554,13.785857379795004,1.0,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4,feynman-ii.15.4,A,srsd,srsd/srsd-feynman_easy,feynman-ii.15.4,strict,pysr,31.897946552517645,3,3,-3.4428746120223787e+37,3,3.4421877018881917e+37,3,-2.6569073253480474e+31,3,2.654693424606557e+31,3,3,3,-1797.5912515727684,3,1798.2324030240436,3,-80.37144544830785,3,81.30364168951827,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4/metadata.yaml,3,8000,1000,1000,1000,2,52,51,63.859677,31.897946552517645,0.0,1.0,pysr
sim-datasets-data/nguyen/Nguyen-6,Nguyen-6,A,nguyen,nguyen,Nguyen-6,strict,pysr,26.966818750642545,3,3,0.9999924074804017,3,6.368815614188328e-07,3,0.9824936472049148,3,0.015048646601563395,3,3,3,0.9999999999999994,3,4.814351669213231e-17,3,1.0,3,8.208278789834436e-18,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/nguyen/Nguyen-6/metadata.yaml,1,16,2,2,200,42,684,655,62.452027,12.69238310496712,1.0,1.0,pysr
sim-datasets-data/llm-srbench/chem_react/CRK34,CRK34,C,llm-srbench,llm-srbench/chem_react,CRK34,mid-gap,llmsr,12.724891096666907,3,3,0.9999967295941254,3,3.007490209839251e-06,3,0.5003808948350302,3,0.4056914914622796,3,3,3,-4015906.1762979305,3,3693058.8984444872,3,-1037086417608.9429,3,842115786177.8057,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/chem_react/CRK34/metadata.yaml,2,3500,500,500,500,10,486,483,61.779371,12.203178960509794,1.0,1.0,llmsr
sim-datasets-data/llm-srbench/chem_react/CRK11,CRK11,C,llm-srbench,llm-srbench/chem_react,CRK11,mid-gap,llmsr,14.409290825936344,3,3,0.9999909430714937,3,8.795058702677462e-06,3,0.7075732191723773,3,0.1847148746555359,3,3,3,-2361012558.543089,2,2292746822.9980493,2,-141307240452153.56,2,89258409008118.61,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/chem_react/CRK11/metadata.yaml,2,3500,500,500,500,10,483,475,61.673099,14.55013231486188,1.0,0.833333,llmsr
sim-datasets-data/llm-srbench/lsrtransform/II.34.29b_2_0,II.34.29b_2_0,C,llm-srbench,llm-srbench/lsrtransform,II.34.29b_2_0,mid-gap,pysr,14.92272167866238,3,3,0.6525922503192253,3,0.22913844448249035,3,0.15007865014299382,3,0.770774388604167,3,3,3,0.9999999999999929,2,4.693860182661326e-15,2,0.9999999999999996,2,4.820854589646182e-16,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.34.29b_2_0/metadata.yaml,5,75000,5000,20000,20000,2,76,78,61.530172,14.4461855274042,1.0,0.833333,pysr
sim-datasets-data/llm-srbench/lsrtransform/III.13.18_0_0,III.13.18_0_0,C,llm-srbench,llm-srbench/lsrtransform,III.13.18_0_0,mid-gap,pysr,14.401545982392161,3,3,0.6957371620027036,3,0.22756011527640732,3,0.2428224020008574,3,0.6738893227245203,3,3,3,0.9999999999999911,2,6.650439229205968e-15,2,0.9999999999999996,2,4.2624883957892516e-16,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.13.18_0_0/metadata.yaml,4,75000,5000,20000,20000,2,63,65,61.420722,14.36658559074143,1.0,0.833333,pysr
sim-datasets-data/korns/Korns-3,Korns-3,C,korns,korns,Korns-3,mid-gap,pysr,14.201206017966632,3,3,-0.16098487401016492,3,1.051091879320603,3,-0.015049558817995301,3,1.014357264165503,3,3,3,0.9999999999999951,2,4.430888539423458e-15,2,0.9999999999999842,2,1.5720716600712842e-14,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/korns/Korns-3/metadata.yaml,5,90,10,100,1000,42,714,689,61.043764,14.09243423021056,1.0,0.833333,pysr
sim-datasets-data/keijzer/Keijzer-2,Keijzer-2,A,keijzer,keijzer,Keijzer-2,strict,pysr,10.620940826871433,3,3,0.8608449601375062,3,0.13381844706778379,3,-54.94106011303407,3,11.848841595862107,3,3,3,0.9999999999537493,3,4.4476945418143126e-11,3,0.9999999993533067,3,1.369756908061492e-10,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/keijzer/Keijzer-2/metadata.yaml,1,37,4,4001,410,42,678,651,59.035597,10.207706713335515,1.0,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,feynman-ii.35.18,C,srsd,srsd/srsd-feynman_hard,feynman-ii.35.18,mid-gap,llmsr,11.97000975293118,3,1,0.9999999999998379,2,9.507891407917908e-14,2,0.9999999987845539,2,1.2075268913174398e-11,2,3,3,-0.7053551804241716,3,1.0000000419655306,3,-99.6558528797779,3,1.0000003647606828,3,2,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/metadata.yaml,4,8000,1000,1000,1000,3,128,121,58.12543,11.970009576292345,1.0,0.833333,llmsr
sim-datasets-data/keijzer/Keijzer-1,Keijzer-1,A,keijzer,keijzer,Keijzer-1,strict,pysr,10.890874023232774,3,3,0.999857457634215,3,0.00012003428854765273,3,0.8903819319341851,3,0.027395928868356564,3,3,3,0.9999999999988187,3,9.947433404430415e-13,3,0.9999999999868151,3,3.2951749601717766e-12,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/keijzer/Keijzer-1/metadata.yaml,1,19,2,2001,210,42,678,651,57.375964,9.000700916758701,1.0,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2,feynman-bonus.2,C,srsd,srsd/srsd-feynman_hard,feynman-bonus.2,mid-gap,llmsr,11.46471749778538,3,3,-0.04055681148577306,3,1.0122808872422118,3,-0.005202866954450824,3,0.9941992166311747,3,3,3,-1905594100975135.8,3,1853811791885051.0,3,-479367636771482.06,3,474120144922091.3,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/metadata.yaml,6,8000,1000,1000,1000,2,131,129,57.164513,14.970589797569646,0.663198,1.0,llmsr
sim-datasets-data/llm-srbench/phys_osc/PO18,PO18,A,llm-srbench,llm-srbench/phys_osc,PO18,strict,pysr,10.524806620582346,3,3,0.999931202265033,3,6.850209259148843e-05,3,0.9999030718342728,3,8.989531358354351e-05,3,3,3,0.999999999999998,2,1.937665130835087e-15,2,0.9999999999999978,2,2.029920776013121e-15,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/phys_osc/PO18/metadata.yaml,3,3500,500,500,500,10,475,470,56.238011,10.59734153880749,1.0,0.833333,pysr
sim-datasets-data/korns/Korns-4,Korns-4,A,korns,korns,Korns-4,strict,llmsr,7.403252838253199,3,3,0.9999999398754852,3,9.165413945695579e-11,3,0.9999999043691569,3,1.544701218870503e-10,3,3,3,-0.9144825362311492,3,0.0029184476536901864,3,-0.923551208092196,3,0.003107064417577363,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/korns/Korns-4/metadata.yaml,5,90,10,100,1000,42,691,664,55.179473,7.403252796032668,1.0,1.0,llmsr
sim-datasets-data/nguyen/Nguyen-9,Nguyen-9,A,nguyen,nguyen,Nguyen-9,strict,pysr,26.649150264962174,3,3,0.8558510986602524,3,9.275385920399708e-05,3,0.9998261122510527,3,8.264102894128574e-06,3,3,3,0.9999999998701175,2,8.357404764978368e-14,2,0.9999999999999566,2,2.0649599317403064e-15,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/nguyen/Nguyen-9/metadata.yaml,2,16,2,2,200,42,685,656,54.486854,9.323772319350958,1.0,0.833333,pysr
sim-datasets-data/keijzer/Keijzer-10,Keijzer-10,A,keijzer,keijzer,Keijzer-10,strict,llmsr,0.21320805085873618,3,3,0.9793380209640815,3,0.002708225260562556,3,0.9883908327943423,3,0.0017748686889621473,3,3,3,,0,,0,0.9999999999999997,3,3.527401436388373e-17,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/keijzer/Keijzer-10/metadata.yaml,2,90,10,10201,1000,42,673,648,53.839853,13.701711340522753,1.0,0.5,llmsr
sim-datasets-data/llm-srbench/chem_react/CRK24,CRK24,C,llm-srbench,llm-srbench/chem_react,CRK24,mid-gap,llmsr,13.508787165365511,3,3,0.999991740027974,3,7.506206012456544e-06,3,0.18029701109913862,3,0.289882060706569,3,3,3,-18955820.316257227,2,17226002.640972532,2,-4052749755268.6963,2,1433225773839.0542,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/chem_react/CRK24/metadata.yaml,2,3500,500,500,500,11,526,520,53.563498,12.527428649653778,0.786865,0.833333,llmsr
sim-datasets-data/nguyen/Nguyen-8,Nguyen-8,B,nguyen,nguyen,Nguyen-8,one-sided,llmsr,,3,3,0.9999986902934769,3,1.567511604336875e-07,3,0.9420505079806077,3,1.118360054070979e-05,3,3,3,0.9999999997290837,3,3.24244065411624e-11,3,0.9999995303386647,3,9.063935817029935e-11,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/nguyen/Nguyen-8/metadata.yaml,1,16,2,2,200,42,667,639,51.033227,4.387801776726071,1.0,1.0,pysr
sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,A,llm-srbench,llm-srbench/bio_pop_growth,BPG0,strict,llmsr,6.408354157123256,3,3,0.9999966740590388,3,2.9282794380226888e-06,3,0.9026793826990248,3,0.09251136526949472,3,3,3,0.9999999936221463,3,5.615294424476846e-09,3,0.9999847923132249,3,1.4456174911075786e-05,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/metadata.yaml,2,3500,500,500,500,2,128,130,49.484825,3.2616908407675282,1.0,1.0,pysr
sim-datasets-data/llm-srbench/matsci/MatSci21,MatSci21,B,llm-srbench,llm-srbench/matsci,MatSci21,one-sided,llmsr,,3,3,0.9997712230478291,3,0.0002277299355652526,3,0.9646851778027051,3,0.0009467498517814714,3,3,3,0.9999999999499068,1,4.986385550344837e-11,1,0.9999999997029725,1,7.962966450745357e-12,1,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/matsci/MatSci21/metadata.yaml,2,3500,500,500,500,2,175,176,48.463505,7.367397313855349,1.0,0.666667,pysr
sim-datasets-data/llm-srbench/lsrtransform/II.21.32_2_0,II.21.32_2_0,C,llm-srbench,llm-srbench/lsrtransform,II.21.32_2_0,mid-gap,pysr,14.562599340985,3,3,0.4547394288478366,3,0.448967871112316,3,1.7658514657181712e-05,3,0.9999437852475256,3,3,3,0.9981953028665105,3,0.001485988668340977,3,0.9954159403230256,3,0.0045838829297581395,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.21.32_2_0/metadata.yaml,5,75000,5000,20000,20000,2,89,91,48.313023,2.4094709168821753,1.0,1.0,pysr
sim-datasets-data/srbench1.0/feynman/feynman_I_24_6,feynman_I_24_6,A,srbench1.0,srbench1.0/feynman,feynman_I_24_6,relaxed,llmsr,0.03160884058771163,3,3,0.9590397420042484,3,0.015053786423337568,3,0.8865796152471996,3,0.07432816769191414,3,3,3,0.9996219015838355,3,0.00013895939826684176,3,0.9960408908243178,3,0.0025945365232366933,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/metadata.yaml,4,64000,8000,8000,10000,2,89,90,47.400648,1.7459257317928343,1.0,1.0,pysr
sim-datasets-data/llm-srbench/chem_react/CRK9,CRK9,C,llm-srbench,llm-srbench/chem_react,CRK9,mid-gap,llmsr,12.527744314544202,3,3,0.9999979901886955,3,1.8026969334497166e-06,3,-1.2370932827157062,3,0.530586524426406,3,3,3,-19070.93996897793,3,17106.54508724487,3,-12885618563.356194,3,3056169191.499458,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/chem_react/CRK9/metadata.yaml,2,3500,500,500,500,10,490,480,47.319642,9.868830382012128,0.55,1.0,llmsr
sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0,II.36.38_4_0,A,llm-srbench,llm-srbench/lsrtransform,II.36.38_4_0,strict,pysr,22.268513563005303,3,3,0.6065288840356953,3,0.2682469303798942,3,0.20713760648364554,3,0.7410273543681218,3,3,3,0.9827218056686786,3,0.011779321032308542,3,0.9175777946530873,3,0.07703368108875884,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/metadata.yaml,8,75000,5000,20000,20000,2,107,109,46.609141,1.1702840456610328,1.0,1.0,pysr
sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b,feynman_I_6_2b,A,srbench1.0,srbench1.0/feynman,feynman_I_6_2b,relaxed,llmsr,0.32419716107594276,3,3,0.8682724248728363,3,0.011459912135359185,3,0.5426131324176977,3,0.1925353900871375,3,3,3,0.996125689703064,3,0.0003370536164895163,3,0.8732729386601822,3,0.05334530988751653,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b/metadata.yaml,3,64000,8000,8000,10000,2,123,121,46.436116,1.0444483116871262,1.0,1.0,pysr
sim-datasets-data/llm-srbench/phys_osc/PO21,PO21,A,llm-srbench,llm-srbench/phys_osc,PO21,strict,pysr,10.52363922200389,3,3,0.9439771018771731,3,0.0560037699825105,3,0.9015054830041654,3,0.0919460117926753,3,3,3,0.9921043766882457,3,0.007892927474950942,3,0.9834341341949641,3,0.015464467862004215,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/phys_osc/PO21/metadata.yaml,3,3500,500,500,500,10,441,434,46.117309,0.8125885334073298,1.0,1.0,pysr
sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,first_principles_leavitt,B,srbench2025,srbench2025/firstprinciples,first_principles_leavitt,one-sided,llmsr,,3,3,0.7553730669186983,3,0.00029010833447643046,3,0.26424363351518376,3,0.011146063674958696,3,3,3,0.7669989499778666,3,0.0002763209500350284,3,0.9582285962891571,3,0.0006328001316221987,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt/metadata.yaml,1,19,2,2,3,13,321,310,45.871063,0.6335006756459055,1.0,1.0,pysr
