dataset_dir,dataset,family,subgroup,basename,pysr_status,llmsr_status,id_gap_log10_nmse,ood_gap_log10_nmse,overall_gap_score,signed_advantage,advantage_side,pool,selection_mode,pysr_id_r2,pysr_id_nmse,pysr_ood_r2,pysr_ood_nmse,llmsr_id_r2,llmsr_id_nmse,llmsr_ood_r2,llmsr_ood_nmse,selection_note
sim-datasets-data/nguyen/Nguyen-6,Nguyen-6,nguyen,nguyen,Nguyen-6,timed_out,ok,23.923717847618764,30.009919653666326,26.966818750642545,26.966818750642545,pysr,A,strict,1.0,1.2300930501264842e-31,1.0,5.9729956614313955e-33,0.9999987697792204,1.0319432446963317e-07,0.9928909742748221,0.006110993938706621,
sim-datasets-data/nguyen/Nguyen-9,Nguyen-9,nguyen,nguyen,Nguyen-9,timed_out,ok,26.03258126455428,27.265719265370063,26.649150264962174,26.649150264962174,pysr,A,strict,1.0,2.1773833746559294e-31,1.0,7.81328683255247e-33,0.9635249819520697,2.347016631439352e-05,0.9996968718263726,1.440631920380608e-05,
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31,feynman-ii.8.31,srsd,srsd/srsd-feynman_easy_dummy,feynman-ii.8.31,timed_out,ok,26.29590910060639,25.345872133601773,25.820890617104084,25.820890617104084,pysr,A,strict,-0.00210293917052895,0.7961221474404421,-35.24477505847622,0.8386894362667813,-1.9807124733896118e+26,1.5735799249149457e+26,-8.037436270512116e+26,1.8598302469446706e+25,
sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,III.21.20_3_0,llm-srbench,llm-srbench/lsrtransform,III.21.20_3_0,timed_out,ok,14.184127384923672,36.56413120543755,25.37412929518061,25.37412929518061,pysr,A,strict,0.999999999999996,3.58161795392675e-15,1.0,1.333114012124983e-25,0.3921912440603732,0.5472763026039137,-488655009719.2614,488650670111.5727,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38,feynman-ii.36.38,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.36.38,timed_out,ok,27.016218897792427,23.59794745827843,25.307083178035427,25.307083178035427,pysr,A,strict,0.9999999999999967,3.295264427447622e-15,0.9999999999999992,8.107520538985531e-16,-3425804593906.1685,3420654161712.8433,-321321329.2774501,321244363.1199999,
sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,feynman-i.43.31,srsd,srsd/srsd-feynman_medium,feynman-i.43.31,timed_out,ok,24.372454046012013,23.152449952052567,23.76245199903229,23.76245199903229,pysr,A,strict,-0.0014764631634847092,0.8116678858031043,-46.33758528646411,0.9308685876168049,-2.3609935080442778e+24,1.9135173711579506e+24,-6.72443891251734e+24,1.3223253605207417e+23,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,feynman-i.43.31,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.43.31,timed_out,ok,24.39325260463249,23.02108048320631,23.7071665439194,23.7071665439194,pysr,A,strict,-0.0014764631634847092,0.8116678858031043,-46.33758528646411,0.9308685876168049,-2.476813758172502e+24,2.0073863551297953e+24,-2.8936506200550624e+24,9.771671494851813e+22,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32,feynman-iii.4.32,srsd,srsd/srsd-feynman_medium_dummy,feynman-iii.4.32,timed_out,ok,23.72503173027993,23.458734811076983,23.59188327067846,23.59188327067846,pysr,A,strict,0.9999999999954325,3.695732117466182e-12,0.9999999999067796,9.010225296006228e-11,-2424964412893.2046,1962150043928.9421,-26808128901234.418,25910181874925.605,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3,feynman-bonus.3,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.3,timed_out,ok,21.123282262137174,25.833625598569157,23.478453930353165,23.478453930353165,pysr,A,strict,0.9724874444860608,0.017910522526568516,0.9978502589660894,0.0010807365114178706,-3.6543756969181364e+19,2.3789785069960413e+19,-1.465587475054808e+23,7.367928834140184e+22,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17,feynman-bonus.17,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.17,timed_out,ok,14.390070608815826,32.1604149045887,23.275242756702262,23.275242756702262,pysr,A,strict,0.9999999999999956,3.998304384285721e-15,1.0,2.3096907542515836e-32,-0.07914745128234024,0.9816269246604148,-2.417579289113779,3.341709862763,
sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0,I.40.1_4_0,llm-srbench,llm-srbench/lsrtransform,I.40.1_4_0,timed_out,ok,14.037005690722491,31.571964291458627,22.80448499109056,22.80448499109056,pysr,A,strict,0.9999999999999953,4.24190715076025e-15,1.0,2.3949568812459432e-32,0.490831856815216,0.4619200876303571,0.019849619624790593,0.8938445371721508,
sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,III.21.20_2_0,llm-srbench,llm-srbench/lsrtransform,III.21.20_2_0,timed_out,ok,13.534945710838382,31.484744345530057,22.50984502818422,22.50984502818422,pysr,A,strict,0.9999999999999938,3.492749661220478e-15,1.0,1.647201499468087e-32,0.7863657334318407,0.11970524229502252,0.4131783921761528,0.5029109300393427,
sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0,I.11.19_5_0,llm-srbench,llm-srbench/lsrtransform,I.11.19_5_0,timed_out,ok,13.4532889176011,31.186231600709988,22.319760259155544,22.319760259155544,pysr,A,strict,0.9999999999999937,2.1563372690130707e-15,1.0,1.798532828589858e-32,0.8203452680136991,0.06123582971371197,0.5592865609581968,0.27615313006301495,
sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0,II.37.1_2_0,llm-srbench,llm-srbench/lsrtransform,II.37.1_2_0,timed_out,ok,13.131017359974779,31.43063767574737,22.280827517861074,22.280827517861074,pysr,A,strict,0.9999999999999951,2.6981693009201155e-15,1.0,1.20567098707207e-32,0.9334403228889789,0.036482665112099834,0.5921070599241582,0.3249873720542517,
sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0,II.36.38_4_0,llm-srbench,llm-srbench/lsrtransform,II.36.38_4_0,timed_out,ok,13.503241612771857,31.03378551323875,22.268513563005303,22.268513563005303,pysr,A,strict,0.9999999999999877,8.419632738745158e-15,1.0,6.855651406389658e-32,0.6065288840356953,0.2682469303798942,0.20713760648364554,0.7410273543681218,
sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,II.34.2_1_0,llm-srbench,llm-srbench/lsrtransform,II.34.2_1_0,timed_out,ok,13.11799745266792,31.39654718274557,22.257272317706747,22.257272317706747,pysr,A,strict,0.9999999999999949,2.561539371151211e-15,1.0,1.2796532212497775e-32,0.9332344851896218,0.03361231988966118,0.5910590043023001,0.31888895475750123,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11,feynman-i.12.11,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.12.11,timed_out,ok,20.37602119809194,23.674726893328238,22.025374045710088,22.025374045710088,pysr,A,strict,1.0,4.172420826497718e-21,1.0,2.1247386097749784e-24,0.007117414049491844,0.991766198651127,-0.0046913667257515446,1.0046907483483203,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32,feynman-ii.21.32,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.21.32,timed_out,ok,19.850706614884725,22.538093318845412,21.19439996686507,21.19439996686507,pysr,A,strict,0.9999925576531837,7.439541500847341e-06,0.9984731590932081,0.0015268371307522771,-527735754956248.5,527536830441408.0,-5.270928266247138e+19,5.270915230682227e+19,
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1,feynman-i.12.1,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.12.1,timed_out,ok,21.50268938821619,20.538048065585738,21.020368726900962,21.020368726900962,pysr,A,strict,1.0,3.8315666708082666e-32,1.0,1.7573167888453363e-32,0.999999999848185,1.2191742321784145e-10,0.9999999997877527,6.0659401883924164e-12,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7,feynman-i.10.7,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.10.7,timed_out,ok,22.071848572050357,18.72349829303432,20.39767343254234,20.39767343254234,pysr,A,strict,0.9999999998589475,8.009829974942444e-11,0.999968989364159,3.89862280354652e-07,-1664291655919.2012,945087174323.1659,-143144080689494.25,2062573871002.8787,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7,feynman-bonus.7,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.7,timed_out,ok,21.97819334257708,18.54435271129663,20.261273026936856,20.261273026936856,pysr,A,strict,-19.652693795050972,14.950063220889003,-57527645.63762471,429162.8671535201,-1.9641291839647784e+23,1.421793000257577e+23,-2.0147878323067088e+26,1.5030549194293875e+24,
sim-datasets-data/srbench1.0/strogatz/strogatz_lv1,strogatz_lv1,srbench1.0,srbench1.0/strogatz,strogatz_lv1,timed_out,ok,18.643781858373828,20.003464054564738,19.323622956469283,19.323622956469283,pysr,A,strict,1.0,3.371896057449356e-29,1.0,2.1294175110456547e-32,0.9999999998429036,1.4847592408087594e-10,0.9999999999963108,2.1464702605533205e-12,
sim-datasets-data/srbench1.0/strogatz/strogatz_lv2,strogatz_lv2,srbench1.0,srbench1.0/strogatz,strogatz_lv2,timed_out,ok,16.699679631994847,21.42638793504733,19.06303378352109,19.06303378352109,pysr,A,strict,1.0,5.035160476128238e-29,1.0,2.1097034805317004e-32,0.999999999997433,2.5216972716148087e-12,0.9999999999182625,5.631308946864632e-11,
sim-datasets-data/korns/Korns-1,Korns-1,korns,korns,Korns-1,timed_out,ok,-18.56795017746158,-18.434026804877956,18.500988491169768,-18.500988491169768,llmsr,A,strict,-1.290473301460708,2.27196718641861,-0.8637908789199837,1.8637851514937267,1.0,6.144009480933441e-19,1.0,6.860709689510353e-19,
sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2,strogatz_shearflow2,srbench1.0,srbench1.0/strogatz,strogatz_shearflow2,timed_out,ok,16.33005407002241,18.080595307843083,17.20532468893275,17.20532468893275,pysr,A,strict,1.0,1.2161490377078204e-17,1.0,1.8212999591261156e-18,0.7290786589346494,0.2600404270134725,-1.2977088304867248,2.192687726643087,
sim-datasets-data/srbench1.0/strogatz/strogatz_glider2,strogatz_glider2,srbench1.0,srbench1.0/strogatz,strogatz_glider2,timed_out,ok,13.304560202168188,13.913313866143712,13.60893703415595,13.60893703415595,pysr,A,strict,0.9999999999999986,1.791871615168842e-16,0.9999999999999878,1.2080816866390066e-14,0.9708645924111969,0.0036129927665337273,0.0026216577590182366,0.98948716920606,below_q75_backfill
sim-datasets-data/nguyen/Nguyen-11,Nguyen-11,nguyen,nguyen,Nguyen-11,timed_out,ok,12.215874601365424,12.39363091562208,12.304752758493752,12.304752758493752,pysr,A,strict,0.999999999999761,4.894293323018044e-17,0.9999999999999984,2.9083703437173776e-16,0.6070233845215023,8.04571408232277e-05,0.9962616350639194,0.0007199140064665396,below_q75_backfill
sim-datasets-data/srbench2025/firstprinciples/first_principles_planck,first_principles_planck,srbench2025,srbench2025/firstprinciples,first_principles_planck,timed_out,ok,12.10615244571694,12.08439719971607,12.095274822716505,12.095274822716505,pysr,A,strict,0.9995723606226831,0.0001389154446265638,0.9444961268155441,0.0006211236637695195,-546047135.7951347,177379317.29037216,-67409404401.65575,754354134.8178277,below_q75_backfill
sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,strogatz_bacres2,timed_out,ok,11.19518882191805,12.35335150481568,11.774270163366864,11.774270163366864,pysr,A,strict,0.999999999999998,3.3253528456825025e-16,0.9999999999998928,1.072100809469807e-13,0.9996891603302306,5.212265818177995e-05,0.7581270444957721,0.24187285377800863,below_q75_backfill
sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,strogatz_predprey2,timed_out,ok,10.748911709931035,11.814865248418945,11.28188847917499,11.28188847917499,pysr,A,strict,0.999999999999933,5.171449822199025e-14,0.9999999999997708,1.848409215102169e-13,0.9962442829150234,0.002900841668192131,0.8503497289035169,0.12068780076125901,below_q75_backfill
sim-datasets-data/keijzer/Keijzer-1,Keijzer-1,keijzer,keijzer,Keijzer-1,timed_out,ok,9.73483369935674,12.046914347108808,10.890874023232774,10.890874023232774,pysr,A,strict,0.9999999999892868,9.021536995063784e-12,0.999999999992416,1.895407716838461e-12,0.9418227921983514,0.04899076642721786,-7.449151653815983,2.1116259553755667,below_q75_backfill
sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,strogatz_barmag1,srbench1.0,srbench1.0/strogatz,strogatz_barmag1,timed_out,ok,8.118641398664055,13.38923873222691,10.753940065445484,10.753940065445484,pysr,A,strict,0.9999999999886189,5.545210061030608e-12,0.9999999999963645,2.130958849153723e-12,0.9985043563625507,0.0007287178390389035,-88.0856183947708,52.21722586083839,below_q75_backfill
sim-datasets-data/keijzer/Keijzer-2,Keijzer-2,keijzer,keijzer,Keijzer-2,timed_out,ok,9.450622820223876,11.791258833518988,10.620940826871433,10.620940826871433,pysr,A,strict,0.9999999999520457,4.611526003062546e-11,0.9999999998763112,2.619846280619828e-11,0.8646524382613888,0.13015698564830516,-75.48731962846188,16.200732208837024,below_q75_backfill
sim-datasets-data/llm-srbench/phys_osc/PO18,PO18,llm-srbench,llm-srbench/phys_osc,PO18,timed_out,ok,10.47454609817626,10.57506714298843,10.524806620582346,10.524806620582346,pysr,A,strict,0.9999999999999977,2.2862859353173073e-15,0.9999999999999974,2.3711958360728803e-15,0.999931522650111,6.818308429434826e-05,0.9999038946622899,8.913218779785549e-05,below_q75_backfill
sim-datasets-data/llm-srbench/phys_osc/PO21,PO21,llm-srbench,llm-srbench/phys_osc,PO21,timed_out,ok,10.920339694087009,10.126938749920772,10.52363922200389,10.52363922200389,pysr,A,strict,0.9999999999996547,3.4518410203075813e-13,0.9999999999989011,1.025849857531856e-12,0.971256557033254,0.028733628968743985,0.9852802067190087,0.0137411332922929,below_q75_backfill
sim-datasets-data/llm-srbench/chem_react/CRK23,CRK23,llm-srbench,llm-srbench/chem_react,CRK23,timed_out,ok,-9.320516386736427,-9.39160757241735,9.35606197957689,-9.35606197957689,llmsr,A,strict,-12731.609212171212,10580.341348197771,-30308075823.05543,9288784609.028578,0.9999939130319353,5.058052032101148e-06,-11.301293842553635,3.7700865465421316,below_q75_backfill
sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,BPG9,llm-srbench,llm-srbench/bio_pop_growth,BPG9,timed_out,ok,-8.417593126437778,-9.27545263656111,8.846522881499443,-8.846522881499443,llmsr,A,strict,-1422035.224554778,1254321.1903859416,-75587733372.09377,69809938712.93613,0.994563523273101,0.004795298348833779,-39.086550469053854,37.02240438464853,below_q75_backfill
sim-datasets-data/llm-srbench/phys_osc/PO27,PO27,llm-srbench,llm-srbench/phys_osc,PO27,timed_out,ok,-6.802929451752833,-9.529063960803533,8.165996706278182,-8.165996706278182,llmsr,A,strict,-123.51788636602132,124.27810348413371,-99236.9889364221,64158.653788851465,0.9999803979140843,1.95643383696362e-05,0.9999706496020608,1.8975414960764505e-05,below_q75_backfill
sim-datasets-data/llm-srbench/bio_pop_growth/BPG7,BPG7,llm-srbench,llm-srbench/bio_pop_growth,BPG7,timed_out,ok,-7.257276778126151,-8.534745098653644,7.896010938389898,-7.896010938389898,llmsr,A,strict,-125269.62842273938,112410.4195836324,-24522019938.27885,22950021986.560417,0.9930725647056386,0.006216268872299162,-70.58320555820764,66.99432369345232,below_q75_backfill
sim-datasets-data/korns/Korns-4,Korns-4,korns,korns,Korns-4,timed_out,ok,-7.502999874562322,-7.303505801944075,7.403252838253199,-7.403252838253199,llmsr,A,strict,-0.9144827596096672,0.002918447994209622,-0.9235513576568888,0.0031070646591654905,0.9999999398754851,9.165413945695579e-11,0.999999904369157,1.544701218870503e-10,below_q75_backfill
sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,BPG16,llm-srbench,llm-srbench/bio_pop_growth,BPG16,timed_out,ok,-6.563087289911133,-7.943058601323413,7.253072945617273,-7.253072945617273,llmsr,A,strict,-51816.92414599169,50265.71145560545,-1071895006.6416255,1005580446.7354363,0.9858292537613659,0.013746259682941894,-11.220631451048291,11.464581835278848,below_q75_backfill
sim-datasets-data/llm-srbench/bio_pop_growth/BPG8,BPG8,llm-srbench,llm-srbench/bio_pop_growth,BPG8,timed_out,ok,-6.829638044661731,-6.739771519042075,6.784704781851904,-6.784704781851904,llmsr,A,strict,-31.100536439094974,30.42257273290661,-378622.29502066394,351532.1580861552,0.9999952480239253,4.503580120345691e-06,0.9310656298793757,0.06400199938434928,below_q75_backfill
sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench,llm-srbench/bio_pop_growth,BPG0,timed_out,ok,-6.540051045936272,-6.276657268310241,6.408354157123256,-6.408354157123256,llmsr,A,strict,-11.351234852508286,10.874476569227339,-209489.18150708592,199137.89327742538,0.9999964382836185,3.135864696856639e-06,0.8892085095833886,0.10531655391154353,below_q75_backfill
sim-datasets-data/llm-srbench/chem_react/CRK5,CRK5,llm-srbench,llm-srbench/chem_react,CRK5,timed_out,ok,-6.454796428136951,-5.050822290552709,5.75280935934483,-5.75280935934483,llmsr,A,strict,-127.56720168717052,4.634799905097247,-72982.35759031953,42.32962785120285,0.9999548836701373,1.6264269473252562e-06,0.3507655618326234,0.0003765495732612744,below_q75_backfill
sim-datasets-data/llm-srbench/chem_react/CRK16,CRK16,llm-srbench,llm-srbench/chem_react,CRK16,timed_out,ok,-5.674391693251809,-4.302334227606298,4.988362960429054,-4.988362960429054,llmsr,A,strict,-7.386267488233834,6.13698918287792,-81694975.38524991,2157710.419714092,0.9999822508721676,1.2988639542667112e-05,-4071.5002905589736,107.56201543886255,below_q75_backfill
sim-datasets-data/llm-srbench/chem_react/CRK15,CRK15,llm-srbench,llm-srbench/chem_react,CRK15,timed_out,ok,-4.849318223619383,-2.923417189972735,3.886367706796059,-3.886367706796059,llmsr,A,strict,-6.018524724384925,1.478001137310244,-3795.7310892182554,20.141311328907253,0.9999007049473251,2.091012093650911e-05,-3.5288991358037896,0.02402539588080884,below_q75_backfill
sim-datasets-data/nguyen/Nguyen-7,Nguyen-7,nguyen,nguyen,Nguyen-7,timed_out,ok,-3.343378709739878,-1.980068403597393,2.6617235566686355,-2.6617235566686355,llmsr,A,strict,0.9983352864622337,3.580824856472015e-05,0.630759069492832,0.00020486959153231496,0.9999992449759222,1.6240686002981168e-08,0.9961341817396303,2.144910118312895e-06,below_q75_backfill
sim-datasets-data/korns/Korns-8,Korns-8,korns,korns,Korns-8,timed_out,ok,-1.9807170881753566,-2.89210190470214,2.436409496438748,-2.436409496438748,llmsr,A,strict,-74.24969509242192,20.743254331153846,-805.1808232969715,206.22156787783086,0.21333893386694458,0.21685018852465637,-0.03354778036804196,0.2643821802563959,below_q75_backfill
sim-datasets-data/llm-srbench/matsci/MatSci23,MatSci23,llm-srbench,llm-srbench/matsci,MatSci23,timed_out,ok,0.485592238904184,-2.302427146259741,1.3940096925819625,-0.9084174536777785,llmsr,A,strict,0.9999979075206197,9.585883593233157e-07,0.9991072593226371,3.2459756253071014e-06,0.9999935989174801,2.9324079599012865e-06,0.9999955506335327,1.617774956035965e-08,below_q75_backfill
sim-datasets-data/korns/Korns-2,Korns-2,korns,korns,Korns-2,timed_out,ok,-1.907229220481792,-0.6726661044568175,1.2899476624693047,-1.2899476624693047,llmsr,A,strict,-92.43849480171275,93.39541430176259,-4.2295649707767256,5.228990197080962,-0.15690211039448165,1.1563687122333175,-0.11121848817803337,1.1110963558093145,below_q75_backfill
sim-datasets-data/llm-srbench/phys_osc/PO37,PO37,llm-srbench,llm-srbench/phys_osc,PO37,timed_out,ok,-1.4644180503475004,-0.9535516104518582,1.2089848303996793,-1.2089848303996793,llmsr,A,strict,0.9856812894719287,0.014293071567981814,0.9862103773859531,0.013789609275465693,0.9995085426223544,0.0004905773782862299,0.9984653802949905,0.0015346182205852137,below_q75_backfill
sim-datasets-data/llm-srbench/bio_pop_growth/BPG14,BPG14,llm-srbench,llm-srbench/bio_pop_growth,BPG14,timed_out,ok,-1.1621617681793488,-0.7361975475001059,0.9491796578397274,-0.9491796578397274,llmsr,A,strict,0.9997709423952883,0.00012908243427115878,-153.4379156936562,1.6642846276713008,0.9999842317699752,8.885980966729483e-06,-27.350216789355596,0.3055132528935798,below_q75_backfill
sim-datasets-data/srbench2025/firstprinciples/first_principles_kepler,first_principles_kepler,srbench2025,srbench2025/firstprinciples,first_principles_kepler,timed_out,ok,-1.5273443061423917,0.05998922806551077,0.7936667671039512,-0.7336775390384405,llmsr,A,strict,,0.00866938586044826,,0.07184262808461139,,0.000257421031957635,,0.0824843277046506,below_q75_backfill
sim-datasets-data/srbench1.0/feynman/feynman_test_8,feynman_test_8,srbench1.0,srbench1.0/feynman,feynman_test_8,timed_out,ok,-0.41227895620999133,-0.7841388658661128,0.5982089110380521,-0.5982089110380521,llmsr,A,relaxed,0.9595582425561724,0.0038326628988452514,0.7684208805092619,0.06827565200018462,0.9843486766496226,0.0014832749641540924,0.9619319586427337,0.01122346587098627,relaxed_A_for_llmsr_balance
sim-datasets-data/llm-srbench/chem_react/CRK6,CRK6,llm-srbench,llm-srbench/chem_react,CRK6,timed_out,ok,-1.03583044842276,0.02589928549325804,0.530864866958009,-0.504965581464751,llmsr,A,strict,0.9995293533835781,0.0001051284302471215,-2.5231980620055636,0.052794028290872444,0.9999566624363636,9.680320386579782e-06,-2.73969637948642,0.05603818831164181,below_q75_backfill
sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,feynman_I_27_6,srbench1.0,srbench1.0/feynman,feynman_I_27_6,timed_out,ok,-0.5121258612171724,-0.38802893815259076,0.4500773996848816,-0.4500773996848816,llmsr,A,relaxed,0.9488669532234595,0.008920009897119992,0.7967457344765384,0.09595111843946,0.9842755374748043,0.0027430863246738616,0.9168215677753593,0.0392664015263869,relaxed_A_for_llmsr_balance
sim-datasets-data/srbench1.0/feynman/feynman_I_6_2,feynman_I_6_2,srbench1.0,srbench1.0/feynman,feynman_I_6_2,timed_out,ok,-0.3840385885245694,-0.4411591192619664,0.4125988538932679,-0.4125988538932679,llmsr,A,relaxed,0.9829213967193483,0.0021416580237992315,0.8675489682600022,0.05120484729410059,0.9929463523455951,0.0008845279000785118,0.9520381168839457,0.018541802722352327,relaxed_A_for_llmsr_balance
sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0,I.13.12_3_0,llm-srbench,llm-srbench/lsrtransform,I.13.12_3_0,timed_out,ok,-0.0002504278938267356,-0.7803648835150776,0.3903076557044522,-0.3903076557044522,llmsr,A,relaxed,-0.0005160207486949453,1.0005040254196558,-298.17080760184393,294.4075542068122,6.074203455108673e-05,0.999927269551301,-48.60829835527311,48.818458940603406,relaxed_A_for_llmsr_balance
sim-datasets-data/llm-srbench/lsrtransform/II.36.38_5_0,II.36.38_5_0,llm-srbench,llm-srbench/lsrtransform,II.36.38_5_0,timed_out,ok,-0.01059852526845655,-0.7267488985834937,0.3686737119259751,-0.3686737119259751,llmsr,A,relaxed,-0.025535571081376274,1.0252875782030588,-4.331640749965927,5.331276226386601,-0.0008113071433526464,1.0005692930351053,-0.0002578768374597029,1.0001894893375112,relaxed_A_for_llmsr_balance
sim-datasets-data/srbench1.0/feynman/feynman_I_6_2b,feynman_I_6_2b,srbench1.0,srbench1.0/feynman,feynman_I_6_2b,timed_out,ok,-0.349764208276663,-0.29863011387522254,0.32419716107594276,-0.32419716107594276,llmsr,A,relaxed,0.6950667137244957,0.026528300277980314,0.046495573892787134,0.40137432804043144,0.8637173323848351,0.011856191802927168,0.520605994159848,0.2017992173840903,relaxed_A_for_llmsr_balance
sim-datasets-data/srbench1.0/feynman/feynman_test_7,feynman_test_7,srbench1.0,srbench1.0/feynman,feynman_test_7,timed_out,ok,-0.38619869957531083,-0.21444342046013531,0.3003210600177231,-0.3003210600177231,llmsr,A,relaxed,0.9954854803187776,0.00021565975267753297,0.9825812617632312,0.002698894867302732,0.998144705525656,8.862788862018527e-05,0.9893690207051364,0.0016471856378634693,relaxed_A_for_llmsr_balance
sim-datasets-data/srbench1.0/feynman/feynman_test_4,feynman_test_4,srbench1.0,srbench1.0/feynman,feynman_test_4,timed_out,ok,-0.31194497023920054,-0.2731256486528213,0.2925353094460109,-0.2925353094460109,llmsr,A,relaxed,0.9641706274465418,0.0010758063464701225,0.6673017257005855,0.03443579987021171,0.9825299465950847,0.0005245527059715652,0.8226117294640948,0.018360500956491308,relaxed_A_for_llmsr_balance
sim-datasets-data/korns/Korns-5,Korns-5,korns,korns,Korns-5,timed_out,ok,-0.28756080950160534,-0.23546492725542256,0.26151286837851395,-0.26151286837851395,llmsr,A,strict,-0.9774255622174033,0.13333825933675117,-0.9406616938434278,0.08436083154304758,-0.019857125346741666,0.06876919994572556,-0.12845671780492718,0.04905416919206854,below_q75_backfill
sim-datasets-data/keijzer/Keijzer-10,Keijzer-10,keijzer,keijzer,Keijzer-10,timed_out,ok,-0.06381862234091695,-0.3625974793765554,0.21320805085873618,-0.21320805085873618,llmsr,A,strict,0.9759121604560969,0.0031572626906537925,0.9552223152659145,0.006845840807600302,0.9792040278472388,0.0027257881253367456,0.9805703867978948,0.0029704983570446003,below_q75_backfill
sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,II.6.15b_3_0,llm-srbench,llm-srbench/lsrtransform,II.6.15b_3_0,timed_out,ok,0.190993238612584,-0.2073737196656127,0.19918347913909834,-0.008190240526514347,llmsr,A,relaxed,0.5335348447613891,0.1271704739319286,-0.1506312445223903,0.20110886379342663,0.275876826131899,0.19741471827363705,0.2862231749925448,0.12475486561197369,relaxed_A_for_llmsr_balance
sim-datasets-data/llm-srbench/chem_react/CRK19,CRK19,llm-srbench,llm-srbench/chem_react,CRK19,timed_out,ok,-0.28430551677201166,-0.09035586412099406,0.18733069044650286,-0.18733069044650286,llmsr,A,strict,0.9998186766064935,0.00010653139265966292,-0.3703099053086498,0.003039048397830348,0.9999057788671468,5.5356941576634596e-05,-0.11291740113601101,0.0024682079810830065,below_q75_backfill
sim-datasets-data/srbench1.0/feynman/feynman_III_10_19,feynman_III_10_19,srbench1.0,srbench1.0/feynman,feynman_III_10_19,timed_out,ok,-0.12335870391688131,-0.12956234143221534,0.12646052267454833,-0.12646052267454833,llmsr,A,relaxed,0.995070105128489,0.0008044895998689024,0.9750721333464918,0.010014589610300103,0.9962891025380349,0.0006055663441390562,0.9815020853443738,0.007431403035701859,relaxed_A_for_llmsr_balance
sim-datasets-data/korns/Korns-11,Korns-11,korns,korns,Korns-11,timed_out,ok,-0.145493923889282,-0.10026191798208146,0.12287792093568173,-0.12287792093568173,llmsr,A,strict,-0.6294771292651371,0.8035819331008898,-0.7014845461584645,0.9549244791186122,-0.16561290046411004,0.5748257836700676,-0.3507223652262257,0.7580661569684259,below_q75_backfill
sim-datasets-data/korns/Korns-12,Korns-12,korns,korns,Korns-12,timed_out,ok,-0.06632140425052568,-0.15769550874712845,0.11200845649882707,-0.11200845649882707,llmsr,A,strict,-0.23953886548994507,0.27515923302068757,-0.8077474666766973,0.38079149991590067,-0.0639929351580375,0.2361906416397805,-0.25730966165024993,0.2648449746129155,below_q75_backfill
sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1,I.24.6_3_1,llm-srbench,llm-srbench/lsrtransform,I.24.6_3_1,timed_out,ok,-0.10950893123820293,-0.0606918908005617,0.08510041101938232,-0.08510041101938232,llmsr,A,relaxed,0.9199454284647384,0.013592872818307025,0.6559153357844236,0.12900327021402286,0.9377875641095386,0.010563365871037622,0.7007918452305626,0.11217829346726689,relaxed_A_for_llmsr_balance
