sample_id,attempt_number,physical_request_ordinal,status,input_tokens,output_tokens,total_tokens
review_001785,1,1758,accepted,1715,1872,3587
review_001786,1,1759,accepted,1637,1416,3053
review_001787,1,1760,accepted,1756,256,2012
review_001788,1,1761,accepted,1566,92,1658
review_001789,1,1762,accepted,1878,90,1968
review_001790,1,1763,accepted,1875,90,1965
review_001791,1,1764,accepted,2043,90,2133
review_001792,1,1765,accepted,1589,237,1826
review_001793,1,1766,accepted,1992,329,2321
review_001794,1,1767,accepted,1817,90,1907
review_001795,1,1768,accepted,1921,455,2376
review_001796,1,1769,accepted,1857,91,1948
review_001797,1,1770,accepted,1506,92,1598
review_001798,1,1771,accepted,1529,90,1619
review_001799,1,1772,accepted,1638,206,1844
review_001800,1,1773,accepted,2246,373,2619
review_001801,1,1774,accepted,2041,92,2133
review_001802,1,1775,accepted,2160,380,2540
review_001803,1,1776,accepted,1783,93,1876
review_001804,1,1777,accepted,1978,269,2247
review_001805,1,1778,accepted,1708,90,1798
review_001806,1,1779,accepted,1381,90,1471
review_001807,1,1780,accepted,1610,92,1702
review_001808,1,1781,accepted,1542,455,1997
review_001809,1,1782,accepted,1457,90,1547
review_001810,1,1783,accepted,1516,356,1872
review_001811,1,1784,accepted,1618,445,2063
review_001812,1,1785,accepted,1572,181,1753
review_001813,1,1786,accepted,1653,303,1956
review_001814,1,1787,accepted,1634,255,1889
review_001815,1,1788,accepted,1545,237,1782
review_001816,1,1789,accepted,2003,363,2366
review_001817,1,1790,accepted,1950,257,2207
review_001818,1,1791,accepted,1476,269,1745
review_001819,1,1792,accepted,1696,90,1786
review_001820,1,1793,accepted,1712,292,2004
review_001821,1,1794,accepted,1945,249,2194
review_001822,1,1795,accepted,1698,90,1788
review_001823,1,1796,accepted,1878,220,2098
review_001824,1,1797,accepted,1730,93,1823
review_001825,1,1798,accepted,1722,398,2120
review_001826,1,1799,accepted,1655,231,1886
review_001827,1,1800,accepted,1647,200,1847
review_001828,1,1801,accepted,1758,260,2018
review_001829,1,1802,accepted,1813,273,2086
review_001830,1,1803,accepted,1695,370,2065
review_001831,1,1804,accepted,1788,341,2129
review_001832,1,1805,accepted,1495,90,1585
review_001833,1,1806,accepted,2482,165,2647
review_001834,1,1807,accepted,1947,183,2130
review_001835,1,1808,accepted,1776,90,1866
review_001836,1,1809,accepted,1564,876,2440
review_001837,1,1810,accepted,1831,307,2138
review_001838,1,1811,accepted,1648,93,1741
review_001839,1,1812,accepted,1791,90,1881
review_001840,1,1813,accepted,1753,189,1942
review_001841,1,1814,accepted,1833,298,2131
review_001842,1,1815,accepted,1393,90,1483
review_001843,1,1816,accepted,1632,196,1828
review_001844,1,1817,accepted,1774,315,2089
review_001845,1,1818,accepted,1913,248,2161
review_001846,1,1819,accepted,1603,92,1695
review_001847,1,1820,accepted,1660,90,1750
review_001848,1,1821,accepted,1913,202,2115
review_001849,1,1822,accepted,2043,90,2133
review_001850,1,1823,accepted,2388,93,2481
review_001851,1,1824,accepted,1339,423,1762
review_001852,1,1825,accepted,1231,86,1317
review_001853,1,1826,accepted,1451,90,1541
review_001854,1,1827,accepted,1387,90,1477
review_001855,1,1828,accepted,1448,631,2079
review_001856,1,1829,accepted,1466,453,1919
review_001857,1,1830,accepted,1308,90,1398
review_001858,1,1831,accepted,1370,90,1460
review_001859,1,1832,accepted,1304,1215,2519
review_001860,1,1833,accepted,1356,301,1657
review_001861,1,1834,accepted,1336,826,2162
review_001862,1,1835,accepted,1336,90,1426
review_001863,1,1836,accepted,1390,91,1481
review_001864,1,1837,accepted,1367,92,1459
review_001865,1,1838,accepted,1410,475,1885
review_001866,1,1839,accepted,1344,90,1434
review_001867,1,1840,accepted,1378,352,1730
review_001868,1,1841,accepted,1337,1166,2503
review_001869,1,1842,accepted,1388,90,1478
review_001870,1,1843,accepted,1429,90,1519
review_001871,1,1844,accepted,1419,381,1800
review_001872,1,1845,accepted,1394,350,1744
review_001873,1,1846,accepted,1355,185,1540
review_001874,1,1847,accepted,1412,354,1766
review_001875,1,1848,accepted,1371,784,2155
review_001876,1,1849,accepted,1398,90,1488
review_001877,1,1850,accepted,1267,90,1357
review_001878,1,1851,accepted,1366,90,1456
review_001879,1,1852,accepted,1359,345,1704
review_001880,1,1853,accepted,1369,507,1876
review_001881,1,1854,accepted,1409,90,1499
review_001882,1,1855,accepted,1339,381,1720
review_001883,1,1856,accepted,1396,88,1484
review_001884,1,1857,accepted,1387,396,1783
review_001885,1,1858,accepted,1369,538,1907
review_001886,1,1859,accepted,1287,90,1377
review_001887,1,1860,accepted,1397,416,1813
review_001888,1,1861,accepted,1339,90,1429
review_001889,1,1862,accepted,1432,90,1522
review_001890,1,1863,accepted,1540,90,1630
review_001891,1,1864,accepted,1416,90,1506
review_001892,1,1865,accepted,1380,1353,2733
review_001893,1,1866,accepted,1336,90,1426
review_001894,1,1867,accepted,1425,90,1515
review_001895,1,1868,accepted,1415,255,1670
review_001896,1,1869,accepted,1355,90,1445
review_001897,1,1870,accepted,1300,90,1390
review_001898,1,1871,accepted,1419,90,1509
review_001899,1,1872,accepted,1325,575,1900
review_001900,1,1873,accepted,1483,90,1573
review_001901,1,1874,accepted,1392,348,1740
review_001902,1,1875,accepted,1319,352,1671
review_001903,1,1876,accepted,1394,468,1862
review_001904,1,1877,accepted,1246,92,1338
review_001905,1,1878,accepted,1412,88,1500
review_001906,1,1879,accepted,1283,90,1373
review_001907,1,1880,accepted,1364,372,1736
review_001908,1,1881,accepted,1312,417,1729
review_001909,1,1882,accepted,1331,364,1695
review_001910,1,1883,accepted,1318,1375,2693
review_001911,1,1884,accepted,1320,589,1909
review_001912,1,1885,accepted,1332,796,2128
review_001913,1,1886,accepted,1437,404,1841
review_001914,1,1887,accepted,1455,93,1548
review_001915,1,1888,accepted,1379,297,1676
review_001916,1,1889,accepted,1333,90,1423
review_001917,1,1890,accepted,1371,437,1808
review_001918,1,1891,accepted,1345,90,1435
review_001919,1,1892,accepted,1392,90,1482
review_001920,1,1893,accepted,1316,90,1406
review_001921,1,1894,accepted,1347,86,1433
review_001922,1,1895,accepted,1344,359,1703
review_001923,1,1896,accepted,1397,90,1487
review_001924,1,1897,accepted,1374,481,1855
review_001925,1,1898,accepted,1445,90,1535
review_001926,1,1899,accepted,1380,90,1470
review_001927,1,1900,accepted,1351,90,1441
review_001928,1,1901,accepted,1399,620,2019
review_001929,1,1902,accepted,1368,291,1659
review_001930,1,1903,accepted,1380,450,1830
review_001931,1,1904,accepted,1286,90,1376
review_001932,1,1905,accepted,1387,93,1480
review_001933,1,1906,accepted,1368,90,1458
review_001934,1,1907,accepted,1345,90,1435
review_001935,1,1908,accepted,1329,90,1419
review_001936,1,1909,accepted,1239,127,1366
review_001937,1,1910,accepted,1342,566,1908
review_001938,1,1911,accepted,1297,88,1385
review_001939,1,1912,accepted,1349,301,1650
review_001940,1,1913,accepted,1263,90,1353
review_001941,1,1914,accepted,1402,90,1492
review_001942,1,1915,accepted,1474,90,1564
review_001943,1,1916,accepted,1344,90,1434
review_001944,1,1917,accepted,1405,366,1771
review_001945,1,1918,accepted,1470,445,1915
review_001946,1,1919,accepted,1432,90,1522
review_001947,1,1920,accepted,1432,579,2011
review_001948,1,1921,accepted,1456,160,1616
review_001949,1,1922,accepted,1326,369,1695
review_001950,1,1923,accepted,1443,106,1549
review_001951,1,1924,accepted,1399,90,1489
review_001952,1,1925,accepted,1233,88,1321
review_001953,1,1926,accepted,1347,235,1582
review_001954,1,1927,accepted,1258,88,1346
review_001955,1,1928,accepted,1408,90,1498
review_001956,1,1929,accepted,1444,686,2130
review_001957,1,1930,accepted,1343,536,1879
review_001958,1,1931,accepted,1301,403,1704
review_001959,1,1932,accepted,1326,90,1416
review_001960,1,1933,accepted,1352,88,1440
review_001961,1,1934,accepted,1340,88,1428
review_001962,1,1935,accepted,1359,378,1737
review_001963,1,1936,accepted,1305,94,1399
review_001964,1,1937,accepted,1433,396,1829
review_001965,1,1938,accepted,1424,530,1954
review_001966,1,1939,accepted,1352,345,1697
review_001967,1,1940,accepted,1399,93,1492
review_001968,1,1941,accepted,1340,88,1428
review_001969,1,1942,accepted,1335,509,1844
review_001970,1,1943,accepted,1373,90,1463
review_001971,1,1944,accepted,1402,1092,2494
review_001972,1,1945,accepted,1366,155,1521
review_001973,1,1946,accepted,1416,157,1573
review_001974,1,1947,accepted,1319,385,1704
review_001975,1,1948,accepted,1374,90,1464
review_001976,1,1949,accepted,1441,90,1531
review_001977,1,1950,accepted,1453,90,1543
review_001978,1,1951,accepted,1423,90,1513
review_001979,1,1952,accepted,1387,383,1770
review_001980,1,1953,accepted,1388,90,1478
review_001981,1,1954,accepted,1437,90,1527
review_001982,1,1955,accepted,1386,498,1884
review_001983,1,1956,accepted,1348,93,1441
review_001984,1,1957,accepted,1311,227,1538
review_001985,1,1958,accepted,1339,90,1429
review_001986,1,1959,accepted,1287,90,1377
review_001987,1,1960,accepted,1429,577,2006
review_001988,1,1961,accepted,1307,530,1837
review_001989,1,1962,accepted,1356,803,2159
review_001990,1,1963,accepted,1480,460,1940
review_001991,1,1964,accepted,1401,92,1493
review_001992,1,1965,accepted,1396,815,2211
review_001993,1,1966,accepted,1345,88,1433
review_001994,1,1967,accepted,1357,514,1871
review_001995,1,1968,accepted,1285,90,1375
review_001996,1,1969,accepted,1421,876,2297
review_001997,1,1970,accepted,1303,90,1393
review_001998,1,1971,accepted,1376,92,1468
review_001999,1,1972,accepted,1322,92,1414
review_002000,1,1973,accepted,1414,90,1504
review_002001,1,1974,accepted,1346,174,1520
review_002002,1,1975,accepted,1248,90,1338
review_002003,1,1976,accepted,1356,90,1446
review_002004,1,1977,accepted,1385,93,1478
review_002005,1,1978,accepted,1229,89,1318
review_002006,1,1979,accepted,1500,90,1590
review_002007,1,1980,accepted,1261,86,1347
review_002008,1,1981,accepted,1290,665,1955
review_002009,1,1982,accepted,1303,318,1621
review_002010,1,1983,accepted,1321,539,1860
review_002011,1,1984,accepted,1285,647,1932
review_002012,1,1985,accepted,1257,240,1497
review_002013,1,1986,accepted,1365,205,1570
review_002014,1,1987,accepted,1377,254,1631
review_002015,1,1988,accepted,1327,92,1419
review_002016,1,1989,accepted,1431,288,1719
review_002017,1,1990,accepted,1379,90,1469
review_002018,1,1991,accepted,1277,89,1366
review_002019,1,1992,accepted,1359,90,1449
review_002020,1,1993,accepted,1318,93,1411
review_002021,1,1994,accepted,1369,612,1981
review_002022,1,1995,accepted,1274,198,1472
review_002023,1,1996,accepted,1316,90,1406
review_002024,1,1997,accepted,1313,197,1510
review_002025,1,1998,accepted,1344,90,1434
review_002026,1,1999,accepted,1363,488,1851
review_002027,1,2000,accepted,1332,445,1777
review_002028,1,2001,accepted,1297,272,1569
review_002029,1,2002,accepted,1352,90,1442
review_002030,1,2003,accepted,1320,1742,3062
review_002031,1,2004,accepted,1310,93,1403
review_002032,1,2005,accepted,1309,88,1397
review_002033,1,2006,accepted,1375,677,2052
review_002034,1,2007,accepted,1238,90,1328
review_002035,1,2008,accepted,1355,90,1445
review_002036,1,2009,accepted,1373,639,2012
review_002037,1,2010,accepted,1435,93,1528
review_002038,1,2011,accepted,1434,90,1524
review_002039,1,2012,accepted,1421,90,1511
review_002040,1,2013,accepted,1398,88,1486
review_002041,1,2014,accepted,1496,93,1589
review_002042,1,2015,accepted,1334,90,1424
review_002043,1,2016,accepted,1397,90,1487
review_002044,1,2017,accepted,1365,90,1455
review_002045,1,2018,accepted,1445,90,1535
review_002046,1,2019,accepted,1353,730,2083
review_002047,1,2020,accepted,1261,160,1421
review_002048,1,2021,accepted,1502,93,1595
review_002049,1,2022,accepted,1392,566,1958
review_002050,1,2023,accepted,1553,869,2422
review_002051,1,2024,accepted,1355,90,1445
review_002052,1,2025,accepted,1248,90,1338
review_002053,1,2026,accepted,1356,90,1446
review_002054,1,2027,accepted,1390,88,1478
review_002055,1,2028,accepted,1229,90,1319
review_002056,1,2029,accepted,1296,246,1542
review_002057,1,2030,accepted,1354,90,1444
review_002058,1,2031,accepted,1286,471,1757
review_002059,1,2032,accepted,1311,88,1399
review_002060,1,2033,accepted,1320,497,1817
review_002061,1,2034,accepted,1351,3332,4683
review_002062,1,2035,accepted,1255,229,1484
review_002063,1,2036,accepted,1365,722,2087
review_002064,1,2037,accepted,1384,90,1474
review_002065,1,2038,accepted,1317,305,1622
review_002066,1,2039,accepted,1473,585,2058
review_002067,1,2040,accepted,1365,347,1712
review_002068,1,2041,accepted,1273,92,1365
review_002069,1,2042,accepted,1359,90,1449
review_002070,1,2043,accepted,1310,90,1400
review_002071,1,2044,accepted,1371,290,1661
review_002072,1,2045,accepted,1281,217,1498
review_002073,1,2046,accepted,1309,90,1399
review_002074,1,2047,accepted,1312,157,1469
review_002075,1,2048,accepted,1345,90,1435
review_002076,1,2049,accepted,1365,405,1770
review_002077,1,2050,accepted,1333,502,1835
review_002078,1,2051,accepted,1304,399,1703
review_002079,1,2052,accepted,1347,90,1437
review_002080,1,2053,accepted,1318,691,2009
review_002081,1,2054,accepted,1312,90,1402
review_002082,1,2055,accepted,1305,88,1393
review_002083,1,2056,accepted,1369,264,1633
review_002084,1,2057,accepted,1241,91,1332
review_002085,1,2058,accepted,1351,359,1710
review_002086,1,2059,accepted,1376,342,1718
review_002087,1,2060,accepted,1476,91,1567
review_002088,1,2061,accepted,1478,90,1568
review_002089,1,2062,accepted,1537,90,1627
review_002090,1,2063,accepted,1400,90,1490
review_002091,1,2064,accepted,1310,90,1400
review_002092,1,2065,accepted,1331,90,1421
review_002093,1,2066,accepted,1379,90,1469
review_002094,1,2067,accepted,1504,213,1717
review_002095,1,2068,accepted,1443,90,1533
review_002096,1,2069,accepted,1356,685,2041
review_002097,1,2070,accepted,1262,174,1436
review_002098,1,2071,accepted,1404,368,1772
review_002099,1,2072,accepted,1374,192,1566
review_002100,1,2073,accepted,1574,550,2124
review_002101,1,2074,accepted,1359,90,1449
review_002102,1,2075,accepted,1254,90,1344
review_002103,1,2076,accepted,1349,90,1439
review_002104,1,2077,accepted,1328,90,1418
review_002105,1,2078,accepted,1320,267,1587
review_002106,1,2079,accepted,1212,84,1296
review_002107,1,2080,accepted,1289,90,1379
review_002108,1,2081,accepted,1298,646,1944
review_002109,1,2082,accepted,1304,289,1593
review_002110,1,2083,accepted,1322,783,2105
review_002111,1,2084,accepted,1282,488,1770
review_002112,1,2085,accepted,1250,197,1447
review_002113,1,2086,accepted,1368,226,1594
review_002114,1,2087,accepted,1377,92,1469
review_002115,1,2088,accepted,1327,90,1417
review_002116,1,2089,accepted,1418,465,1883
review_002117,1,2090,accepted,1382,90,1472
review_002118,1,2091,accepted,1278,92,1370
review_002119,1,2092,accepted,1363,90,1453
review_002120,1,2093,accepted,1322,92,1414
review_002121,1,2094,accepted,1366,400,1766
review_002122,1,2095,accepted,1279,192,1471
review_002123,1,2096,accepted,1307,90,1397
review_002124,1,2097,accepted,1315,90,1405
review_002125,1,2098,accepted,1340,88,1428
review_002126,1,2099,accepted,1367,404,1771
review_002127,1,2100,accepted,1340,90,1430
review_002128,1,2101,accepted,1303,258,1561
review_002129,1,2102,accepted,1331,90,1421
review_002130,1,2103,accepted,1316,552,1868
review_002131,1,2104,accepted,1310,261,1571
review_002132,1,2105,accepted,1449,90,1539
review_002133,1,2106,accepted,1412,564,1976
review_002134,1,2107,accepted,1250,90,1340
review_002135,1,2108,accepted,1358,252,1610
review_002136,1,2109,accepted,1383,93,1476
review_002137,1,2110,accepted,1464,90,1554
review_002138,1,2111,accepted,1407,90,1497
review_002139,1,2112,accepted,1517,259,1776
review_002140,1,2113,accepted,1400,93,1493
review_002141,1,2114,accepted,1358,165,1523
review_002142,1,2115,accepted,1345,325,1670
review_002143,1,2116,accepted,1413,90,1503
review_002144,1,2117,accepted,1392,90,1482
review_002145,1,2118,accepted,1345,301,1646
review_002146,1,2119,accepted,1355,611,1966
review_002147,1,2120,accepted,1257,171,1428
review_002148,1,2121,accepted,1399,288,1687
review_002149,1,2122,accepted,1487,94,1581
review_002150,1,2123,accepted,1532,502,2034
review_002151,1,2124,accepted,1417,90,1507
review_002152,1,2125,accepted,1270,88,1358
review_002153,1,2126,accepted,1269,215,1484
review_002154,1,2127,accepted,2934,96,3030
review_002155,1,2128,accepted,1376,147,1523
review_002156,1,2129,accepted,1367,90,1457
review_002157,1,2130,accepted,1359,90,1449
review_002158,1,2131,accepted,1367,93,1460
review_002159,1,2132,accepted,1361,92,1453
review_002160,1,2133,accepted,1340,203,1543
review_002161,1,2134,accepted,1403,93,1496
review_002162,1,2135,accepted,1348,92,1440
review_002163,1,2136,accepted,1359,444,1803
review_002164,1,2137,accepted,1257,170,1427
review_002165,1,2138,accepted,1241,86,1327
review_002166,1,2139,accepted,1991,430,2421
review_002167,1,2140,accepted,1247,149,1396
review_002168,1,2141,accepted,1438,368,1806
review_002169,1,2142,accepted,1594,90,1684
review_002170,1,2143,accepted,1595,92,1687
review_002171,1,2144,accepted,1326,425,1751
review_002172,1,2145,accepted,1252,119,1371
review_002173,1,2146,accepted,1450,93,1543
review_002174,1,2147,accepted,1221,101,1322
review_002175,1,2148,accepted,2474,224,2698
review_002176,1,2149,accepted,1679,93,1772
review_002177,1,2150,accepted,1977,660,2637
review_002178,1,2151,accepted,1441,92,1533
review_002179,1,2152,accepted,1500,90,1590
review_002180,1,2153,accepted,1291,222,1513
review_002181,1,2154,accepted,1410,155,1565
review_002182,1,2155,accepted,1308,205,1513
review_002183,1,2156,accepted,1316,184,1500
review_002184,1,2157,accepted,1386,296,1682
review_002185,1,2158,accepted,1468,90,1558
review_002186,1,2159,accepted,1500,144,1644
review_002187,1,2160,accepted,1257,90,1347
review_002188,1,2161,accepted,1242,86,1328
review_002189,1,2162,accepted,1262,148,1410
review_002190,1,2163,accepted,2040,90,2130
review_002191,1,2164,accepted,1286,92,1378
review_002192,1,2165,accepted,1311,114,1425
review_002193,1,2166,accepted,1297,183,1480
review_002194,1,2167,accepted,1819,266,2085
review_002195,1,2168,accepted,2003,189,2192
review_002196,1,2169,accepted,1255,90,1345
review_002197,1,2170,accepted,1253,90,1343
review_002198,1,2171,accepted,1239,239,1478
review_002199,1,2172,accepted,1288,159,1447
review_002200,1,2173,accepted,1403,266,1669
review_002201,1,2174,accepted,1456,156,1612
review_002202,1,2175,accepted,1269,92,1361
review_002203,1,2176,accepted,1263,191,1454
review_002204,1,2177,accepted,2635,92,2727
review_002205,1,2178,accepted,1359,264,1623
review_002206,1,2179,accepted,1348,306,1654
review_002207,1,2180,accepted,1368,90,1458
review_002208,1,2181,accepted,1470,93,1563
review_002209,1,2182,accepted,1410,93,1503
review_002210,1,2183,accepted,1367,90,1457
review_002211,1,2184,accepted,1428,93,1521
review_002212,1,2185,accepted,1369,119,1488
review_002213,1,2186,accepted,1355,431,1786
review_002214,1,2187,accepted,1256,260,1516
review_002215,1,2188,accepted,1225,90,1315
review_002216,1,2189,accepted,2001,90,2091
review_002217,1,2190,accepted,1243,109,1352
review_002218,1,2191,accepted,1430,261,1691
review_002219,1,2192,accepted,1598,90,1688
review_002220,1,2193,accepted,1584,90,1674
review_002221,1,2194,accepted,1441,158,1599
review_002222,1,2195,accepted,1311,116,1427
review_002223,1,2196,accepted,1425,123,1548
review_002224,1,2197,accepted,1219,104,1323
review_002225,1,2198,accepted,1240,113,1353
review_002226,1,2199,accepted,1269,88,1357
review_002227,1,2200,accepted,1971,103,2074
review_002228,1,2201,accepted,1424,93,1517
review_002229,1,2202,accepted,1393,341,1734
review_002230,1,2203,accepted,1294,271,1565
review_002231,1,2204,accepted,1406,93,1499
review_002232,1,2205,accepted,1300,217,1517
review_002233,1,2206,accepted,1304,90,1394
review_002234,1,2207,accepted,1322,277,1599
review_002235,1,2208,accepted,1491,377,1868
review_002236,1,2209,accepted,1493,90,1583
review_002237,1,2210,accepted,1240,111,1351
review_002238,1,2211,accepted,1240,90,1330
review_002239,1,2212,accepted,1276,90,1366
review_002240,1,2213,accepted,2036,90,2126
review_002241,1,2214,accepted,1247,90,1337
review_002242,1,2215,accepted,1307,90,1397
review_002243,1,2216,accepted,1265,90,1355
review_002244,1,2217,accepted,1882,258,2140
review_002245,1,2218,accepted,1986,92,2078
review_002246,1,2219,accepted,1276,88,1364
review_002247,1,2220,accepted,1240,90,1330
review_002248,1,2221,accepted,1258,90,1348
review_002249,1,2222,accepted,1294,353,1647
review_002250,1,2223,accepted,1437,264,1701
review_002251,1,2224,accepted,1438,114,1552
review_002252,1,2225,accepted,1296,90,1386
review_002253,1,2226,accepted,1267,229,1496
review_002254,1,2227,accepted,1271,90,1361
review_002255,1,2228,accepted,1214,89,1303
review_002256,1,2229,accepted,1319,93,1412
review_002257,1,2230,accepted,1370,334,1704
review_002258,1,2231,accepted,1423,243,1666
review_002259,1,2232,accepted,1374,189,1563
review_002260,1,2233,accepted,1344,90,1434
review_002261,1,2234,accepted,1456,282,1738
review_002262,1,2235,accepted,1386,91,1477
review_002263,1,2236,accepted,1251,111,1362
review_002264,1,2237,accepted,1282,330,1612
review_002265,1,2238,accepted,1234,90,1324
review_002266,1,2239,accepted,2060,90,2150
review_002267,1,2240,accepted,1258,90,1348
review_002268,1,2241,accepted,1412,93,1505
review_002269,1,2242,accepted,1602,93,1695
review_002270,1,2243,accepted,1597,244,1841
review_002271,1,2244,accepted,1441,90,1531
review_002272,1,2245,accepted,1327,98,1425
review_002273,1,2246,accepted,1497,161,1658
review_002274,1,2247,accepted,1234,104,1338
review_002275,1,2248,accepted,2465,97,2562
review_002276,1,2249,accepted,1245,107,1352
review_002277,1,2250,accepted,2218,92,2310
review_002278,1,2251,accepted,1412,93,1505
review_002279,1,2252,accepted,1415,90,1505
review_002280,1,2253,accepted,1263,256,1519
review_002281,1,2254,accepted,1408,90,1498
review_002282,1,2255,accepted,1208,86,1294
review_002283,1,2256,accepted,1318,259,1577
review_002284,1,2257,accepted,1367,164,1531
review_002285,1,2258,accepted,1575,90,1665
review_002286,1,2259,accepted,1500,90,1590
review_002287,1,2260,accepted,1290,270,1560
review_002288,1,2261,accepted,1256,833,2089
review_002289,1,2262,accepted,1269,121,1390
review_002290,1,2263,accepted,2052,280,2332
review_002291,1,2264,accepted,1289,198,1487
review_002292,1,2265,accepted,1274,90,1364
review_002293,1,2266,accepted,1252,92,1344
review_002294,1,2267,accepted,2960,92,3052
review_002295,1,2268,accepted,2031,90,2121
review_002296,1,2269,accepted,1254,89,1343
review_002297,1,2270,accepted,1239,92,1331
review_002298,1,2271,accepted,1237,88,1325
review_002299,1,2272,accepted,1279,750,2029
review_002300,1,2273,accepted,1446,316,1762
review_002301,1,2274,accepted,1454,151,1605
review_002302,1,2275,accepted,1429,206,1635
review_002303,1,2276,accepted,1799,90,1889
review_002304,1,2277,accepted,1477,190,1667
review_002305,1,2278,accepted,1422,234,1656
review_002306,1,2279,accepted,1402,238,1640
review_002307,1,2280,accepted,1335,142,1477
review_002308,1,2281,accepted,1377,162,1539
review_002309,1,2282,accepted,1424,178,1602
review_002310,1,2283,accepted,1415,151,1566
review_002311,1,2284,accepted,1409,271,1680
review_002312,1,2285,accepted,1453,220,1673
review_002313,1,2286,accepted,1429,161,1590
review_002314,1,2287,accepted,1343,236,1579
review_002315,1,2288,accepted,1313,95,1408
review_002316,1,2289,accepted,1337,211,1548
review_002317,1,2290,accepted,1320,90,1410
review_002318,1,2291,accepted,1364,225,1589
review_002319,1,2292,accepted,1413,259,1672
review_002320,1,2293,accepted,1430,185,1615
review_002321,1,2294,accepted,1435,110,1545
review_002322,1,2295,accepted,1389,146,1535
review_002323,1,2296,accepted,1447,144,1591
review_002324,1,2297,accepted,1409,109,1518
review_002325,1,2298,accepted,1396,117,1513
review_002326,1,2299,accepted,1443,163,1606
review_002327,1,2300,accepted,1286,305,1591
review_002328,1,2301,accepted,1437,103,1540
review_002329,1,2302,accepted,1472,200,1672
review_002330,1,2303,accepted,1456,253,1709
review_002331,1,2304,accepted,1449,185,1634
review_002332,1,2305,accepted,1403,186,1589
review_002333,1,2306,accepted,1339,98,1437
review_002334,1,2307,accepted,1394,285,1679
review_002335,1,2308,accepted,1255,86,1341
review_002336,1,2309,accepted,1235,194,1429
review_002337,1,2310,accepted,1245,93,1338
review_002338,1,2311,accepted,1230,86,1316
review_002339,1,2312,accepted,1252,90,1342
review_002340,1,2313,accepted,1438,201,1639
review_002341,1,2314,accepted,1315,90,1405
review_002342,1,2315,accepted,1306,159,1465
review_002343,1,2316,accepted,1262,90,1352
review_002344,1,2317,accepted,1265,373,1638
review_002345,1,2318,accepted,1336,113,1449
review_002346,1,2319,accepted,1348,160,1508
review_002347,1,2320,accepted,1278,181,1459
review_002348,1,2321,accepted,1409,177,1586
review_002349,1,2322,accepted,1327,186,1513
review_002350,1,2323,accepted,1472,170,1642
review_002351,1,2324,accepted,1410,180,1590
review_002352,1,2325,accepted,1445,191,1636
review_002353,1,2326,accepted,1439,157,1596
review_002354,1,2327,accepted,1487,155,1642
review_002355,1,2328,accepted,1426,235,1661
review_002356,1,2329,accepted,1429,223,1652
review_002357,1,2330,accepted,1454,170,1624
review_002358,1,2331,accepted,1446,261,1707
review_002359,1,2332,accepted,1333,255,1588
review_002360,1,2333,accepted,1423,212,1635
review_002361,1,2334,accepted,1431,103,1534
review_002362,1,2335,accepted,1371,147,1518
review_002363,1,2336,accepted,1430,285,1715
review_002364,1,2337,accepted,1430,143,1573
review_002365,1,2338,accepted,1475,107,1582
review_002366,1,2339,accepted,1256,90,1346
review_002367,1,2340,accepted,1452,90,1542
review_002368,1,2341,accepted,1419,251,1670
review_002369,1,2342,accepted,1431,112,1543
review_002370,1,2343,accepted,1415,150,1565
review_002371,1,2344,accepted,1400,164,1564
review_002372,1,2345,accepted,1449,263,1712
review_002373,1,2346,accepted,1492,269,1761
review_002374,1,2347,accepted,1358,105,1463
review_002375,1,2348,accepted,1286,224,1510
review_002376,1,2349,accepted,1215,286,1501
review_002377,1,2350,accepted,1244,114,1358
review_002378,1,2351,accepted,1393,105,1498
review_002379,1,2352,accepted,1472,244,1716
review_002380,1,2353,accepted,1365,244,1609
review_002381,1,2354,accepted,1429,146,1575
review_002382,1,2355,accepted,1423,143,1566
review_002383,1,2356,accepted,1330,155,1485
review_002384,1,2357,accepted,1377,294,1671
review_002385,1,2358,accepted,1289,90,1379
review_002386,1,2359,accepted,1299,365,1664
review_002387,1,2360,accepted,1255,195,1450
review_002388,1,2361,accepted,1248,183,1431
review_002389,1,2362,accepted,1267,92,1359
review_002390,1,2363,accepted,1462,113,1575
review_002391,1,2364,accepted,1270,90,1360
review_002392,1,2365,accepted,1298,145,1443
review_002393,1,2366,accepted,1232,258,1490
review_002394,1,2367,accepted,1283,108,1391
review_002395,1,2368,accepted,1347,107,1454
review_002396,1,2369,accepted,1319,210,1529
review_002397,1,2370,accepted,1244,433,1677
review_002398,1,2371,accepted,1478,153,1631
review_002399,1,2372,accepted,1238,161,1399
review_002400,1,2373,accepted,2075,126,2201
review_002401,1,2374,accepted,1444,137,1581
review_002402,1,2375,accepted,1451,376,1827
review_002403,1,2376,accepted,1440,96,1536
review_002404,1,2377,accepted,1488,223,1711
review_002405,1,2378,accepted,1358,178,1536
review_002406,1,2379,accepted,1370,105,1475
review_002407,1,2380,accepted,1349,104,1453
review_002408,1,2381,accepted,1420,105,1525
review_002409,1,2382,accepted,1400,102,1502
review_002410,1,2383,accepted,1425,177,1602
review_002411,1,2384,accepted,1391,140,1531
review_002412,1,2385,accepted,1442,249,1691
review_002413,1,2386,accepted,1419,336,1755
review_002414,1,2387,accepted,1420,258,1678
review_002415,1,2388,accepted,1277,158,1435
review_002416,1,2389,accepted,1259,90,1349
review_002417,1,2390,accepted,1271,183,1454
review_002418,1,2391,accepted,1483,90,1573
