dataset_id,dataset_name,family,subgroup,metadata_class,dataset_rel,basename,formula_identity,method_norm,n_expected_seeds,n_observed_rows,n_finished_seeds,n_evaluable_seeds,n_valid_finite_seeds,n_valid_extreme_seeds,n_valid_total_seeds,n_invalid_seeds,n_timeout_seeds,n_not_finished_seeds,n_wrong_dataset_seeds,completion_rate,evaluable_rate,valid_rate,valid_rate_over_expected,invalid_rate,timeout_rate,extreme_error_rate,median_log_train_nmse,median_log_valid_nmse,median_log_id_nmse,median_log_ood_nmse,iqr_log_id_nmse,iqr_log_ood_nmse,median_id_r2,median_ood_r2,median_runtime,p95_runtime,median_complexity,iqr_complexity,median_tree_depth,dominant_run_outcome_class,dominant_failure_reason
g0096,I.48.2_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.48.2_1_0,I.48.2_1_0,llm-srbench/lsrtransform/I.48.2_1_0,pyoperon,3,3,3,3,2,0,2,0,0,0,0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,-1.4069081916461386,-1.3975582245089004,-1.3878318526650835,-1.1360018308576199,0.019861419863282048,0.03405225994470129,0.5609506242763798,0.7839372047904547,8.509,17.151699999999995,18.0,1.0,7.5,valid_finite_result,none
g0096,I.48.2_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.48.2_1_0,I.48.2_1_0,llm-srbench/lsrtransform/I.48.2_1_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-3.008470449841889,-2.953470138618187,-2.962841654624662,-2.026249489060435,0.15308735288756115,0.430954013275457,0.9883305721560832,0.9722668813900125,3603.304,3606.5278,112.0,4.0,8.0,valid_finite_result,none
g0097,I.50.26_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0,I.50.26_0_0,llm-srbench/lsrtransform/I.50.26_0_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0008110341178280119,0.261384765077273,8.606971809264522e-06,1.0220681509531055,3.144921422530017e-05,1.9391908831677322,-6.935174458599924e-05,-9.945659756205371,3603.762,3605.3540999999996,22.0,10.0,8.0,valid_finite_result,none
g0097,I.50.26_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0,I.50.26_0_0,llm-srbench/lsrtransform/I.50.26_0_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.5538609595313977,0.010376405344980763,4.511029613040741e-08,-7.260676411324517e-05,0.0018620033685178416,2.439371931826438,-4.9636157009702586e-05,-0.040162485211276744,3602.838,3603.9440999999997,20.0,15.0,6.0,valid_finite_result,none
g0097,I.50.26_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0,I.50.26_0_0,llm-srbench/lsrtransform/I.50.26_0_0,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0001608926901707905,0.14421441334993745,5.123446501739808e-05,2.3932929081289207,1.4626927480711541e-05,0.4485836910411405,-0.00016751679964999155,-256.3159464354194,9.71,20.1941,15.0,4.5,6.0,valid_finite_result,none
g0097,I.50.26_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0,I.50.26_0_0,llm-srbench/lsrtransform/I.50.26_0_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0030283025822752576,0.0014002424229545125,3.2016459448166514e-07,0.3558407217570404,1.8092886194742896e-05,0.42446909253184906,-5.026952457365397e-05,-1.3605571256795161,3605.014,3609.6471999999994,17.0,85.0,7.0,valid_finite_result,none
g0098,I.50.26_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_3_0,I.50.26_3_0,llm-srbench/lsrtransform/I.50.26_3_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0006073870801116012,0.002245648323045823,-0.00013195686131045782,3.5717923402892002,0.33622302826528744,3.2407786398428824,0.000220076349557341,-5261.446429167049,3603.629,3605.0447000000004,20.0,7.5,7.0,valid_finite_result,none
g0098,I.50.26_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_3_0,I.50.26_3_0,llm-srbench/lsrtransform/I.50.26_3_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.1535462575844373e-09,-2.8767797705196266e-10,6.701944744542542e-07,-0.04336107388348117,0.14989830985137015,3.009051607386665,-8.528814849451116e-05,-0.27653954677169157,3602.885,3603.9857,19.0,25.0,7.0,valid_finite_result,none
g0098,I.50.26_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_3_0,I.50.26_3_0,llm-srbench/lsrtransform/I.50.26_3_0,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-6.962274431898139e-05,0.023991945951656678,0.004271562015951577,9.98048960352339,0.0009895226644904393,0.29275527043828653,-0.009968736439303072,-13486055760.813349,8.582,9.2165,10.0,8.0,5.0,valid_finite_result,none
g0098,I.50.26_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_3_0,I.50.26_3_0,llm-srbench/lsrtransform/I.50.26_3_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.04810620029536517,-0.00024319710759446847,-0.00029084717638567397,2.0624250765014414,0.0008210734731629773,1.3273650389480633,0.000585787400351756,-161.86224760047614,3603.383,3604.5449,22.0,86.5,8.0,valid_finite_result,none
g0099,II.11.17_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_0_0,II.11.17_0_0,llm-srbench/lsrtransform/II.11.17_0_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.022708284360765867,1.1593722907725823,0.29390153799615765,2.7791812927157027,0.5859949031445553,3.285456950065954,-0.9677336902626261,-600.4524762165086,3053.775,3550.9872000000005,20.0,3.5,8.0,valid_finite_result,none
g0099,II.11.17_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_0_0,II.11.17_0_0,llm-srbench/lsrtransform/II.11.17_0_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.8808197925359909,0.00015563074150908883,4.970527823797193e-05,1.1734015672020838e-09,0.00011845629642566288,9.731770982482889e-07,-0.00026365467050570857,-4.6111939397519563e-05,3604.477,3609.3901,16.0,13.5,6.0,valid_finite_result,none
g0099,II.11.17_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_0_0,II.11.17_0_0,llm-srbench/lsrtransform/II.11.17_0_0,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.00017127906620289412,0.009009033696089316,0.0015620312648825909,1.3257178667733132e-05,0.002778878649489255,9.313632872273618e-05,-0.003752903766107707,-7.663689284975739e-05,9.218,10.0739,20.0,8.0,7.0,valid_finite_result,none
g0099,II.11.17_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_0_0,II.11.17_0_0,llm-srbench/lsrtransform/II.11.17_0_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.010354411528596673,0.14171030637457369,0.13673470337635868,0.0013948967760894413,0.09549619655825616,0.002180505589629207,-0.37024897783811905,-0.0032632896716688897,3604.091,3605.9593999999997,429.0,210.5,6.0,valid_finite_result,none
g0100,II.11.17_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_2_0,II.11.17_2_0,llm-srbench/lsrtransform/II.11.17_2_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.696751236628365,-0.13020728707599152,0.1709103752291165,0.3630939450598033,0.4779038550018045,0.3499698946477261,-0.4822657095191911,-1.3126773451929212,3066.713,3552.0317,14.0,0.5,5.0,valid_finite_result,none
g0100,II.11.17_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_2_0,II.11.17_2_0,llm-srbench/lsrtransform/II.11.17_2_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.9897857324259212,-0.7613408438234672,-0.5812335163779394,0.7279064853672129,0.6030214364381657,0.7309895818148853,0.737709736005772,-4.357073270479617,3604.519,3609.6409000000003,27.0,7.5,6.0,valid_finite_result,none
g0100,II.11.17_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_2_0,II.11.17_2_0,llm-srbench/lsrtransform/II.11.17_2_0,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-6.171136328434948e-05,0.001578214046415555,0.00192070194033679,1.9594519093771732,0.0004413909431097258,0.9300868659724371,-0.004468654181792209,-90.30046941063037,9.227,9.9164,21.0,4.0,10.0,valid_finite_result,none
g0100,II.11.17_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_2_0,II.11.17_2_0,llm-srbench/lsrtransform/II.11.17_2_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0268918684775388,-0.25810850145084996,-0.11639559644362289,-0.5884594313382131,1.8769859515733232,0.7605914765877686,0.2350728248161541,0.7414398031726075,3604.394,3605.42,425.0,208.0,6.0,valid_finite_result,none
g0101,II.11.17_4_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_4_0,II.11.17_4_0,llm-srbench/lsrtransform/II.11.17_4_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.7482647931472668,-0.33683481921078046,-0.3060936035329382,-0.13837358217513804,0.14437626927587163,0.010782596712540227,0.505795837919115,0.2714943817398643,2511.265,3496.3428999999996,17.0,1.5,6.0,valid_finite_result,none
g0101,II.11.17_4_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_4_0,II.11.17_4_0,llm-srbench/lsrtransform/II.11.17_4_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.9019395485245671,-1.0102410182569608,-0.5915351611302851,-0.15687984939549945,0.08962711071762686,0.05182033671803443,0.7438674100404921,0.3018855326392226,3603.4,3604.3809999999994,42.0,3.5,5.0,valid_finite_result,none
g0101,II.11.17_4_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_4_0,II.11.17_4_0,llm-srbench/lsrtransform/II.11.17_4_0,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-7.885401195813349e-05,0.0014982280484955829,0.0018029256594466938,1.421517301824779,0.0001393896790994123,0.23668544345554277,-0.00416002367077839,-25.443795468115287,9.411,10.1166,22.0,12.0,10.0,valid_finite_result,none
g0101,II.11.17_4_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_4_0,II.11.17_4_0,llm-srbench/lsrtransform/II.11.17_4_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.789259724457501,-3.0555083433220096,-2.362009529642739,-0.999153700610696,0.49566102231839215,0.9633699116397109,0.9956549930795066,0.8996187066538998,3604.099,3605.3968000000004,429.0,3.5,5.0,valid_finite_result,none
g0102,II.11.17_5_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_5_0,II.11.17_5_0,llm-srbench/lsrtransform/II.11.17_5_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.70771980971548,-0.4305983207088314,-0.30609807119619886,-0.14539099054976273,0.04006952041790812,0.009754504053790525,0.5058009218575796,0.2838351034750478,2795.78,3525.2219000000005,17.0,7.5,5.0,valid_finite_result,none
g0102,II.11.17_5_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_5_0,II.11.17_5_0,llm-srbench/lsrtransform/II.11.17_5_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.8886116966098838,-0.6582948402871254,-0.5836088431494268,-0.25477205996288976,0.289114600539064,0.08266734049715066,0.7391498090352088,0.44328623387556676,3603.345,3604.3098,33.0,7.0,5.0,valid_finite_result,none
g0102,II.11.17_5_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_5_0,II.11.17_5_0,llm-srbench/lsrtransform/II.11.17_5_0,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-7.916625300074651e-05,0.01777893453220931,0.001786420620670986,1.4097613586160087,0.00014740711161486363,0.23509733223443163,-0.0041218620410854445,-24.713747740053595,9.387,9.8784,22.0,12.0,10.0,valid_finite_result,none
g0102,II.11.17_5_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_5_0,II.11.17_5_0,llm-srbench/lsrtransform/II.11.17_5_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.9134407106111126,-2.1468786415494314,-2.4655324859942915,-1.1660955767551877,0.4787272674551044,0.29244633411890075,0.996576522198559,0.9317176524672474,3604.218,3605.9685,430.0,6.5,5.0,valid_finite_result,none
g0103,II.11.20_1_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.20_1_1,II.11.20_1_1,llm-srbench/lsrtransform/II.11.20_1_1,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.1034609042831753,-1.1103993945753976,-1.1093080963790012,-0.4408599668046294,0.12358904885788413,0.2663636109354744,0.7070922651023483,0.23008954882878474,2951.564,3540.0712999999996,14.0,1.5,6.0,valid_finite_result,none
g0103,II.11.20_1_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.20_1_1,II.11.20_1_1,llm-srbench/lsrtransform/II.11.20_1_1,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.433587329680298,-1.4315420741178144,-1.4382131324265148,-0.8165707168654737,0.06519455545974062,0.052163823960001854,0.8626509043216328,0.6758623606035901,3603.123,3604.167,23.0,7.5,5.0,valid_finite_result,none
g0103,II.11.20_1_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.20_1_1,II.11.20_1_1,llm-srbench/lsrtransform/II.11.20_1_1,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.993597694916155,-0.9954440717505688,-0.9955938533985826,-0.47067304232075596,0.08677967187313007,0.040675258443197304,0.6194207697831589,0.28116843483281106,8.926,9.547900000000002,14.0,10.0,4.0,valid_finite_result,none
g0103,II.11.20_1_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.20_1_1,II.11.20_1_1,llm-srbench/lsrtransform/II.11.20_1_1,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-12.0,-12.0,-12.0,-11.992486257886712,3.933106766068267,4.379935294599582,0.9999999999999553,0.9999999999978382,3120.092,3556.6586,63.0,105.5,7.0,valid_finite_result,none
g0104,II.11.27_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_0_0,II.11.27_0_0,llm-srbench/lsrtransform/II.11.27_0_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.8849526613195222,-1.5322270440541774,-1.7009673208873926,-0.5082270776091453,0.00012748178648958053,4.757410632105774e-08,0.9800555385505334,0.6895593368504692,1620.559,2785.393,13.0,3.5,5.0,valid_finite_result,none
g0104,II.11.27_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_0_0,II.11.27_0_0,llm-srbench/lsrtransform/II.11.27_0_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.1919013975300823,-1.7620249604662772,-1.996477949455668,-0.8829664574123022,0.16419487982129,0.1670759809211778,0.9899002253163524,0.8690096740910278,3602.853,3603.6324,36.0,18.0,7.0,valid_finite_result,none
g0104,II.11.27_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_0_0,II.11.27_0_0,llm-srbench/lsrtransform/II.11.27_0_0,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.1815555141772398,-1.2124695670353354,-1.938368349548364,-1.8381184594571012,0.014227598620047743,0.01682779956688374,0.9884542729798174,0.9854759672127987,8.498,8.907499999999999,11.0,1.5,6.0,valid_finite_result,none
g0104,II.11.27_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_0_0,II.11.27_0_0,llm-srbench/lsrtransform/II.11.27_0_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-12.0,-12.0,-12.0,-12.0,0.4887160031305733,0.4069708885711094,0.9999999999998963,0.9999999999997827,720.553,930.9991,15.0,1.0,5.0,valid_finite_result,none
g0105,II.11.27_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,llm-srbench/lsrtransform/II.11.27_1_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.8559191064632845,-1.2060076090032577,-1.6970256713176166,-0.5410177231231414,0.04538593168258265,0.13816361087876938,0.9798736990085634,0.7121126499819865,2332.778,3482.3453,12.0,1.0,5.0,valid_finite_result,none
g0105,II.11.27_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,llm-srbench/lsrtransform/II.11.27_1_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.182189939383981,-2.138870833183041,-2.3252247971255864,-1.3101906039473759,0.17085763177436952,0.14150873761689176,0.9952623296656846,0.951016512646674,3602.868,3603.7203,18.0,3.5,5.0,valid_finite_result,none
g0105,II.11.27_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,llm-srbench/lsrtransform/II.11.27_1_0,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.192460776985528,-0.8238740192563729,-1.8079263554029386,-1.4099349192218522,0.07064501493792497,0.02252008202829736,0.9844093838444429,0.9610681191122571,8.697,8.809499999999998,11.0,1.5,6.0,valid_finite_result,none
g0105,II.11.27_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,llm-srbench/lsrtransform/II.11.27_1_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-11.756697512639603,-11.974950947906567,-11.835683933077133,-12.0,0.4887160036483067,0.38430826351330083,0.9999999999985375,0.9999999999994387,569.355,584.6001,15.0,10.5,5.0,valid_finite_result,none
g0106,II.11.27_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_3_0,II.11.27_3_0,llm-srbench/lsrtransform/II.11.27_3_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-12.0,-7.135846532148433,-8.29269189338067,-11.54424055261954,0.16684338225110373,0.09218291166388859,0.9999999948987515,0.9999999999971437,1304.716,2209.1863000000003,15.0,2.5,4.0,valid_finite_result,none
g0106,II.11.27_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_3_0,II.11.27_3_0,llm-srbench/lsrtransform/II.11.27_3_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-11.349646266721862,-6.414711868745311,-7.58973178276975,-11.219029402100269,3.57127036320711,5.435457465252173,0.9999999742583375,0.9999999999939604,3602.909,3603.8639,12.0,7.0,4.0,valid_finite_result,none
g0106,II.11.27_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_3_0,II.11.27_3_0,llm-srbench/lsrtransform/II.11.27_3_0,pyoperon,3,3,3,3,1,0,1,0,0,0,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,-0.30162331653369506,2.3473895415804438,6.378077815821291,5.694131723106934,0.0,0.0,-2390264.7628303934,-494504.77008321683,8.513,9.145699999999998,15.0,0.0,7.0,partial_output,metric_incomplete
g0106,II.11.27_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_3_0,II.11.27_3_0,llm-srbench/lsrtransform/II.11.27_3_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-6.339202906756713,-6.858724521539032,-6.423817067798945,-6.084626441064667,3.3359402446981523,2.6226899761459865,0.9999996228176976,0.9999991769746743,3603.463,3604.9894,171.0,21.0,8.0,valid_finite_result,none
g0107,II.11.28_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.28_0_0,II.11.28_0_0,llm-srbench/lsrtransform/II.11.28_0_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.36128422976378,-1.5463591346640688,-2.480562731665608,-1.379822742641774,0.008875801883119205,0.04625410252793172,0.9966875423697253,0.9582467862477492,3281.789,3571.9877,25.0,1.0,11.0,valid_finite_result,none
g0107,II.11.28_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.28_0_0,II.11.28_0_0,llm-srbench/lsrtransform/II.11.28_0_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-5.2738800923357445,-4.709771992300495,-5.6942610437817915,-2.6110312407792056,2.87815848483653,3.3173060643694128,0.9999979748741384,0.997548220493092,3602.377,3603.1050999999998,18.0,31.0,6.0,valid_finite_result,none
g0107,II.11.28_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.28_0_0,II.11.28_0_0,llm-srbench/lsrtransform/II.11.28_0_0,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.8944998845309715,-0.7901598131114437,-1.1278313664813637,0.5673432259976168,0.27230229266061423,0.18021705240613617,0.9253754548412702,-2.6970547103628704,7.695,8.577000000000002,22.0,7.5,8.0,valid_finite_result,none
g0107,II.11.28_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.28_0_0,II.11.28_0_0,llm-srbench/lsrtransform/II.11.28_0_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-7.109121776195519,-7.258937343079759,-7.171451061433391,-5.022743493682608,1.6061730283802582,2.2403646893971505,0.9999999325064919,0.9999904990035069,3602.842,3605.1784000000002,49.0,2.5,7.0,valid_finite_result,none
g0108,II.11.3_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.3_0_0,II.11.3_0_0,llm-srbench/lsrtransform/II.11.3_0_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.549144589847415,-1.56166807283097,-1.5474564361201608,-1.5104896515890456,0.22382629843816826,0.08080105838054497,0.9335309033002898,0.9596511751353468,2265.294,3473.5593000000003,9.0,3.0,3.0,valid_finite_result,none
g0108,II.11.3_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.3_0_0,II.11.3_0_0,llm-srbench/lsrtransform/II.11.3_0_0,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.4652662153202733,-2.4694927893811327,-2.4648225302204345,-2.0495591429926527,0.4683129828285817,0.39323624566212056,0.991960043801132,0.9883383125030627,3604.032,3608.8064999999997,38.0,45.0,4.0,valid_finite_result,none
g0108,II.11.3_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.3_0_0,II.11.3_0_0,llm-srbench/lsrtransform/II.11.3_0_0,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.7491528128820812,-0.7478540540673123,-0.7561100011567381,-0.3703153434870324,0.12848731710267425,0.11724593144018425,0.5888822651727503,0.4428075811647544,9.296,9.6632,13.0,4.0,6.0,valid_finite_result,none
g0108,II.11.3_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.3_0_0,II.11.3_0_0,llm-srbench/lsrtransform/II.11.3_0_0,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-12.0,-12.0,-12.0,-12.0,3.171504426920455,3.9387364576324604,0.9999999999988568,0.9999999999996612,3603.633,3603.8301,53.0,126.5,5.0,valid_finite_result,none
g0109,II.11.3_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.3_2_0,II.11.3_2_0,llm-srbench/lsrtransform/II.11.3_2_0,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0841365069526756,-1.0779374404765765,-1.1151594941935212,-0.9866599088494121,0.11202650989744822,0.17022291700026593,0.9001296824872758,0.8968795368308715,3611.248,3615.2287,10.0,2.0,4.0,valid_finite_result,none
