dataset_id,global_index,dataset_name,family,subgroup,metadata_class,dataset_rel,basename,formula_identity,feature_count,target_name,train_samples,valid_samples,id_test_samples,ood_test_samples,formula_char_count,formula_operator_count,formula_return_expr,expected_probe_methods,expected_total_runs,observed_methods,completed_methods,valid_methods,finished_runs,valid_runs,invalid_runs,timeout_runs,valid_extreme_error_runs,wrong_dataset_runs,not_finished_runs,completion_rate,dataset_valid_rate,dataset_invalid_rate,dataset_timeout_rate,dataset_extreme_error_rate,mean_median_log_id_nmse,mean_median_log_ood_nmse,median_log_id_nmse_across_probes,median_log_ood_nmse_across_probes,mean_iqr_log_id_nmse,mean_iqr_log_ood_nmse,max_iqr_log_ood_nmse,id_probe_variance,ood_probe_variance,ood_id_gap_variance,pairwise_gap_mean,pairwise_gap_max,valid_pattern_entropy,rank_entropy,winner_probe,winner_margin,worst_probe,semantic_duplicate_group,formula_hash,operator_group,difficulty_score,instability_raw,norm_id_probe_variance,norm_ood_probe_variance,norm_ood_id_gap_variance,norm_pairwise_gap_mean,norm_valid_pattern_entropy,discrimination_score,stability_score,info_score,difficulty_bin,mean_ood_minus_id_log_nmse,failure_mode,eligible_class,feature_count_bin,total_samples,sample_count_bin,complexity_bin
g0080,80,I.30.3_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.30.3_0_0,I.30.3_0_0,llm-srbench/lsrtransform/I.30.3_0_0,3,Int_0,75000,5000,20000,20000,58,7,2 * Int * np.sin(theta / 2) ** 2 / (1 - np.cos(n * theta)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-6.867460409473522e-06,-3.95588343485437e-06,3.5112265320696605e-06,-2.7616351908779713e-08,0.0022281372495356094,0.0018558929831435202,0.006063384204503108,5.350905214689557e-10,4.651143716267018e-11,2.7133567882332633e-10,7.892144333207019e-06,1.5768288910724953e-05,0.0,1.3862943610966347,pyoperon,1.571667898772003e-05,imcts,llm-srbench/lsrtransform/I.30.3_0_0,dbe9a154acba2ee3,trigonometric,-5.411671922163946e-06,0.002400661484065152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,extreme,2.9115769746191513e-06,all_struggle,limited_quota,low,120000,large,moderate
g0081,81,I.32.17_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.32.17_2_0,I.32.17_2_0,llm-srbench/lsrtransform/I.32.17_2_0,6,Ef,75000,5000,20000,20000,112,13,np.sqrt(3) * np.sqrt(Pwr / (c * epsilon)) * (-omega ** 2 + omega_0 ** 2) / (2 * np.sqrt(np.pi) * omega ** 2 * r),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.092301488079564,-1.491645962738437,-1.231708037052618,-0.8404434254753333,0.24973874779920782,0.3011177601080194,0.9225112889379523,3.1189412594487687,1.843985474209775,0.17002977514523376,1.7139656514351822,3.365088904301662,0.0,0.4959334750538884,udsr,2.8906859288239843,pyoperon,llm-srbench/lsrtransform/I.32.17_2_0,2a6b4a60f46fb4df,rational,-1.7919737254090005,0.3548971113906398,0.09108214881257783,0.051606014601707904,0.029558406186540324,0.20375015110277972,0.0,0.07474963323325903,0.8601229370986408,0.06429387408363693,hard,0.6006555253411268,one_method_wins,eligible,high,120000,large,complex
g0082,82,I.32.17_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.32.17_3_0,I.32.17_3_0,llm-srbench/lsrtransform/I.32.17_3_0,6,r,75000,5000,20000,20000,113,13,np.sqrt(3) * np.sqrt(Pwr / (c * epsilon)) * (-omega ** 2 + omega_0 ** 2) / (2 * np.sqrt(np.pi) * Ef * omega ** 2),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.0283821033391387,-1.4388406637326947,-1.0734086560622784,-0.6801429878455261,0.1399954422997681,0.2103173639732777,0.49497894286408606,3.3340416280267684,2.0910170945210664,0.14642025799119665,1.7605672928688043,3.4796027678327706,0.0,0.4258246207415035,udsr,3.1948990088334654,pyoperon,llm-srbench/lsrtransform/I.32.17_3_0,15397ee4c020c07b,rational,-1.7336113835359166,0.2111218226220819,0.09737351047307151,0.05852235736044579,0.02545236183120972,0.20940487195579266,0.0,0.07932189521199179,0.9210506904912144,0.07305948635607679,hard,0.589541439606444,one_method_wins,eligible,high,120000,large,complex
g0083,83,I.32.17_4_3,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.32.17_4_3,I.32.17_4_3,llm-srbench/lsrtransform/I.32.17_4_3,6,omega,75000,5000,20000,20000,22,24,np.sqrt(term1 - term2),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.586518475051904,-1.9581704226855814,-2.119761779187812,-1.7227117734257296,0.13481662306267944,0.23834823622218443,0.5246172155023023,1.0671949868209532,0.3961758356933469,0.18025433485553977,0.8700513254401869,1.5745715922161163,0.0,1.157192818949438,udsr,1.009906506631375,dso,llm-srbench/lsrtransform/I.32.17_4_3,d9b64b785da77504,polynomial,-2.2723444488687425,0.22722606220187014,0.03107166197796017,0.011070524866565295,0.031336608400941136,0.10134818004436814,0.0,0.0295850746601619,0.9142261857651502,0.027047449962137014,medium,0.6283480523663225,all_good,eligible,high,120000,large,complex
g0084,84,I.32.17_5_3,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.32.17_5_3,I.32.17_5_3,llm-srbench/lsrtransform/I.32.17_5_3,6,omega_0,75000,5000,20000,20000,131,15,np.sqrt(3) * np.sqrt(2 * np.sqrt(3) * np.sqrt(np.pi) * Ef * omega ** 2 * r * np.sqrt(Pwr * c * epsilon) / Pwr + 3 * omega ** 2) / 3,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.1762022279551396,-1.193980597605069,-1.7937224638570775,-0.9078745387150489,0.2299563778936125,0.6737666923633603,1.7991802803607597,0.7858487318466375,0.5173576823726865,0.049633313793678656,0.9713253598975545,1.841929972231591,0.0,1.0734066207090835,udsr,1.3420959825505587,dso,llm-srbench/lsrtransform/I.32.17_5_3,87caa18b93683a11,rational,-1.6850914127801044,0.6753340085962186,0.022842707961886352,0.014463350395195909,0.008619680192739117,0.11363694020167994,0.0,0.025713766474057653,0.7243311719208927,0.01862528260465434,hard,0.9822216303500706,ood_failure,eligible,high,120000,large,complex
g0085,85,I.32.5_0_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.32.5_0_1,I.32.5_0_1,llm-srbench/lsrtransform/I.32.5_0_1,4,q,75000,5000,20000,20000,65,6,np.sqrt(6) * np.sqrt(np.pi) * np.sqrt(Pwr * c ** 3 * epsilon) / a,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.050629667603964,-1.337151789493453,-1.6757077944525376,-1.0426004496039054,0.15066502770141862,0.3258857126093313,0.5680916267227181,1.263358655311179,0.5900765914885079,0.12945024961668866,1.0235771003719738,2.0020547284319896,0.0,1.0291794993732135,udsr,1.522480835527153,pyoperon,llm-srbench/lsrtransform/I.32.5_0_1,34cb77b94bee481e,rational,-1.6938907285487086,0.27410561592855986,0.03680915369533804,0.016499320121876035,0.022501026289637797,0.11997725349059649,0.0,0.034030845128530246,0.8943600049139226,0.03043582681637725,hard,0.7134778781105109,all_good,eligible,medium,120000,large,moderate
g0086,86,I.32.5_1_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.32.5_1_1,I.32.5_1_1,llm-srbench/lsrtransform/I.32.5_1_1,4,a,75000,5000,20000,20000,65,6,np.sqrt(6) * np.sqrt(np.pi) * np.sqrt(Pwr * c ** 3 * epsilon) / q,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.2159651866957883,-1.898931903724887,-1.6811369129009042,-1.3912626032983948,1.183456853113892,1.4565981711830132,4.608392800027522,1.9846056068425526,1.8412602509402958,0.01699737462608273,1.8181523966983197,3.549769200932705,0.0,0.5285166270326556,udsr,2.6604198126234353,pyoperon,llm-srbench/lsrtransform/I.32.5_1_1,105d6a4c99fa9472,rational,-2.0574485452103377,1.7410091991014882,0.057904540228657694,0.051529714336170825,0.002943807495905663,0.21639234444453512,0.0,0.060382794666529335,0.2727292606341164,0.01646815494442421,medium,0.3170332829709013,one_method_wins,eligible,medium,120000,large,moderate
g0087,87,I.34.14_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.34.14_2_0,I.34.14_2_0,llm-srbench/lsrtransform/I.34.14_2_0,3,omega_0,75000,5000,20000,20000,50,8,c * omega * np.sqrt(1 - v ** 2 / c ** 2) / (c + v),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.366138628514073,-2.76985173234116,-3.931229231339495,-2.5827884227391453,0.3321300413868846,0.28103494482333224,0.8518788085541966,3.3829305163466366,1.479348698986434,0.4056614975425164,1.7315362540733399,3.392675398588943,0.0,0.7469365122879827,udsr,1.9648686541618954,pyoperon,llm-srbench/lsrtransform/I.34.14_2_0,2603b96029256e45,rational,-3.5679951804276167,0.34921574791754917,0.09880343678901941,0.04139698582754732,0.07053824907675169,0.20588219731577664,0.0,0.08023910500888876,0.8625305324203881,0.06920867796425224,medium,1.5962868961729129,ood_failure,eligible,low,120000,large,moderate
g0088,88,I.34.1_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.34.1_2_0,I.34.1_2_0,llm-srbench/lsrtransform/I.34.1_2_0,3,omega_0,75000,5000,20000,20000,19,3,omega * (c - v) / c,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-9.515102540960388,-9.252386888038911,-12.0,-12.0,1.2377832004502827,1.3312480190654077,5.275567538816862,18.52414614582455,22.64813343906149,0.20705854286987438,5.4952262239221765,10.990452447844353,0.0,1.0986796823409652,dso,0.0,pyoperon,llm-srbench/lsrtransform/I.34.1_2_0,f412c38c0211ccea,rational,-9.38374471449965,1.835169355479592,0.5416611786623081,0.6340764608834245,0.03599825676495888,0.6625746120474353,0.0,0.4831653735604937,0.23282694615192234,0.11249391841244251,easy,0.2627156529214769,all_good,eligible,low,120000,large,simple
g0089,89,I.37.4_0_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.37.4_0_1,I.37.4_0_1,llm-srbench/lsrtransform/I.37.4_0_1,3,I1,75000,5000,20000,20000,111,13,2 * I2 * np.cos(delta) ** 2 + I2 + Int + 2 * np.sqrt(I2 * (I2 * np.cos(delta) ** 2 + I2 + Int)) * np.cos(delta),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.0005998969198924,-1.2398493274441753,-2.037147891193476,-1.3532016037884322,0.18880131587679094,0.3895759574539497,0.6022323826848691,0.6156867170261805,0.21272967104053128,0.11935324330244476,0.6326244960451763,1.2645326574219575,0.0,1.3047217281921248,udsr,0.40448727401987217,pyoperon,llm-srbench/lsrtransform/I.37.4_0_1,144947190d3ead2c,trigonometric,-1.6202246121820338,0.31403712269391193,0.017865725434189857,0.00593443519951815,0.020745007498069696,0.0725384127927781,0.0,0.018695648625786068,0.8774382027208512,0.016404276328910276,hard,0.7607505694757171,all_good,eligible,low,120000,large,complex
g0090,90,I.37.4_1_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.37.4_1_1,I.37.4_1_1,llm-srbench/lsrtransform/I.37.4_1_1,3,I2,20006,5000,6251,6251,111,13,2 * I1 * np.cos(delta) ** 2 + I1 - Int + 2 * np.sqrt(I1 * (I1 * np.cos(delta) ** 2 + I1 - Int)) * np.cos(delta),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-0.948060128176117,-0.9885060259313246,-0.7916873305151062,-0.9164569150524344,0.05728414899984459,0.3052166669493289,0.5824464907824809,0.2591221655605042,0.32378380116423566,0.018943319074990566,0.8290256043035146,1.57857185734004,0.0,1.2195873726038584,udsr,0.8141651235273166,pyoperon,llm-srbench/lsrtransform/I.37.4_1_1,c666998661b4aa93,trigonometric,-0.9682830770537209,0.25003279473619666,0.007436749587182764,0.009043706910326375,0.003282236027420916,0.09637005065482997,0.0,0.015897500243724334,0.9045613609719365,0.014380264456514975,hard,-0.04044589775520768,all_good,eligible,low,37508,medium,complex
g0091,91,I.40.1_4_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0,I.40.1_4_0,llm-srbench/lsrtransform/I.40.1_4_0,6,g,75000,5000,20000,20000,34,5,T * kb * np.log(n_0 / n) / (m * x),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-0.666174754659438,-0.0906416029822885,-0.47992376976547724,-0.015012881738459181,0.053472141197807035,0.03210479422450402,0.07199328622519774,0.19869652669155136,0.020411955168591314,0.09399080499303153,0.17384449899908497,0.3424821315127945,0.0,1.3750328106122431,udsr,0.3146882085159927,dso,llm-srbench/lsrtransform/I.40.1_4_0,44b965f642a29233,exponential_log,-0.37840817882086325,0.037935003174402564,0.005669390701634814,0.000549961584878212,0.01633410421790754,0.016869283199200603,0.0,0.00631381725288575,0.994442188547172,0.0062787262470465986,hard,0.5755331516771495,all_good,eligible,high,120000,large,simple
g0092,92,I.43.43_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.43.43_0_0,I.43.43_0_0,llm-srbench/lsrtransform/I.43.43_0_0,4,gamma,75000,5000,20000,20000,24,4,1 + kb * v / (A * kappa),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-6.62578153468845,-6.595519018597289,-6.971197313398885,-7.481300741829859,0.11389777749593008,0.9086991583069008,2.7438006776302175,29.12084823325991,30.777633200769323,0.5849065278787638,7.796495790691993,12.580525409270559,0.0,0.6937671131151333,udsr,0.0,pyoperon,llm-srbench/lsrtransform/I.43.43_0_0,a1cedc964f6e7f65,rational,-6.610650276642869,0.9350193543479899,0.851598747255498,0.8616845975996749,0.10171161193001792,0.9418144973238509,0.0,0.7090873622211982,0.6142841336492559,0.4355811159836849,medium,0.030262516091160485,all_good,eligible,medium,120000,large,simple
g0093,93,I.43.43_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.43.43_3_0,I.43.43_3_0,llm-srbench/lsrtransform/I.43.43_3_0,4,v,75000,5000,20000,20000,28,4,A * kappa * (gamma - 1) / kb,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-6.929303677174858,-6.683716733603745,-7.5399786296422,-7.239353575066942,1.1404378192250397,1.206008340379954,4.790429716250641,26.457808993454393,28.880332367747226,0.06637133417841015,7.458802249503804,11.743840215718903,0.0,0.6935832176161019,udsr,0.0,pyoperon,llm-srbench/lsrtransform/I.43.43_3_0,809b69170635122e,rational,-6.806510205389301,1.6685768432471177,0.773708862247573,0.8085643417349242,0.011530669590435605,0.9008382001261535,0.0,0.6456090418450546,0.3034239700861855,0.19589325860016474,easy,0.2455869435711131,all_good,eligible,medium,120000,large,simple
g0094,94,I.44.4_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.44.4_2_0,I.44.4_2_0,llm-srbench/lsrtransform/I.44.4_2_0,5,T,75000,5000,20000,20000,32,4,E_n / (kb * n * np.log(V2 / V1)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-0.007744004745270349,0.11488910829740982,-0.0660308412123435,0.15097743621036913,0.44206974848327274,0.17023846831339245,0.5426341780681749,0.12241131176886504,0.05919245111323551,0.05061429368289985,0.35525090041304974,0.609805134385001,0.0,1.3561508821489052,imcts,0.22603422335677126,udsr,llm-srbench/lsrtransform/I.44.4_2_0,e9448705152c78ad,exponential_log,0.05357255177606974,0.2650361726356465,0.0034381631142535577,0.0016357302891801674,0.008790287109879766,0.03888143833769932,0.0,0.0069825495914537005,0.8982033691602506,0.006271749568372245,extreme,0.12263311304268017,all_struggle,limited_quota,high,120000,large,simple
g0095,95,I.44.4_4_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.44.4_4_0,I.44.4_4_0,llm-srbench/lsrtransform/I.44.4_4_0,5,V2,75000,5000,20000,20000,31,4,V1 * np.exp(E_n / (T * kb * n)),4,12,4,4,4,12,12,0,0,1,0,0,1.0,1.0,0.0,0.0,0.08333333333333333,5.148264939049822,0.0,5.107503887450476,0.0,3.761730504985907,1.5240143420480048,6.0,21.844271510193703,0.0,21.844271510193703,0.0,0.0,0.0,1.3862943611198906,udsr,0.0,udsr,llm-srbench/lsrtransform/I.44.4_4_0,03b6a9e18e8ce826,exponential_log,2.574132469524911,2.5619518378163835,0.6387698426944214,0.0,1.0,0.0,0.0,0.37356944494304745,0.0,0.0,extreme,-5.148264939049822,unstable,limited_quota,high,120000,large,simple
g0096,96,I.48.2_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.48.2_1_0,I.48.2_1_0,llm-srbench/lsrtransform/I.48.2_1_0,3,v,54071,5000,14767,14767,44,8,-c * np.sqrt(1 - c ** 4 * m ** 2 / E_n ** 2),4,12,4,4,4,12,10,0,0,0,0,0,1.0,0.8333333333333334,0.0,0.0,0.0,-1.6215152959151855,-1.3598044280515234,-1.413689575384546,-1.4747273631594937,0.2571987593772208,0.4405799775317597,0.8334726606891845,0.6859376894021133,0.3758427468082805,0.21510852665574468,0.8942765068841733,1.5627359922337638,0.0,1.2434408613548582,udsr,0.212796593599067,imcts,llm-srbench/lsrtransform/I.48.2_1_0,0134f8d26af9438f,rational,-1.4906598619833544,0.394366275025985,0.01992046051967659,0.010501243039826719,0.03739826805145923,0.10428770394235037,0.0,0.02668610684778008,0.843397062373002,0.022506984121589774,hard,0.26171086786366216,all_good,eligible,low,88605,medium,moderate
g0097,97,I.50.26_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0,I.50.26_0_0,llm-srbench/lsrtransform/I.50.26_0_0,4,x1,75000,5000,20000,20000,56,6,x / (alpha * np.cos(omega * t) ** 2 + np.cos(omega * t)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.5051677929318668e-05,0.9427822935187383,4.463568201873094e-06,0.688954436355073,0.00048154309910464904,1.3129038996417899,2.439371931826438,4.482357189247709e-10,0.8359357654838475,0.8358983818840298,1.3077206623125277,2.3933655148930337,0.0,1.15463643066872,imcts,0.35591332852115365,pyoperon,llm-srbench/lsrtransform/I.50.26_0_0,a5c5cef0988b73ce,trigonometric,0.4713986725983338,1.0131322548418247,0.0,0.02338283695906944,0.14536280897265041,0.15445570694256827,0.0,0.04543398497582869,0.5811821758731307,0.02640542224683925,extreme,0.942767241840809,all_struggle,limited_quota,medium,120000,large,moderate
g0098,98,I.50.26_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_3_0,I.50.26_3_0,llm-srbench/lsrtransform/I.50.26_3_0,4,alpha,75000,5000,20000,20000,55,6,(x / np.cos(omega * t) - x1) / (x1 * np.cos(omega * t)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0009623570431824749,3.8928364866076377,-6.564333341800178e-05,2.817108708395321,0.12198298356357776,1.9674876391539744,3.2407786398428824,3.660930721071925e-06,14.001661745310649,13.988377464355974,5.263486549334729,10.023850677406871,0.0,0.44691189935019593,imcts,2.1057861503849225,pyoperon,llm-srbench/lsrtransform/I.50.26_3_0,03d2c59613bfc8f0,trigonometric,1.94689942182541,1.4595473803428818,0.0,0.39199424560933316,1.0,0.6344549336402574,0.0,0.35064347932729234,0.3920045299076488,0.13745383227887759,extreme,3.891874129564455,ood_failure,limited_quota,medium,120000,large,moderate
g0099,99,II.11.17_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_0_0,II.11.17_0_0,llm-srbench/lsrtransform/II.11.17_0_0,6,n_0,75000,5000,20000,20000,48,7,T * kb * n / (Ef * p_d * np.cos(theta) + T * kb),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.10806199447890923,0.6951473619609654,0.06914836732062063,0.0007040769773785872,0.17109710866218159,0.821932891290351,3.285456950065954,0.014591839238293904,1.4477327960821338,1.204064452198736,1.3898209190373876,2.7791812915423013,0.0,1.175476019042158,imcts,1.325600526616593e-05,dso,llm-srbench/lsrtransform/II.11.17_0_0,d6c8a9bf47c984f6,trigonometric,0.40160467821993734,1.0200839682617675,0.00028460600871326456,0.04051180999120067,0.20939233592049214,0.16441788894856152,0.0,0.062129384882899846,0.5782362434772798,0.0359254621242421,extreme,0.5870853674820562,all_struggle,limited_quota,high,120000,large,moderate
g0100,100,II.11.17_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_2_0,II.11.17_2_0,llm-srbench/lsrtransform/II.11.17_2_0,6,T,75000,5000,20000,20000,49,6,Ef * n_0 * p_d * np.cos(theta) / (kb * (n - n_0)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-0.13119950891302726,0.615498227116494,-0.05723744725164305,0.5455002152135081,0.7395881584891008,0.6929094547557042,0.9300868659724371,0.07793528408333851,0.8330172703843234,0.8938311812550546,1.334757760408928,2.547911340715386,0.0,1.0804281670676286,udsr,0.9515533763980164,pyoperon,llm-srbench/lsrtransform/II.11.17_2_0,0012aa891e7fb5ef,trigonometric,0.2421493591017334,0.6110987867945893,0.0021373063224144925,0.02330112550681661,0.15543817994673328,0.15773643349440955,0.0,0.04799282148168184,0.7515521762156364,0.03606910942728653,extreme,0.7466977360295213,all_struggle,limited_quota,high,120000,large,moderate
g0101,101,II.11.17_4_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_4_0,II.11.17_4_0,llm-srbench/lsrtransform/II.11.17_4_0,6,p_d,75000,5000,20000,20000,47,6,T * kb * (n - n_0) / (Ef * n_0 * np.cos(theta)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-0.8144588421616289,0.031777542410861406,-0.44881438233161164,-0.14762671578531875,0.18245094799774753,0.31566457213145704,0.9633699116397109,0.8423316468350535,0.7646847108537216,0.3063890229758455,1.2134198790877977,2.420671002435475,0.0,1.1488275648873572,udsr,0.8422738512151965,pyoperon,llm-srbench/lsrtransform/II.11.17_4_0,37492ec7cd73fdd8,trigonometric,-0.39134064987538375,0.35543000078007453,0.024494748114956503,0.021387963933816555,0.053273296931617295,0.14301309271371393,0.0,0.03835125302818456,0.8598971141941412,0.032978131804665224,hard,0.8462363845724903,all_good,eligible,high,120000,large,moderate
g0102,102,II.11.17_5_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.17_5_0,II.11.17_5_0,llm-srbench/lsrtransform/II.11.17_5_0,6,Ef,75000,5000,20000,20000,48,6,T * kb * (n - n_0) / (n_0 * p_d * np.cos(theta)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-0.8383632449298115,-0.039124317162957875,-0.4448534571728129,-0.20008152525632625,0.20201469888092285,0.15499137772606839,0.29244633411890075,0.9254343049967745,0.8567826190679433,0.31243966205764495,1.3061586459211194,2.5758569353711964,0.0,1.1148519852467358,udsr,0.911323516792298,pyoperon,llm-srbench/lsrtransform/II.11.17_5_0,5d25f7ddef22847e,trigonometric,-0.43874378104638473,0.16088875769039207,0.026925375644328568,0.02396650306888623,0.0543255925921288,0.15426616926987005,0.0,0.0413876133654315,0.9423379911012512,0.03900112043525601,hard,0.7992389277668537,all_good,eligible,high,120000,large,moderate
g0103,103,II.11.20_1_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.20_1_1,II.11.20_1_1,llm-srbench/lsrtransform/II.11.20_1_1,5,p_d,75000,5000,20000,20000,49,5,np.sqrt(3) * np.sqrt(Pol * T * kb / (Ef * n_rho)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-3.8857787705510245,-3.430147495969393,-1.273760614402758,-0.6436218795931148,1.0521675105647554,1.1847844969845638,4.379935294599582,21.97328049331025,24.459689406980477,0.06961526886791533,5.833462757965161,11.551626291082083,0.0,0.00041540275876376286,udsr,11.175915541021238,dso,llm-srbench/lsrtransform/II.11.20_1_1,287b5f2898a2443f,rational,-3.6579631332602087,1.560334359826693,0.6425431610555399,0.6847960488656282,0.012094837829624956,0.7036167969032621,0.0,0.5367446288371787,0.34929396202239105,0.18748165800077587,medium,0.45563127458163155,one_method_wins,eligible,high,120000,large,simple
g0104,104,II.11.27_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_0_0,II.11.27_0_0,llm-srbench/lsrtransform/II.11.27_0_0,4,n,75000,5000,20000,20000,44,6,3 * Pol / (alpha * (3 * Ef * epsilon + Pol)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.4089534049728565,-3.807327998619637,-1.9674231495020158,-1.3605424584347017,0.16681649083960015,0.14771867915831932,0.4069708885711094,19.220251344758356,22.608404510508816,0.3061936632581755,5.9050784615362275,11.491772922390854,0.0,0.0007385779944779195,udsr,10.161881540542899,dso,llm-srbench/lsrtransform/II.11.27_0_0,9ed5d28d3bc26c5e,rational,-4.108140701796247,0.17384494754546964,0.5620212068165807,0.6329641381493493,0.053239320986206616,0.7123067657526068,0.0,0.49746144546126714,0.9368475375806309,0.46604553022168943,medium,0.6016254063532194,one_method_wins,eligible,medium,120000,large,moderate
g0105,105,II.11.27_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,llm-srbench/lsrtransform/II.11.27_1_0,4,alpha,75000,5000,20000,20000,40,6,3 * Pol / (n * (3 * Ef * epsilon + Pol)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.416465189230819,-3.8152858115730925,-2.0665755762642624,-1.3600627615846141,0.19390114551079596,0.17162517350931483,0.38430826351330083,18.40447982144726,22.442898193970667,0.2765947915621251,5.746115190984176,11.458982276876858,0.0,0.000689363467695143,udsr,10.590065080778148,dso,llm-srbench/lsrtransform/II.11.27_1_0,e403f4226bf95175,rational,-4.115875500401955,0.1842919512085453,0.538161118991483,0.6283303248242714,0.04809163925858853,0.6930178975239162,0.0,0.48478754097669385,0.9324204036250885,0.452025794629903,medium,0.6011793776577266,one_method_wins,eligible,medium,120000,large,moderate
