combo,combo_score_nmse_only,mean_operational_stability,mean_discrimination,mean_pairwise_complementarity,mean_family_subgroup_coverage,mean_baseline_quality,mean_finite_id_ood_rate,taxonomy_diversity_score,taxonomy_redundancy_penalty,practical_cost_score_neutral_due_to_missing_runtime,taxonomies
gplearn;pyoperon;ragsr;tpsr,0.6838093846200206,0.95675,0.41931306789719364,0.6550605239354079,0.873109243697479,0.4779289342477722,0.95875,1.0,0.0,0.5,classic_gp;evolutionary_gp;rag_hybrid;pretrained_neural
gplearn;imcts;pyoperon;udsr,0.6837668616141366,0.98675,0.43300195429822697,0.5674344858618587,0.9121848739495798,0.5658484553353349,0.98875,1.0,0.0,0.5,classic_gp;mcts;evolutionary_gp;rl_hybrid
e2esr;gplearn;pysr;tpsr,0.6836464289367891,0.91075,0.6085753501968487,0.5219559914883622,0.8495798319327731,0.5532070243145593,0.91375,0.75,0.0,0.5,pretrained_neural;classic_gp;evolutionary_gp;pretrained_neural
dso;gplearn;imcts;udsr,0.6830796159820706,0.9924999999999999,0.49895911613841804,0.49277028978661414,0.8907563025210083,0.5692172663148053,0.9924999999999999,1.0,0.0,0.5,rl_policy;classic_gp;mcts;rl_hybrid
dso;e2esr;pyoperon;pysr,0.6819156517986198,0.90625,0.5513394188927982,0.6024719791506824,0.8222689075630252,0.5598599041731164,0.91125,0.75,0.0,0.5,rl_policy;pretrained_neural;evolutionary_gp;evolutionary_gp
e2esr;gplearn;imcts;udsr,0.6817924467821685,0.91875,0.5385016779139767,0.5627157379108361,0.8067226890756303,0.5773421113784398,0.91875,1.0,0.0,0.5,pretrained_neural;classic_gp;mcts;rl_hybrid
e2esr;pyoperon;ragsr;udsr,0.6803636579849475,0.88425,0.5000344258196289,0.7035052597715843,0.7130252100840336,0.5252146756711522,0.88625,1.0,0.0,0.5,pretrained_neural;evolutionary_gp;rag_hybrid;rl_hybrid
dso;pyoperon;pysr;qlattice,0.6798668011014721,0.97,0.45829228182755966,0.5988304065151737,0.8945378151260504,0.5598168531100657,0.975,0.75,0.0,0.5,rl_policy;evolutionary_gp;evolutionary_gp;graph_hybrid
dso;e2esr;ragsr;tpsr,0.6795208871169982,0.88625,0.5334886453531648,0.6992939945164576,0.7403361344537815,0.49075749427734233,0.88625,0.75,0.0,0.5,rl_policy;pretrained_neural;rag_hybrid;pretrained_neural
gplearn;imcts;qlattice;udsr,0.6785967161762335,0.9824999999999999,0.44545454084873815,0.5544866456401771,0.8789915966386554,0.5772990603153891,0.9824999999999999,1.0,0.0,0.5,classic_gp;mcts;graph_hybrid;rl_hybrid
e2esr;gplearn;ragsr;tpsr,0.6785573549358894,0.8887499999999999,0.5248127915129435,0.6872313165757324,0.7676470588235295,0.4894225902908771,0.8887499999999999,0.75,0.0,0.5,pretrained_neural;classic_gp;rag_hybrid;pretrained_neural
dso;pyoperon;ragsr;tpsr,0.6774206342220762,0.95425,0.427988921737415,0.6377140715599205,0.8457983193277311,0.47926383823423746,0.95625,1.0,0.0,0.5,rl_policy;evolutionary_gp;rag_hybrid;pretrained_neural
e2esr;gplearn;pysr;qlattice,0.6770435196052946,0.9045,0.5551161516030881,0.5325076426910221,0.8163865546218487,0.5699756051667053,0.9075,1.0,0.0,0.5,pretrained_neural;classic_gp;evolutionary_gp;graph_hybrid
dso;e2esr;qlattice;ragsr,0.676814107996674,0.88,0.4800294467594041,0.725430166563799,0.7071428571428571,0.5075260751294883,0.88,1.0,0.0,0.5,rl_policy;pretrained_neural;graph_hybrid;rag_hybrid
e2esr;pysr;qlattice;tpsr,0.6760934647376724,0.89825,0.5637466287473901,0.5796006389850961,0.8105042016806723,0.5626237223016084,0.90125,0.75,0.0,0.5,pretrained_neural;evolutionary_gp;graph_hybrid;pretrained_neural
dso;gplearn;imcts;tpsr,0.6756426330038473,0.98875,0.46645617383176285,0.48409738963737164,0.9394957983193277,0.5313912739415251,0.98875,1.0,0.0,0.5,rl_policy;classic_gp;mcts;pretrained_neural
pyoperon;pysr;qlattice;tpsr,0.6731286918213458,0.9662499999999999,0.4582469051316404,0.5645626359429409,0.9159663865546218,0.5511300662585036,0.97125,0.75,0.0,0.5,evolutionary_gp;evolutionary_gp;graph_hybrid;pretrained_neural
dso;e2esr;imcts;udsr,0.672866025758588,0.91625,0.547177531754198,0.5352186030328036,0.7794117647058824,0.5786770153649051,0.91625,1.0,0.0,0.5,rl_policy;pretrained_neural;mcts;rl_hybrid
pyoperon;qlattice;ragsr;udsr,0.6720298534189508,0.948,0.4069872887543903,0.6747238716606796,0.7852941176470588,0.5251716246081015,0.95,1.0,0.0,0.5,evolutionary_gp;graph_hybrid;rag_hybrid;rl_hybrid
e2esr;gplearn;pyoperon;pysr,0.6717347396870247,0.90875,0.542663565052577,0.5535397814880125,0.8495798319327731,0.5585250001866511,0.91375,0.75,0.0,0.5,pretrained_neural;classic_gp;evolutionary_gp;evolutionary_gp
e2esr;gplearn;qlattice;ragsr,0.6712352716982812,0.8825,0.4713535929191828,0.6949062721539381,0.7344537815126051,0.506191171143023,0.8825,1.0,0.0,0.5,pretrained_neural;classic_gp;graph_hybrid;rag_hybrid
e2esr;imcts;pyoperon;udsr,0.670420415589567,0.9105,0.48122036991400696,0.5973513759037002,0.8008403361344538,0.5753082043854347,0.9125,1.0,0.0,0.5,pretrained_neural;mcts;evolutionary_gp;rl_hybrid
e2esr;gplearn;pyoperon;ragsr,0.6701322841994437,0.8867499999999999,0.4589010063686716,0.6827615806286571,0.7676470588235295,0.49474056616296885,0.8887499999999999,1.0,0.0,0.5,pretrained_neural;classic_gp;evolutionary_gp;rag_hybrid
gplearn;pyoperon;pysr;qlattice,0.6698738877324162,0.9724999999999999,0.44961642798733836,0.5506502038226592,0.9218487394957983,0.5584819491236004,0.9775,0.75,0.0,0.5,classic_gp;evolutionary_gp;evolutionary_gp;graph_hybrid
dso;imcts;qlattice;udsr,0.6694822964101139,0.98,0.45413039468895944,0.5262375157919892,0.8516806722689075,0.5786339643018544,0.98,1.0,0.0,0.5,rl_policy;mcts;graph_hybrid;rl_hybrid
dso;qlattice;tpsr;udsr,0.6694714868395499,0.97625,0.4212608387935372,0.5594329290192824,0.873109243697479,0.5641223278409226,0.97625,1.0,0.0,0.5,rl_policy;graph_hybrid;pretrained_neural;rl_hybrid
gplearn;imcts;pyoperon;tpsr,0.6692386408750508,0.983,0.4004990119915718,0.5303966346691668,0.9609243697478991,0.5280224629620547,0.985,1.0,0.0,0.5,classic_gp;mcts;evolutionary_gp;pretrained_neural
dso;e2esr;pyoperon;ragsr,0.668546836661322,0.88425,0.46757686020889294,0.684628339692461,0.7403361344537815,0.4960754701494341,0.88625,1.0,0.0,0.5,rl_policy;pretrained_neural;evolutionary_gp;rag_hybrid
gplearn;imcts;qlattice;tpsr,0.6684199254609768,0.97875,0.41295159854208296,0.534854514542801,0.9277310924369747,0.5394730679421089,0.97875,1.0,0.0,0.5,classic_gp;mcts;graph_hybrid;pretrained_neural
dso;imcts;pyoperon;udsr,0.6674881580115029,0.98425,0.44167780813844826,0.5105282206676138,0.8848739495798319,0.5671833593218002,0.98625,1.0,0.0,0.5,rl_policy;mcts;evolutionary_gp;rl_hybrid
gplearn;qlattice;tpsr;udsr,0.6672936189030971,0.97875,0.41258498495331586,0.5425129080571816,0.9004201680672268,0.5627874238544575,0.97875,1.0,0.0,0.5,classic_gp;graph_hybrid;pretrained_neural;rl_hybrid
e2esr;imcts;qlattice;udsr,0.6672823587853202,0.90625,0.49367295646451814,0.5925318902166434,0.7676470588235293,0.586758809365489,0.90625,1.0,0.0,0.5,pretrained_neural;mcts;graph_hybrid;rl_hybrid
gplearn;pyoperon;tpsr;udsr,0.6658176359275705,0.983,0.4001323984028047,0.5288762346251443,0.9336134453781513,0.5513368188744032,0.985,1.0,0.0,0.5,classic_gp;evolutionary_gp;pretrained_neural;rl_hybrid
gplearn;pyoperon;qlattice;ragsr,0.6632269457541691,0.9505,0.36585386930343305,0.65969405700064,0.8399159663865546,0.49469751509991816,0.9525,1.0,0.0,0.5,classic_gp;evolutionary_gp;graph_hybrid;rag_hybrid
dso;imcts;qlattice;tpsr,0.6629810099215832,0.97625,0.42162745238230426,0.5213074016015163,0.9004201680672268,0.5408079719285741,0.97625,1.0,0.0,0.5,rl_policy;mcts;graph_hybrid;pretrained_neural
e2esr;qlattice;ragsr;tpsr,0.6622662412120527,0.87625,0.47998407006348487,0.7099233659735863,0.7285714285714285,0.4988392882779262,0.87625,0.75,0.0,0.5,pretrained_neural;graph_hybrid;rag_hybrid;pretrained_neural
dso;pyoperon;qlattice;ragsr,0.6614534994735086,0.948,0.37452972314365435,0.6608088210942884,0.8126050420168067,0.4960324190863834,0.95,1.0,0.0,0.5,rl_policy;evolutionary_gp;graph_hybrid;rag_hybrid
e2esr;pyoperon;pysr;tpsr,0.6611481280348324,0.9025,0.5512940421968789,0.5620865506438055,0.8436974789915966,0.5511731173215543,0.9075,0.5,0.0,0.5,pretrained_neural;evolutionary_gp;evolutionary_gp;pretrained_neural
dso;pyoperon;tpsr;udsr,0.6608312200275089,0.9804999999999999,0.408808252243026,0.5171391202411884,0.9063025210084034,0.5526717228608685,0.9824999999999999,1.0,0.0,0.5,rl_policy;evolutionary_gp;pretrained_neural;rl_hybrid
imcts;pyoperon;qlattice;udsr,0.6602012769455967,0.97425,0.38817323284876837,0.5610286514809003,0.873109243697479,0.575265153322384,0.97625,1.0,0.0,0.5,mcts;evolutionary_gp;graph_hybrid;rl_hybrid
dso;gplearn;pyoperon;udsr,0.6600587291857205,0.98675,0.400177775098724,0.513155941109472,0.9121848739495798,0.5600236057259653,0.98875,1.0,0.0,0.5,rl_policy;classic_gp;evolutionary_gp;rl_hybrid
dso;gplearn;qlattice;udsr,0.6590624392131912,0.9824999999999999,0.41263036164923517,0.5169035227492853,0.8789915966386554,0.5714742107060196,0.9824999999999999,1.0,0.0,0.5,rl_policy;classic_gp;graph_hybrid;rl_hybrid
pyoperon;qlattice;ragsr;tpsr,0.6584627742244924,0.94425,0.3744843464477351,0.641530586646496,0.8340336134453781,0.4873456322348213,0.94625,1.0,0.0,0.5,evolutionary_gp;graph_hybrid;rag_hybrid;pretrained_neural
dso;e2esr;gplearn;udsr,0.6583846886176102,0.91875,0.5056774987144738,0.5096386902138802,0.8067226890756303,0.5715172617690703,0.91875,1.0,0.0,0.5,rl_policy;pretrained_neural;classic_gp;rl_hybrid
dso;imcts;pyoperon;tpsr,0.656635441499143,0.9804999999999999,0.4091748658317931,0.4881923863818251,0.9336134453781513,0.52935736694852,0.9824999999999999,1.0,0.0,0.5,rl_policy;mcts;evolutionary_gp;pretrained_neural
e2esr;gplearn;imcts;tpsr,0.6563457742050678,0.915,0.5059987356073216,0.5320040793660836,0.8554621848739495,0.5395161190051596,0.915,0.75,0.0,0.5,pretrained_neural;classic_gp;mcts;pretrained_neural
e2esr;pyoperon;pysr;qlattice,0.6559184388369659,0.89625,0.49783484360311836,0.5781310823809779,0.8105042016806723,0.5679416981737002,0.90125,0.75,0.0,0.5,pretrained_neural;evolutionary_gp;evolutionary_gp;graph_hybrid
dso;gplearn;imcts;pyoperon,0.655012475189863,0.98675,0.40054438868749104,0.48080730538014327,0.9394957983193277,0.5367092498136168,0.98875,1.0,0.0,0.5,rl_policy;classic_gp;mcts;evolutionary_gp
dso;e2esr;tpsr;udsr,0.6549523205028467,0.9125,0.5143079758587757,0.5468024335193887,0.8008403361344538,0.5641653789039733,0.9125,0.75,0.0,0.5,rl_policy;pretrained_neural;pretrained_neural;rl_hybrid
dso;e2esr;gplearn;imcts,0.6536767500554851,0.91875,0.5060441123032409,0.47864331621948025,0.8340336134453781,0.5482029058567217,0.91875,1.0,0.0,0.5,rl_policy;pretrained_neural;classic_gp;mcts
e2esr;gplearn;tpsr;udsr,0.6525864538238552,0.915,0.5056321220185545,0.5291304175871323,0.8281512605042016,0.5628304749175082,0.915,0.75,0.0,0.5,pretrained_neural;classic_gp;pretrained_neural;rl_hybrid
dso;gplearn;imcts;qlattice,0.6517214868277331,0.9824999999999999,0.4129969752380023,0.4753760934615536,0.9063025210084033,0.548159854793671,0.9824999999999999,1.0,0.0,0.5,rl_policy;classic_gp;mcts;graph_hybrid
e2esr;pyoperon;ragsr;tpsr,0.6515266969286447,0.8805,0.46753148351297363,0.6592324473100244,0.7617647058823529,0.487388683297872,0.8825,0.75,0.0,0.5,pretrained_neural;evolutionary_gp;rag_hybrid;pretrained_neural
dso;e2esr;imcts;tpsr,0.6510948574082129,0.9125,0.5146745894475429,0.5192089613949544,0.8281512605042016,0.5408510229916248,0.9125,0.75,0.0,0.5,rl_policy;pretrained_neural;mcts;pretrained_neural
e2esr;gplearn;imcts;pyoperon,0.6508660832385295,0.913,0.44008695046304974,0.5393158624986376,0.8554621848739495,0.5448340948772513,0.915,1.0,0.0,0.5,pretrained_neural;classic_gp;mcts;evolutionary_gp
dso;gplearn;qlattice;tpsr,0.6475638037658051,0.97875,0.38012741934258,0.49198401272339176,0.9277310924369747,0.5336482183327392,0.97875,1.0,0.0,0.5,rl_policy;classic_gp;graph_hybrid;pretrained_neural
imcts;pyoperon;qlattice;tpsr,0.6466087526962034,0.9704999999999999,0.3556702905421132,0.527733586246978,0.9218487394957983,0.5374391609491038,0.9724999999999999,1.0,0.0,0.5,mcts;evolutionary_gp;graph_hybrid;pretrained_neural
e2esr;pyoperon;qlattice;ragsr,0.6455778338246648,0.87425,0.41407228491921305,0.6724002834227425,0.7285714285714285,0.5041572641500179,0.87625,1.0,0.0,0.5,pretrained_neural;evolutionary_gp;graph_hybrid;rag_hybrid
dso;gplearn;pyoperon;tpsr,0.6442086637145055,0.983,0.3676748327920688,0.47083071098826274,0.9609243697478991,0.5221976133526851,0.985,1.0,0.0,0.5,rl_policy;classic_gp;evolutionary_gp;pretrained_neural
dso;e2esr;imcts;pyoperon,0.6430661867224442,0.9105,0.44876280430327103,0.5163248256505871,0.8281512605042016,0.5461689988637166,0.9125,1.0,0.0,0.5,rl_policy;pretrained_neural;mcts;evolutionary_gp
e2esr;imcts;qlattice;tpsr,0.6427713826979118,0.9025,0.46117001415786296,0.5655630176306606,0.8163865546218487,0.5489328169922087,0.9025,0.75,0.0,0.5,pretrained_neural;mcts;graph_hybrid;pretrained_neural
dso;e2esr;qlattice;udsr,0.6424821274507946,0.90625,0.46084877726501516,0.5338849498398185,0.7676470588235293,0.5809339597561193,0.90625,1.0,0.0,0.5,rl_policy;pretrained_neural;graph_hybrid;rl_hybrid
e2esr;gplearn;imcts;qlattice,0.6424428996735413,0.90875,0.4525395370135609,0.5133558697686157,0.8222689075630252,0.5562846998573056,0.90875,1.0,0.0,0.5,pretrained_neural;classic_gp;mcts;graph_hybrid
gplearn;imcts;pyoperon;qlattice,0.642075410715281,0.97675,0.34703981339781115,0.5087070025587253,0.9277310924369747,0.5447910438142006,0.97875,1.0,0.0,0.5,classic_gp;mcts;evolutionary_gp;graph_hybrid
dso;e2esr;imcts;qlattice,0.6418072869939704,0.90625,0.46121539085378227,0.5190219682666223,0.7949579831932773,0.5576196038437709,0.90625,1.0,0.0,0.5,rl_policy;pretrained_neural;mcts;graph_hybrid
e2esr;gplearn;pyoperon;udsr,0.6416294418299066,0.913,0.43972033687428264,0.5145329166100454,0.8281512605042016,0.5681484507895999,0.915,1.0,0.0,0.5,pretrained_neural;classic_gp;evolutionary_gp;rl_hybrid
e2esr;imcts;pyoperon;tpsr,0.6415580094783295,0.90675,0.4487174276073518,0.5529767832224016,0.8495798319327731,0.5374822120121545,0.90875,0.75,0.0,0.5,pretrained_neural;mcts;evolutionary_gp;pretrained_neural
dso;e2esr;pyoperon;udsr,0.6414463287896678,0.9105,0.448396190714504,0.5220090136653806,0.8008403361344538,0.5694833547760652,0.9125,1.0,0.0,0.5,rl_policy;pretrained_neural;evolutionary_gp;rl_hybrid
pyoperon;qlattice;tpsr;udsr,0.6391546496434221,0.9704999999999999,0.35530367695334614,0.510080793781752,0.8945378151260504,0.5607535168614524,0.9724999999999999,1.0,0.0,0.5,evolutionary_gp;graph_hybrid;pretrained_neural;rl_hybrid
e2esr;gplearn;qlattice;udsr,0.6355009566545191,0.90875,0.45217292342479387,0.4977517174384264,0.7949579831932773,0.579599055769654,0.90875,1.0,0.0,0.5,pretrained_neural;classic_gp;graph_hybrid;rl_hybrid
gplearn;pyoperon;qlattice;udsr,0.635471783129991,0.97675,0.3466731998090441,0.4944561119634649,0.9004201680672268,0.5681053997265492,0.97875,1.0,0.0,0.5,classic_gp;evolutionary_gp;graph_hybrid;rl_hybrid
dso;pyoperon;qlattice;udsr,0.6351006713472133,0.97425,0.3553490536492654,0.5011802140486445,0.873109243697479,0.5694403037130145,0.97625,1.0,0.0,0.5,rl_policy;evolutionary_gp;graph_hybrid;rl_hybrid
e2esr;qlattice;tpsr;udsr,0.6349789642113981,0.9025,0.46080340056909586,0.5465569634305057,0.7890756302521008,0.5722471729045572,0.9025,0.75,0.0,0.5,pretrained_neural;graph_hybrid;pretrained_neural;rl_hybrid
dso;imcts;pyoperon;qlattice,0.634087515456657,0.97425,0.3557156672380325,0.48496397074051945,0.9004201680672268,0.5461259478006659,0.97625,1.0,0.0,0.5,rl_policy;mcts;evolutionary_gp;graph_hybrid
dso;e2esr;gplearn;tpsr,0.6316161713083802,0.915,0.4731745564078186,0.4736396527406104,0.8554621848739495,0.5336912693957899,0.915,0.75,0.0,0.5,rl_policy;pretrained_neural;classic_gp;pretrained_neural
e2esr;pyoperon;tpsr;udsr,0.6314708926022151,0.90675,0.4483508140185847,0.5247919354638437,0.8222689075630252,0.560796567924503,0.90875,0.75,0.0,0.5,pretrained_neural;evolutionary_gp;pretrained_neural;rl_hybrid
e2esr;imcts;pyoperon;qlattice,0.6290283550804313,0.9005,0.39525822901359114,0.5398214541594462,0.8163865546218487,0.5542507928643005,0.9025,1.0,0.0,0.5,pretrained_neural;mcts;evolutionary_gp;graph_hybrid
dso;e2esr;gplearn;pyoperon,0.6268027311799266,0.913,0.40726277126354676,0.48361643922550385,0.8554621848739495,0.5390092452678817,0.915,1.0,0.0,0.5,rl_policy;pretrained_neural;classic_gp;evolutionary_gp
dso;e2esr;gplearn;qlattice,0.6225534030803122,0.90875,0.41971535781405794,0.47435186835697674,0.8222689075630252,0.5504598502479359,0.90875,1.0,0.0,0.5,rl_policy;pretrained_neural;classic_gp;graph_hybrid
dso;gplearn;pyoperon;qlattice,0.6218855398581942,0.97675,0.31421563419830817,0.46850150409165564,0.9277310924369747,0.538966194204831,0.97875,1.0,0.0,0.5,rl_policy;classic_gp;evolutionary_gp;graph_hybrid
dso;pyoperon;qlattice;tpsr,0.6201863023656907,0.9704999999999999,0.3228461113426102,0.4625977698862049,0.9218487394957983,0.5316143113397342,0.9724999999999999,1.0,0.0,0.5,rl_policy;evolutionary_gp;graph_hybrid;pretrained_neural
gplearn;pyoperon;qlattice;tpsr,0.6168819099217426,0.973,0.3141702575023889,0.4411716508941219,0.9491596638655462,0.530279407353269,0.975,1.0,0.0,0.5,classic_gp;evolutionary_gp;graph_hybrid;pretrained_neural
dso;e2esr;qlattice;tpsr,0.6166493066312567,0.9025,0.42834583495836,0.5016286983253183,0.8163865546218487,0.5431079673828391,0.9025,0.75,0.0,0.5,rl_policy;pretrained_neural;graph_hybrid;pretrained_neural
e2esr;pyoperon;qlattice;udsr,0.6157586155665074,0.9005,0.3948916154248241,0.4989061158496503,0.7890756302521008,0.577565148776649,0.9025,1.0,0.0,0.5,pretrained_neural;evolutionary_gp;graph_hybrid;rl_hybrid
dso;e2esr;pyoperon;tpsr,0.6112620779463008,0.90675,0.4158932484078488,0.4723470420555645,0.8495798319327731,0.5316573624027849,0.90875,0.75,0.0,0.5,rl_policy;pretrained_neural;evolutionary_gp;pretrained_neural
e2esr;gplearn;pyoperon;tpsr,0.6077696867598139,0.90925,0.40721739456762746,0.4501689280933261,0.876890756302521,0.5303224584163196,0.91125,0.75,0.0,0.5,pretrained_neural;classic_gp;evolutionary_gp;pretrained_neural
e2esr;gplearn;qlattice;tpsr,0.6059926316082556,0.905,0.4196699811181387,0.4507934490170229,0.8436974789915966,0.5417730633963738,0.905,0.75,0.0,0.5,pretrained_neural;classic_gp;graph_hybrid;pretrained_neural
dso;e2esr;pyoperon;qlattice,0.6035725298518612,0.9005,0.36243404981408817,0.4785521382064433,0.8163865546218487,0.5484259432549308,0.9025,1.0,0.0,0.5,rl_policy;pretrained_neural;evolutionary_gp;graph_hybrid
e2esr;gplearn;pyoperon;qlattice,0.5954648345480902,0.903,0.3537581959738669,0.43791280777506914,0.8436974789915966,0.5470910392684656,0.905,1.0,0.0,0.5,pretrained_neural;classic_gp;evolutionary_gp;graph_hybrid
e2esr;pyoperon;qlattice;tpsr,0.5828345569861072,0.8967499999999999,0.3623886731181689,0.4382849132917006,0.8378151260504201,0.5397391564033687,0.8987499999999999,0.75,0.0,0.5,pretrained_neural;evolutionary_gp;graph_hybrid;pretrained_neural
