dataset_id,global_index,dataset_name,family,subgroup,metadata_class,dataset_rel,basename,formula_identity,feature_count,target_name,train_samples,valid_samples,id_test_samples,ood_test_samples,formula_char_count,formula_operator_count,formula_return_expr,expected_probe_methods,expected_total_runs,observed_methods,completed_methods,valid_methods,finished_runs,valid_runs,invalid_runs,timeout_runs,valid_extreme_error_runs,wrong_dataset_runs,not_finished_runs,completion_rate,dataset_valid_rate,dataset_invalid_rate,dataset_timeout_rate,dataset_extreme_error_rate,mean_median_log_id_nmse,mean_median_log_ood_nmse,median_log_id_nmse_across_probes,median_log_ood_nmse_across_probes,mean_iqr_log_id_nmse,mean_iqr_log_ood_nmse,max_iqr_log_ood_nmse,id_probe_variance,ood_probe_variance,ood_id_gap_variance,pairwise_gap_mean,pairwise_gap_max,valid_pattern_entropy,rank_entropy,winner_probe,winner_margin,worst_probe,semantic_duplicate_group,formula_hash,operator_group,difficulty_score,instability_raw,norm_id_probe_variance,norm_ood_probe_variance,norm_ood_id_gap_variance,norm_pairwise_gap_mean,norm_valid_pattern_entropy,discrimination_score,stability_score,info_score,difficulty_bin,mean_ood_minus_id_log_nmse,failure_mode,eligible_class,feature_count_bin,total_samples,sample_count_bin,complexity_bin,compatibility_score,selection_info_score,selection_disc_score,selection_stability_score,selection_score_simple,selected_core50,selected_core60,selected_core70,selected_core80,first_core_size
g0058,58,CRK7,llm-srbench,chem_react,chem_react,sim-datasets-data/llm-srbench/chem_react/CRK7,CRK7,llm-srbench/chem_react/CRK7,2,dA_dt,3500,500,500,500,69,8,-alpha_s * A * np.exp(-alpha_s * t) + alpha_w * np.cos(np.log(A + 1)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-3.5198423823788216,-1.6475611298262474,-2.8060845779244072,-1.4736015029045162,0.1173613262311619,0.4964205560997456,0.8886559702215413,5.0986737571575285,1.8859089146494243,0.917530420970774,2.018472491645384,3.499855063563289,0.0,0.7631188304446103,udsr,1.2922119060338888,dso,llm-srbench/chem_react/CRK7,eefc9512ce47e81f,mixed_elementary,-2.5837017561025344,0.3997716817304389,0.148986341243572,0.0527797788483285,0.1595598283830596,0.2406995186840551,0.0,0.1186220681580296,0.8411064094416372,0.0997737818289414,medium,1.8722812525525745,ood_failure,eligible,low,5000,small,moderate,0.007977341232720097,0.10209699789343545,0.12138416346299381,0.8411064094416372,0.36460772504921773,False,False,False,False,
g0059,59,CRK8,llm-srbench,chem_react,chem_react,sim-datasets-data/llm-srbench/chem_react/CRK8,CRK8,llm-srbench/chem_react/CRK8,2,dA_dt,3500,500,500,500,61,8,-alpha * A ** 2 - alpha * A + alpha_t * np.sin(np.log(A + 1)),4,12,4,4,4,12,12,0,0,2,0,0,1.0,1.0,0.0,0.0,0.1666666666666666,-2.3516369786712445,1.1649155760641592,-3.055825152943732,1.8162930858897013,2.776054801776473,4.098065564552189,9.843133508417944,45.00004067014146,78.36907823518354,17.10594932717746,13.117779172273622,22.972923867522766,0.0,0.0033127421883294,udsr,7.895265237875754,imcts,llm-srbench/chem_react/CRK8,4c0d9dd59d3c2357,mixed_elementary,-0.5933607013035425,4.163063887859759,1.0,1.0,1.0,1.0,0.0,0.95,0.0,0.0,hard,3.516552554735404,unstable,limited_quota,low,5000,small,moderate,0.0,0.0,0.9721205934145432,0.0,0.19442411868290865,False,False,False,False,
g0060,60,CRK9,llm-srbench,chem_react,chem_react,sim-datasets-data/llm-srbench/chem_react/CRK9,CRK9,llm-srbench/chem_react/CRK9,2,dA_dt,3500,500,500,500,53,5,-alpha * np.sqrt(A) + alpha_w * np.cos(np.log(A + 1)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-3.564626653345046,0.4917777684442022,-3.2806419885144624,0.41240067277886,0.72626339851781,0.8728729282318272,1.99487998988379,17.777794477879326,17.390066510211813,0.6547283086885399,5.994972333797657,11.775187493177768,0.0,0.0451644066535176,udsr,5.406703793631881,imcts,llm-srbench/chem_react/CRK9,8e71691b84a09946,mixed_elementary,-1.536424442450422,0.8933778489730508,0.5198315170025077,0.4868621363265843,0.1138546526835679,0.7232146380591826,0.0,0.4417424403736356,0.631930583133798,0.2791505579402585,hard,4.0564044217892485,ood_failure,eligible,low,5000,small,simple,0.2639023771480989,0.2856505326704052,0.45202834028674427,0.631930583133798,0.4401241118558605,False,False,False,False,
g0061,61,I.10.7_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.10.7_1_0,I.10.7_1_0,llm-srbench/lsrtransform/I.10.7_1_0,3,v,45038,5000,12509,12509,35,6,-c * np.sqrt(1 - m_0 ** 2 / m ** 2),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.275800188640952,-1.686237389613654,-1.913504178235932,-1.6185657569203145,0.1845805390169971,0.2888905770992695,0.5869190441135121,0.7257559230040405,0.2569630358451442,0.2498729617579711,0.7228057139886215,1.1834681746517974,0.0,1.265505257340512,udsr,0.3338624727244097,dso,llm-srbench/lsrtransform/I.10.7_1_0,6ae0fc4bc9eeb4ac,rational,-1.9810187891273028,0.2698561474658096,0.0210850838530899,0.0071728722545618,0.0434443176841746,0.0834811521033935,0.0,0.0247550475006436,0.8961608050984713,0.0221845032984277,medium,0.5895627990272976,all_good,eligible,low,75056,medium,moderate,0.007977341232720097,0.022701065801130973,0.025331464701400904,0.8961608050984713,0.328938054335254,False,False,False,False,
g0062,62,I.11.19_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_0_0,I.11.19_0_0,llm-srbench/lsrtransform/I.11.19_0_0,6,x1,75000,5000,20000,20000,28,5,(A + x2 * y2 + x3 * y3) / y1,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.459832135409029,-3.99031807308602,-2.2557806671213574,-1.5897634248966908,0.0815897282549398,0.1143284419246475,0.222332455629499,19.103914853516294,21.498197381832508,0.0767046212487508,5.640326810140677,11.218254557449304,0.0,0.0008538877279885,udsr,10.316637980855232,pyoperon,llm-srbench/lsrtransform/I.11.19_0_0,7331acd423b307a4,rational,-4.225075104247525,0.1065158135467467,0.5586185397474572,0.6018807771389507,0.0133277811014572,0.6801813590510328,0.0,0.4761920639805646,0.9653796511833604,0.4597061286218419,medium,0.4695140623230096,one_method_wins,eligible,high,120000,large,simple,0.37454447541972063,0.4704103100549129,0.4872801177011395,0.9653796511833604,0.6470235409791149,False,False,False,False,
g0063,63,I.11.19_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_1_0,I.11.19_1_0,llm-srbench/lsrtransform/I.11.19_1_0,6,x2,75000,5000,20000,20000,29,6,(-A + x1 * y1 - x3 * y3) / y2,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.135596296743995,-3.754671911360833,-1.6521465301808802,-1.135161009359278,0.1226301946644066,0.1142287926337068,0.2308158342128154,20.64548848856613,22.68696644335227,0.0485986332205493,5.632802391855286,11.251634373275223,0.0,0.0006128358596451,udsr,10.8438833749877,pyoperon,llm-srbench/lsrtransform/I.11.19_1_0,d22c6713d6bd9169,rational,-3.945134104052414,0.1163807228289271,0.6037072456780727,0.6351636997060826,0.008439733932121,0.6792683335936399,0.0,0.5027976243336365,0.961199191765523,0.4832886701311165,medium,0.3809243853831621,one_method_wins,eligible,high,120000,large,moderate,0.652228671584962,0.49454196715619614,0.5145051841417234,0.961199191765523,0.661864639166566,False,False,False,True,80
g0064,64,I.11.19_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_2_0,I.11.19_2_0,llm-srbench/lsrtransform/I.11.19_2_0,6,x3,75000,5000,20000,20000,29,6,(-A + x1 * y1 - x2 * y2) / y3,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.161802420771651,-3.8265723313041096,-1.6730565269495397,-1.2033889981846229,0.1091351034214609,0.1136675146520276,0.3478378126474153,20.50251085225322,22.283815908282342,0.0382881740703894,5.555387115358773,11.100488671152808,0.0,0.0006657130256578,udsr,10.78118266246827,pyoperon,llm-srbench/lsrtransform/I.11.19_2_0,22211db64c785b74,rational,-3.99418737603788,0.1368615890745863,0.5995253652593934,0.6238763702524744,0.0066465925341766,0.6698746348980665,0.0,0.4961750597990869,0.952520000935376,0.4726166684239365,medium,0.3352300894675415,one_method_wins,eligible,high,120000,large,moderate,0.652228671584962,0.4836214696482964,0.507728414283563,0.952520000935376,0.6525573445258275,False,False,False,True,80
g0065,65,I.11.19_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_3_0,I.11.19_3_0,llm-srbench/lsrtransform/I.11.19_3_0,6,y1,75000,5000,20000,20000,28,5,(A + x2 * y2 + x3 * y3) / x1,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.564158966672415,-4.12027827436184,-2.3608016175790167,-1.6973757343326858,0.1072147306386467,0.1488601534190589,0.3397600863368545,18.55907124431634,20.78497683028489,0.0749362604239705,5.53295108809103,10.913638371218012,0.0,0.0009914692188413,udsr,10.074228558221243,pyoperon,llm-srbench/lsrtransform/I.11.19_3_0,dfdf145809cae236,rational,-4.342218620517127,0.1489390247627238,0.5426826851668892,0.5819121682990648,0.0130202369896737,0.6671522099502162,0.0,0.4622764552565566,0.9474019376748248,0.4379616094515111,medium,0.4438806923105751,one_method_wins,eligible,high,120000,large,simple,0.45160270835144756,0.44815947333978035,0.4730404863216582,0.9474019376748248,0.6278705384534214,False,False,False,True,80
g0066,66,I.11.19_4_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,I.11.19_4_0,llm-srbench/lsrtransform/I.11.19_4_0,6,y2,75000,5000,20000,20000,29,6,(-A + x1 * y1 - x3 * y3) / x2,4,12,4,4,4,12,11,0,0,0,0,0,1.0,0.9166666666666666,0.0,0.0,0.0,-4.103390184296179,-3.714529750027336,-1.6670210818867428,-1.1304465972620936,0.2264795943064113,0.227047788706851,0.4314764852315456,20.843836785873087,22.930711964675385,0.0510144941468196,5.709804119227571,11.40277419441484,0.0,0.0005902906084005,udsr,10.844302336677456,pyoperon,llm-srbench/lsrtransform/I.11.19_4_0,c1df377c9254d95b,rational,-3.9089599671617576,0.2224103313903317,0.6095086344964684,0.6419880389111348,0.0088598878918507,0.688611851549124,0.0,0.5082140040313511,0.9162669513362266,0.4656596961001828,medium,0.3888604342688428,one_method_wins,eligible,high,120000,large,moderate,0.8396860709622717,0.4765025053706795,0.5200476833479348,0.9162669513362266,0.639129097054072,True,True,True,True,50
g0067,67,I.11.19_5_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0,I.11.19_5_0,llm-srbench/lsrtransform/I.11.19_5_0,6,y3,75000,5000,20000,20000,29,6,(-A + x1 * y1 - x2 * y2) / x3,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.117625025614403,-3.724917228159381,-1.6525380314754874,-1.1555408370690223,0.0697246317168066,0.1024154856609037,0.2393193351942955,20.75081832333493,22.88112029082998,0.0527821671888296,5.726160122979696,11.41141276150052,0.0,0.0006002977739443,udsr,10.783097936242669,pyoperon,llm-srbench/lsrtransform/I.11.19_5_0,a9fd5e4f5f15e472,rational,-3.921271126886893,0.1027749876465819,0.6067879846305504,0.6405995809725836,0.0091673123880342,0.6905965163086439,0.0,0.5070203964501664,0.9669649035579648,0.4902709287553561,medium,0.3927077974550221,one_method_wins,eligible,high,120000,large,moderate,0.7238906697175483,0.5016868065216379,0.5188262828109608,0.9669649035579648,0.6679620357422169,False,True,True,True,60
g0068,68,I.12.2_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.12.2_3_0,I.12.2_3_0,llm-srbench/lsrtransform/I.12.2_3_0,4,r,75000,5000,20000,20000,56,6,-np.sqrt(q1 * q2 / (F * epsilon)) / (2 * np.sqrt(np.pi)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-1.643495909936941,0.3963623131685411,-0.8566187119506987,0.9363754863996132,0.2146268599077977,0.8628568860212718,1.4630060154284967,2.0627164504963287,4.392188874781523,1.18057647268784,3.0148595547522974,5.335732971877722,0.0,0.3048547047531296,udsr,2.7069136259606976,imcts,llm-srbench/lsrtransform/I.12.2_3_0,60d51e6382661dca,rational,-0.6235667983841999,0.6806693294757676,0.060189164705505,0.1229501126371206,0.2053074287595532,0.3616027858242968,0.0,0.1310551399662816,0.7220702193079391,0.0946310136568856,hard,2.0398582231054823,ood_failure,eligible,medium,120000,large,moderate,0.06923770861524582,0.09683448121215933,0.13410673729899755,0.7220702193079391,0.32312144076304994,False,False,False,False,
g0069,69,I.12.4_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.12.4_2_0,I.12.4_2_0,llm-srbench/lsrtransform/I.12.4_2_0,3,r,75000,5000,20000,20000,52,5,-np.sqrt(q1 / (Ef * epsilon)) / (2 * np.sqrt(np.pi)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.0867454094985183,-0.5431490741495063,-1.1143273888618526,-0.1393396366899288,0.1777884423658853,0.6152815342513719,1.6611463024022153,3.252475314094541,5.961766362145986,1.1187975509703385,3.411529600802632,6.81089589471204,0.0,0.1585357353044085,udsr,4.194821861935338,pyoperon,llm-srbench/lsrtransform/I.12.4_2_0,149bdc93b0a43934,rational,-1.3149472418240125,0.613899562654169,0.0949878186973974,0.1668948346744516,0.1945631602028714,0.4097353904313977,0.0,0.1618169417537176,0.750365289495798,0.121421816344353,hard,1.543596335349012,ood_failure,eligible,low,120000,large,simple,0.0,0.12424910332436223,0.16558482257068477,0.750365289495798,0.3516569123336293,False,False,False,False,
g0070,70,I.13.12_3_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0,I.13.12_3_0,llm-srbench/lsrtransform/I.13.12_3_0,5,r2,75000,5000,20000,20000,41,8,G * m1 * m2 * r1 / (G * m1 * m2 + U * r1),4,12,4,4,4,12,11,0,0,0,0,0,1.0,0.9166666666666666,0.0,0.0,0.0,0.0008132218627851,0.3130285408318739,0.000251809793423,0.0080213196023558,0.0030705918487998,0.3331856844469624,0.8571313811257683,1.3197280028733316e-06,0.3317989799058052,0.3324205808887925,0.6925487635453962,1.3820539899601734,0.0,1.2902841139633885,udsr,0.0764472468251222,pyoperon,llm-srbench/lsrtransform/I.13.12_3_0,8ba75b7bfaf7c4a5,rational,0.1569208813473295,0.3053146683736986,0.0,0.0092681143095872,0.0578005700110093,0.079809723300535,0.0,0.0198948978400604,0.881134523210636,0.0175300813226259,extreme,0.3122153189690888,all_struggle,limited_quota,high,120000,large,moderate,0.0,0.017938266376796096,0.020358147257053927,0.881134523210636,0.3205409324446916,False,False,False,False,
g0071,71,I.15.1_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.15.1_1_0,I.15.1_1_0,llm-srbench/lsrtransform/I.15.1_1_0,3,v,75000,5000,20000,20000,50,9,-c * p * np.sqrt(1 / (c ** 2 * m_0 ** 2 + p ** 2)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.4195759552580824,-1.3528748177452627,-1.787455917134058,-1.0062778797617862,0.1118507805226182,0.1932346558852639,0.4558932656160337,1.5166282440651453,0.6702096849658163,0.2034426561901849,1.1026958362082702,2.0330860977039045,0.0,0.9942562840436476,udsr,1.451278562749951,pyoperon,llm-srbench/lsrtransform/I.15.1_1_0,9ae6fd47ceaae32b,rational,-1.8862253865016725,0.190842671581836,0.0442169075313241,0.018742870725271,0.0353694005713405,0.1295776527819987,0.0,0.0402990977537092,0.9296444003294873,0.0374638305650664,hard,1.0667011375128197,ood_failure,eligible,low,120000,large,complex,0.04047995780590719,0.03833616968473079,0.04123745560253313,0.9296444003294873,0.350874307593956,False,False,False,False,
g0072,72,I.15.3t_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.15.3t_0_0,I.15.3t_0_0,llm-srbench/lsrtransform/I.15.3t_0_0,4,x,75000,5000,20000,20000,59,10,c ** 2 * (t - t1 * np.sqrt((c ** 2 - u ** 2) / c ** 2)) / u,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-3.256264466161486,-2.9370930637825965,-2.5258715851099964,-2.676258032085565,0.1383259389407416,0.113961179531046,0.2220422041447782,7.478123246673851,5.761032818485349,0.4274027973709642,3.505518591058513,5.948712602703352,0.0,0.4322621591401843,udsr,1.9025394956252253,pyoperon,llm-srbench/lsrtransform/I.15.3t_0_0,32c19c08a4001a87,rational,-3.096678764972041,0.1176581004295224,0.2185816533780366,0.1612747363672651,0.0743193827973489,0.4211401711816763,0.0,0.1862116609486256,0.9606578765777404,0.1788856988009207,medium,0.3191714023788896,all_good,eligible,medium,120000,large,complex,0.04047995780590719,0.18305102281234342,0.19054756878114276,0.9606578765777404,0.4567127308239922,False,False,False,False,
g0073,73,I.24.6_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_0_0,I.24.6_0_0,llm-srbench/lsrtransform/I.24.6_0_0,4,m,75000,5000,20000,20000,48,7,4 * E_n / (x ** 2 * (omega ** 2 + omega_0 ** 2)),4,12,4,4,4,12,11,0,0,0,0,0,1.0,0.9166666666666666,0.0,0.0,0.0,-2.0438116045416788,-1.2373901588005456,-1.5516025840108785,-0.9867862419269592,0.1109197907363999,0.7157213801374998,2.6440629531286426,1.937555604573424,0.9762086962336224,0.2677193026146455,1.421774014013324,2.504364276916452,0.0,0.9298337351325404,udsr,1.2446143455401062,pyoperon,llm-srbench/lsrtransform/I.24.6_0_0,9c77eba2acb0d712,rational,-1.6406008816711124,0.8372851008280084,0.056528398558799,0.0273101709077177,0.0465480604104558,0.1682951307563654,0.0,0.0531552214504858,0.6557010457450355,0.0348539342918925,hard,0.8064214457411332,all_good,eligible,medium,120000,large,moderate,0.0,0.03566550240701687,0.05439293202055548,0.6557010457450355,0.2564234284980311,False,False,False,False,
g0074,74,I.24.6_1_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_1_1,I.24.6_1_1,llm-srbench/lsrtransform/I.24.6_1_1,4,omega,67373,5000,18093,18093,48,7,np.sqrt(4 * E_n / m - omega_0 ** 2 * x ** 2) / x,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.247203274161725,-1.4048465627158466,-1.8434149858993327,-1.2042659616613516,0.0881150247128549,0.3637853571088898,0.5208585051090476,0.900964196022322,0.2786573618005542,0.1905377430837412,0.7278390240099865,1.3155833840973912,0.0,1.2243700129270652,udsr,0.848810898273813,pyoperon,llm-srbench/lsrtransform/I.24.6_1_1,c8e5c6b30348ca00,rational,-1.8260249184387856,0.2673088488079365,0.0262096618292025,0.0077802657292851,0.0331250452433162,0.084091902331538,0.0,0.0252744216651219,0.8972402756095267,0.0226772290606854,hard,0.8423567114458785,all_good,eligible,medium,108559,large,moderate,0.0,0.023205264601548436,0.0258629324076923,0.8972402756095267,0.32964905201556954,False,False,False,False,
g0075,75,I.24.6_2_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_2_1,I.24.6_2_1,llm-srbench/lsrtransform/I.24.6_2_1,4,omega_0,67373,5000,18093,18093,46,7,np.sqrt(4 * E_n / m - omega ** 2 * x ** 2) / x,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.102383999998179,-1.524633117849138,-1.712265758367136,-1.357321807295867,0.1270021582317659,0.280596263135055,0.5316896090610477,0.7879469690105821,0.3313041705075145,0.116449571855388,0.8202407142390236,1.49747462941921,0.0,1.2003310009505066,udsr,0.8688497372278914,pyoperon,llm-srbench/lsrtransform/I.24.6_2_1,70d6e85410fac736,rational,-1.8135085589236584,0.2439768587125847,0.0229040782372379,0.0092542607332939,0.0202400160712169,0.0953040774506487,0.0,0.0238218287954335,0.9071276891620456,0.0216094405068155,hard,0.5777508821490411,all_good,eligible,medium,108559,large,moderate,0.0,0.02211261276720184,0.02437651615245944,0.9071276891620456,0.33232067018244865,False,False,False,False,
g0076,76,I.24.6_3_1,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1,I.24.6_3_1,llm-srbench/lsrtransform/I.24.6_3_1,4,x,75000,5000,20000,20000,52,6,2 * np.sqrt(E_n / (m * (omega ** 2 + omega_0 ** 2))),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.7839024245362025,-1.6350563336523316,-1.6411685322825096,-0.8707136590870794,0.2651592551099951,0.2276227032784721,0.5965775360393684,4.860666337453006,2.0812868159039075,0.581386997683124,1.742812216625849,3.459849352322527,0.0,0.4271218410450914,udsr,3.2199474038980105,pyoperon,llm-srbench/lsrtransform/I.24.6_3_1,7823a8ac46d76d36,rational,-2.209479379094267,0.2633964395412616,0.1420249828547366,0.0582499309319202,0.1010995135546493,0.2072504414080858,0.0,0.1059861909993358,0.8988982399858286,0.0952708005521048,medium,1.148846090883871,ood_failure,eligible,medium,120000,large,moderate,0.0,0.09748916543977969,0.10845406198739098,0.8988982399858286,0.38017532084041905,False,False,False,False,
g0077,77,I.27.6_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.27.6_2_0,I.27.6_2_0,llm-srbench/lsrtransform/I.27.6_2_0,3,n,75000,5000,20000,20000,18,3,d2 / foc - d2 / d1,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-6.803580853801006,-6.890625259045433,-6.87069119631533,-6.961762876417269,1.483014347888957,1.4346842228227246,4.87263541922309,27.01177953912826,26.115831364715238,0.0076091663699118,6.8599247328539805,10.361024716652809,0.0,0.693559832970096,udsr,0.0,pyoperon,llm-srbench/lsrtransform/I.27.6_2_0,0ce04b0f3c9a1953,rational,-6.84710305642322,1.8450036425514995,0.7899116659672306,0.7311643859327076,0.0013110591738872,0.828169403971753,0.0,0.6153902174382366,0.2286594635292758,0.1407147969805915,easy,-0.087044405244427,all_good,eligible,low,120000,large,simple,0.04459616502033703,0.14399131783471533,0.6297194772184878,0.2286594635292758,0.27077080070456594,False,False,False,False,
g0078,78,I.29.16_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.29.16_0_0,I.29.16_0_0,llm-srbench/lsrtransform/I.29.16_0_0,4,x1,59888,5000,16221,16221,97,11,x2 * np.cos(theta1 - theta2) - np.sqrt(x ** 2 + x2 ** 2 * np.cos(theta1 - theta2) ** 2 - x2 ** 2),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-1.2382877670357522,-1.0138452367912876,-1.068592347623601,-1.1026520009294123,0.0481795389258953,0.1397279866271418,0.1732284967257857,0.2350227915237736,0.0974388707367652,0.5649744492525863,0.4429702096948412,0.8289951546832015,0.0,1.3456008610479198,dso,0.1514661520056297,udsr,llm-srbench/lsrtransform/I.29.16_0_0,985bf83d6b8396ee,trigonometric,-1.12606650191352,0.1001728017811929,0.0067318792103493,0.0027065460296004,0.0982451285454126,0.0495254455474917,0.0,0.0229927626705434,0.9680676336588464,0.0222585493497525,hard,0.2244425302444646,all_good,eligible,medium,97330,large,complex,0.09891752257577391,0.0227768360025561,0.023528145359503583,0.9680676336588464,0.3537788770536472,False,False,False,False,
g0079,79,I.29.16_1_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.29.16_1_0,I.29.16_1_0,llm-srbench/lsrtransform/I.29.16_1_0,4,x2,59888,5000,16221,16221,97,11,x1 * np.cos(theta1 - theta2) - np.sqrt(x ** 2 + x1 ** 2 * np.cos(theta1 - theta2) ** 2 - x1 ** 2),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-1.2319982081405296,-0.978735359197215,-0.9830114922108784,-1.057760713977333,0.0626583334191118,0.237615131838956,0.3798780597344385,0.3074936821431704,0.0464674524035367,0.5749616270585056,0.2944171236987747,0.5611379543404151,0.0,1.3662425570672174,imcts,0.08097382802427,udsr,llm-srbench/lsrtransform/I.29.16_1_0,8a41c245d8397f20,trigonometric,-1.1053667836688723,0.1835533313662924,0.0088515435594105,0.001279458276027,0.0999820465343799,0.0314997664658249,0.0,0.0216931342691426,0.9327334090656276,0.0202339110801758,hard,0.2532628489433146,all_good,eligible,medium,97330,large,complex,0.09891752257577391,0.020705054364586948,0.022198255324989754,0.9327334090656276,0.34021361870203176,False,False,False,False,
g0080,80,I.30.3_0_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.30.3_0_0,I.30.3_0_0,llm-srbench/lsrtransform/I.30.3_0_0,3,Int_0,75000,5000,20000,20000,58,7,2 * Int * np.sin(theta / 2) ** 2 / (1 - np.cos(n * theta)),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-6.867460409473522e-06,-3.95588343485437e-06,3.5112265320696605e-06,-2.7616351908779717e-08,0.0022281372495356,0.0018558929831435,0.0060633842045031,5.350905214689556e-10,4.651143716267018e-11,2.7133567882332633e-10,7.892144333207019e-06,1.5768288910724953e-05,0.0,1.3862943610966347,pyoperon,1.571667898772003e-05,imcts,llm-srbench/lsrtransform/I.30.3_0_0,dbe9a154acba2ee3,trigonometric,-5.411671922163946e-06,0.0024006614840651,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,extreme,2.9115769746191518e-06,all_struggle,limited_quota,low,120000,large,moderate,0.0,0.0,0.0,1.0,0.35,False,False,False,False,
g0081,81,I.32.17_2_0,llm-srbench,lsrtransform,lsrtransform,sim-datasets-data/llm-srbench/lsrtransform/I.32.17_2_0,I.32.17_2_0,llm-srbench/lsrtransform/I.32.17_2_0,6,Ef,75000,5000,20000,20000,112,13,np.sqrt(3) * np.sqrt(Pwr / (c * epsilon)) * (-omega ** 2 + omega_0 ** 2) / (2 * np.sqrt(np.pi) * omega ** 2 * r),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.092301488079564,-1.491645962738437,-1.231708037052618,-0.8404434254753333,0.2497387477992078,0.3011177601080194,0.9225112889379524,3.1189412594487687,1.843985474209775,0.1700297751452337,1.7139656514351822,3.365088904301662,0.0,0.4959334750538884,udsr,2.8906859288239843,pyoperon,llm-srbench/lsrtransform/I.32.17_2_0,2a6b4a60f46fb4df,rational,-1.7919737254090005,0.3548971113906398,0.0910821488125778,0.0516060146017079,0.0295584061865403,0.2037501511027797,0.0,0.074749633233259,0.8601229370986408,0.0642938740836369,hard,0.6006555253411268,one_method_wins,eligible,high,120000,large,complex,0.0,0.06579094634432107,0.07649016612235285,0.8601229370986408,0.34594698706393934,False,False,False,False,
